"Plot Title: cedar_light_pendant_1"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 21207366, SEN S/N: 21207366)","Intensity, Lux (LGR S/N: 21207366, SEN S/N: 21207366)","Coupler Detached (LGR S/N: 21207366)","Host Connected (LGR S/N: 21207366)","Coupler Attached (LGR S/N: 21207366)","Stopped (LGR S/N: 21207366)","End Of File (LGR S/N: 21207366)"
1,11/12/21 04:45:20 PM,18.521,0.0,,,,,
2,11/12/21 04:48:38 PM,,,Logged,,,,
3,11/12/21 05:45:20 PM,17.284,64.6,,,,,
4,11/12/21 06:45:20 PM,15.378,0.0,,,,,
5,11/12/21 07:45:20 PM,14.613,0.0,,,,,
6,11/12/21 08:45:20 PM,13.942,0.0,,,,,
7,11/12/21 09:45:20 PM,13.461,0.0,,,,,
8,11/12/21 10:45:20 PM,12.980,0.0,,,,,
9,11/12/21 11:45:20 PM,12.497,0.0,,,,,
10,11/13/21 12:45:20 AM,12.110,0.0,,,,,
11,11/13/21 01:45:20 AM,11.722,0.0,,,,,
12,11/13/21 02:45:20 AM,11.431,0.0,,,,,
13,11/13/21 03:45:20 AM,11.041,0.0,,,,,
14,11/13/21 04:45:20 AM,5.141,0.0,,,,,
15,11/13/21 05:45:20 AM,2.943,0.0,,,,,
16,11/13/21 06:45:20 AM,11.139,0.0,,,,,
17,11/13/21 07:45:20 AM,14.900,10.8,,,,,
18,11/13/21 08:45:20 AM,15.664,0.0,,,,,
19,11/13/21 09:45:20 AM,17.665,43.1,,,,,
20,11/13/21 10:45:20 AM,6.064,7233.4,,,,,
21,11/13/21 11:45:20 AM,5.347,15844.5,,,,,
22,11/13/21 12:45:20 PM,5.450,17911.2,,,,,
23,11/13/21 01:45:20 PM,5.655,10333.4,,,,,
24,11/13/21 02:45:20 PM,5.244,5166.7,,,,,
25,11/13/21 03:45:20 PM,5.037,764.2,,,,,
26,11/13/21 04:45:20 PM,4.934,150.7,,,,,
27,11/13/21 05:45:20 PM,5.141,0.0,,,,,
28,11/13/21 06:45:20 PM,5.037,0.0,,,,,
29,11/13/21 07:45:20 PM,5.141,0.0,,,,,
30,11/13/21 08:45:20 PM,5.141,0.0,,,,,
31,11/13/21 09:45:20 PM,5.141,0.0,,,,,
32,11/13/21 10:45:20 PM,5.141,0.0,,,,,
33,11/13/21 11:45:20 PM,5.141,0.0,,,,,
34,11/14/21 12:45:20 AM,5.141,0.0,,,,,
35,11/14/21 01:45:20 AM,5.037,0.0,,,,,
36,11/14/21 02:45:20 AM,5.141,0.0,,,,,
37,11/14/21 03:45:20 AM,5.037,0.0,,,,,
38,11/14/21 04:45:20 AM,5.037,0.0,,,,,
39,11/14/21 05:45:20 AM,5.037,0.0,,,,,
40,11/14/21 06:45:20 AM,5.037,0.0,,,,,
41,11/14/21 07:45:20 AM,5.141,462.9,,,,,
42,11/14/21 08:45:20 AM,5.347,2411.1,,,,,
43,11/14/21 09:45:20 AM,5.450,4994.5,,,,,
44,11/14/21 10:45:20 AM,5.655,5166.7,,,,,
45,11/14/21 11:45:20 AM,5.860,11022.3,,,,,
46,11/14/21 12:45:20 PM,6.064,9300.1,,,,,
47,11/14/21 01:45:20 PM,6.166,9644.5,,,,,
48,11/14/21 02:45:20 PM,5.962,8266.7,,,,,
49,11/14/21 03:45:20 PM,5.450,796.5,,,,,
50,11/14/21 04:45:20 PM,5.552,86.1,,,,,
51,11/14/21 05:45:20 PM,5.450,0.0,,,,,
52,11/14/21 06:45:20 PM,5.450,0.0,,,,,
53,11/14/21 07:45:20 PM,5.450,0.0,,,,,
54,11/14/21 08:45:20 PM,5.450,0.0,,,,,
55,11/14/21 09:45:20 PM,5.450,0.0,,,,,
56,11/14/21 10:45:20 PM,5.450,0.0,,,,,
57,11/14/21 11:45:20 PM,5.450,0.0,,,,,
58,11/15/21 12:45:20 AM,5.655,0.0,,,,,
59,11/15/21 01:45:20 AM,5.655,0.0,,,,,
60,11/15/21 02:45:20 AM,5.655,0.0,,,,,
61,11/15/21 03:45:20 AM,5.655,0.0,,,,,
62,11/15/21 04:45:20 AM,5.552,0.0,,,,,
63,11/15/21 05:45:20 AM,5.450,0.0,,,,,
64,11/15/21 06:45:20 AM,5.450,0.0,,,,,
65,11/15/21 07:45:20 AM,5.552,753.5,,,,,
66,11/15/21 08:45:20 AM,5.655,2497.2,,,,,
67,11/15/21 09:45:20 AM,5.860,3616.7,,,,,
68,11/15/21 10:45:20 AM,5.962,5166.7,,,,,
69,11/15/21 11:45:20 AM,6.268,14466.8,,,,,
70,11/15/21 12:45:20 PM,6.268,8266.7,,,,,
71,11/15/21 01:45:20 PM,6.268,4477.8,,,,,
72,11/15/21 02:45:20 PM,6.268,2497.2,,,,,
73,11/15/21 03:45:20 PM,6.268,1162.5,,,,,
74,11/15/21 04:45:20 PM,6.166,10.8,,,,,
75,11/15/21 05:45:20 PM,5.962,0.0,,,,,
76,11/15/21 06:45:20 PM,5.757,0.0,,,,,
77,11/15/21 07:45:20 PM,6.064,0.0,,,,,
78,11/15/21 08:45:20 PM,6.064,0.0,,,,,
79,11/15/21 09:45:20 PM,6.064,0.0,,,,,
80,11/15/21 10:45:20 PM,6.064,0.0,,,,,
81,11/15/21 11:45:20 PM,6.064,0.0,,,,,
82,11/16/21 12:45:20 AM,6.064,0.0,,,,,
83,11/16/21 01:45:20 AM,5.962,0.0,,,,,
84,11/16/21 02:45:20 AM,5.962,0.0,,,,,
85,11/16/21 03:45:20 AM,5.860,0.0,,,,,
86,11/16/21 04:45:20 AM,5.757,0.0,,,,,
87,11/16/21 05:45:20 AM,5.757,0.0,,,,,
88,11/16/21 06:45:20 AM,5.655,0.0,,,,,
89,11/16/21 07:45:20 AM,5.655,366.0,,,,,
90,11/16/21 08:45:20 AM,5.757,1463.9,,,,,
91,11/16/21 09:45:20 AM,5.962,2927.8,,,,,
92,11/16/21 10:45:20 AM,6.166,7233.4,,,,,
93,11/16/21 11:45:20 AM,6.370,9300.1,,,,,
94,11/16/21 12:45:20 PM,6.573,22044.6,,,,,
95,11/16/21 01:45:20 PM,6.370,9300.1,,,,,
96,11/16/21 02:45:20 PM,6.370,6200.0,,,,,
97,11/16/21 03:45:20 PM,6.166,893.4,,,,,
98,11/16/21 04:45:20 PM,6.064,86.1,,,,,
99,11/16/21 05:45:20 PM,5.962,0.0,,,,,
100,11/16/21 06:45:20 PM,5.860,0.0,,,,,
101,11/16/21 07:45:20 PM,5.757,0.0,,,,,
102,11/16/21 08:45:20 PM,5.655,0.0,,,,,
103,11/16/21 09:45:20 PM,5.655,0.0,,,,,
104,11/16/21 10:45:20 PM,5.552,0.0,,,,,
105,11/16/21 11:45:20 PM,5.450,0.0,,,,,
106,11/17/21 12:45:20 AM,5.450,0.0,,,,,
107,11/17/21 01:45:20 AM,5.450,0.0,,,,,
108,11/17/21 02:45:20 AM,5.347,0.0,,,,,
109,11/17/21 03:45:20 AM,5.347,0.0,,,,,
110,11/17/21 04:45:20 AM,5.244,0.0,,,,,
111,11/17/21 05:45:20 AM,5.244,0.0,,,,,
112,11/17/21 06:45:20 AM,5.244,0.0,,,,,
113,11/17/21 07:45:20 AM,5.141,452.1,,,,,
114,11/17/21 08:45:20 AM,5.347,1550.0,,,,,
115,11/17/21 09:45:20 AM,5.655,3444.5,,,,,
116,11/17/21 10:45:20 AM,5.962,7577.8,,,,,
117,11/17/21 11:45:20 AM,5.962,10677.8,,,,,
118,11/17/21 12:45:20 PM,5.860,19977.9,,,,,
119,11/17/21 01:45:20 PM,5.655,12400.1,,,,,
120,11/17/21 02:45:20 PM,5.655,6544.5,,,,,
121,11/17/21 03:45:20 PM,5.347,947.2,,,,,
122,11/17/21 04:45:20 PM,5.141,118.4,,,,,
123,11/17/21 05:45:20 PM,5.141,0.0,,,,,
124,11/17/21 06:45:20 PM,5.450,0.0,,,,,
125,11/17/21 07:45:20 PM,5.347,0.0,,,,,
126,11/17/21 08:45:20 PM,5.347,0.0,,,,,
127,11/17/21 09:45:20 PM,5.244,0.0,,,,,
128,11/17/21 10:45:20 PM,5.141,0.0,,,,,
129,11/17/21 11:45:20 PM,5.141,0.0,,,,,
130,11/18/21 12:45:20 AM,5.037,0.0,,,,,
131,11/18/21 01:45:20 AM,5.037,0.0,,,,,
132,11/18/21 02:45:20 AM,4.934,0.0,,,,,
133,11/18/21 03:45:20 AM,4.934,0.0,,,,,
134,11/18/21 04:45:20 AM,4.934,0.0,,,,,
135,11/18/21 05:45:20 AM,4.934,0.0,,,,,
136,11/18/21 06:45:20 AM,4.831,0.0,,,,,
137,11/18/21 07:45:20 AM,4.934,645.8,,,,,
138,11/18/21 08:45:20 AM,5.037,2066.7,,,,,
139,11/18/21 09:45:20 AM,5.141,3961.1,,,,,
140,11/18/21 10:45:20 AM,5.347,4477.8,,,,,
141,11/18/21 11:45:20 AM,5.037,1076.4,,,,,
142,11/18/21 12:45:20 PM,5.244,3444.5,,,,,
143,11/18/21 01:45:20 PM,5.244,3961.1,,,,,
144,11/18/21 02:45:20 PM,5.037,1216.3,,,,,
145,11/18/21 03:45:20 PM,5.037,430.6,,,,,
146,11/18/21 04:45:20 PM,4.934,32.3,,,,,
147,11/18/21 05:45:20 PM,4.934,0.0,,,,,
148,11/18/21 06:45:20 PM,4.934,0.0,,,,,
149,11/18/21 07:45:20 PM,4.934,0.0,,,,,
150,11/18/21 08:45:20 PM,4.934,0.0,,,,,
151,11/18/21 09:45:20 PM,4.831,0.0,,,,,
152,11/18/21 10:45:20 PM,4.831,0.0,,,,,
153,11/18/21 11:45:20 PM,4.831,0.0,,,,,
154,11/19/21 12:45:20 AM,4.831,0.0,,,,,
155,11/19/21 01:45:20 AM,4.831,0.0,,,,,
156,11/19/21 02:45:20 AM,4.831,0.0,,,,,
157,11/19/21 03:45:20 AM,4.727,0.0,,,,,
158,11/19/21 04:45:20 AM,4.727,0.0,,,,,
159,11/19/21 05:45:20 AM,4.727,0.0,,,,,
160,11/19/21 06:45:20 AM,4.623,0.0,,,,,
161,11/19/21 07:45:20 AM,4.623,570.5,,,,,
162,11/19/21 08:45:20 AM,4.727,1808.3,,,,,
163,11/19/21 09:45:20 AM,5.141,3100.0,,,,,
164,11/19/21 10:45:20 AM,5.244,5166.7,,,,,
165,11/19/21 11:45:20 AM,5.450,7577.8,,,,,
166,11/19/21 12:45:20 PM,5.244,17911.2,,,,,
167,11/19/21 01:45:20 PM,5.450,8611.2,,,,,
168,11/19/21 02:45:20 PM,5.244,7577.8,,,,,
169,11/19/21 03:45:20 PM,5.141,721.2,,,,,
170,11/19/21 04:45:20 PM,5.244,107.6,,,,,
171,11/19/21 05:45:20 PM,5.037,0.0,,,,,
172,11/19/21 06:45:20 PM,5.141,0.0,,,,,
173,11/19/21 07:45:20 PM,5.141,0.0,,,,,
174,11/19/21 08:45:20 PM,5.037,0.0,,,,,
175,11/19/21 09:45:20 PM,4.934,0.0,,,,,
176,11/19/21 10:45:20 PM,4.831,0.0,,,,,
177,11/19/21 11:45:20 PM,4.727,0.0,,,,,
178,11/20/21 12:45:20 AM,4.727,0.0,,,,,
179,11/20/21 01:45:20 AM,4.727,0.0,,,,,
180,11/20/21 02:45:20 AM,4.623,0.0,,,,,
181,11/20/21 03:45:20 AM,4.519,0.0,,,,,
182,11/20/21 04:45:20 AM,4.519,0.0,,,,,
183,11/20/21 05:45:20 AM,4.415,0.0,,,,,
184,11/20/21 06:45:20 AM,4.311,0.0,,,,,
185,11/20/21 07:45:20 AM,4.415,398.3,,,,,
186,11/20/21 08:45:20 AM,4.415,1550.0,,,,,
187,11/20/21 09:45:20 AM,4.623,3100.0,,,,,
188,11/20/21 10:45:20 AM,4.934,5511.1,,,,,
189,11/20/21 11:45:20 AM,5.141,9300.1,,,,,
190,11/20/21 12:45:20 PM,5.141,21355.7,,,,,
191,11/20/21 01:45:20 PM,5.347,16533.4,,,,,
192,11/20/21 02:45:20 PM,5.141,6200.0,,,,,
193,11/20/21 03:45:20 PM,4.727,538.2,,,,,
194,11/20/21 04:45:20 PM,4.831,96.9,,,,,
195,11/20/21 05:45:20 PM,4.727,0.0,,,,,
196,11/20/21 06:45:20 PM,4.727,0.0,,,,,
197,11/20/21 07:45:20 PM,4.623,0.0,,,,,
198,11/20/21 08:45:20 PM,4.519,0.0,,,,,
199,11/20/21 09:45:20 PM,4.519,0.0,,,,,
200,11/20/21 10:45:20 PM,4.415,0.0,,,,,
201,11/20/21 11:45:20 PM,4.311,0.0,,,,,
202,11/21/21 12:45:20 AM,4.311,0.0,,,,,
203,11/21/21 01:45:20 AM,4.415,0.0,,,,,
204,11/21/21 02:45:20 AM,4.311,0.0,,,,,
205,11/21/21 03:45:20 AM,4.311,0.0,,,,,
206,11/21/21 04:45:20 AM,4.311,0.0,,,,,
207,11/21/21 05:45:20 AM,4.311,0.0,,,,,
208,11/21/21 06:45:20 AM,4.311,0.0,,,,,
209,11/21/21 07:45:20 AM,4.311,409.0,,,,,
210,11/21/21 08:45:20 AM,4.519,1463.9,,,,,
211,11/21/21 09:45:20 AM,4.831,3788.9,,,,,
212,11/21/21 10:45:20 AM,5.244,6200.0,,,,,
213,11/21/21 11:45:20 AM,5.141,9300.1,,,,,
214,11/21/21 12:45:20 PM,5.244,9300.1,,,,,
215,11/21/21 01:45:20 PM,5.141,12400.1,,,,,
216,11/21/21 02:45:20 PM,4.934,5166.7,,,,,
217,11/21/21 03:45:20 PM,4.519,688.9,,,,,
218,11/21/21 04:45:20 PM,4.519,129.2,,,,,
219,11/21/21 05:45:20 PM,4.519,0.0,,,,,
220,11/21/21 06:45:20 PM,4.415,0.0,,,,,
221,11/21/21 07:45:20 PM,4.415,0.0,,,,,
222,11/21/21 08:45:20 PM,4.415,0.0,,,,,
223,11/21/21 09:45:20 PM,4.415,0.0,,,,,
224,11/21/21 10:45:20 PM,4.415,0.0,,,,,
225,11/21/21 11:45:20 PM,4.311,0.0,,,,,
226,11/22/21 12:45:20 AM,4.311,0.0,,,,,
227,11/22/21 01:45:20 AM,4.311,0.0,,,,,
228,11/22/21 02:45:20 AM,4.311,0.0,,,,,
229,11/22/21 03:45:20 AM,4.311,0.0,,,,,
230,11/22/21 04:45:20 AM,4.207,0.0,,,,,
231,11/22/21 05:45:20 AM,4.207,0.0,,,,,
232,11/22/21 06:45:20 AM,4.207,0.0,,,,,
233,11/22/21 07:45:20 AM,4.311,376.7,,,,,
234,11/22/21 08:45:20 AM,4.415,1334.7,,,,,
235,11/22/21 09:45:20 AM,4.727,3100.0,,,,,
236,11/22/21 10:45:20 AM,5.141,6200.0,,,,,
237,11/22/21 11:45:20 AM,5.244,10677.8,,,,,
238,11/22/21 12:45:20 PM,5.347,11022.3,,,,,
239,11/22/21 01:45:20 PM,5.244,12400.1,,,,,
240,11/22/21 02:45:20 PM,5.141,5511.1,,,,,
241,11/22/21 03:45:20 PM,4.623,527.4,,,,,
242,11/22/21 04:45:20 PM,4.519,96.9,,,,,
243,11/22/21 05:45:20 PM,4.519,0.0,,,,,
244,11/22/21 06:45:20 PM,4.519,0.0,,,,,
245,11/22/21 07:45:20 PM,4.519,0.0,,,,,
246,11/22/21 08:45:20 PM,4.415,0.0,,,,,
247,11/22/21 09:45:20 PM,4.415,0.0,,,,,
248,11/22/21 10:45:20 PM,4.311,0.0,,,,,
249,11/22/21 11:45:20 PM,4.311,0.0,,,,,
250,11/23/21 12:45:20 AM,4.207,0.0,,,,,
251,11/23/21 01:45:20 AM,4.207,0.0,,,,,
252,11/23/21 02:45:20 AM,4.102,0.0,,,,,
253,11/23/21 03:45:20 AM,4.102,0.0,,,,,
254,11/23/21 04:45:20 AM,4.207,0.0,,,,,
255,11/23/21 05:45:20 AM,4.207,0.0,,,,,
256,11/23/21 06:45:20 AM,4.207,0.0,,,,,
257,11/23/21 07:45:20 AM,4.207,409.0,,,,,
258,11/23/21 08:45:20 AM,4.519,3961.1,,,,,
259,11/23/21 09:45:20 AM,4.623,2325.0,,,,,
260,11/23/21 10:45:20 AM,4.831,15844.5,,,,,
261,11/23/21 11:45:20 AM,5.037,8266.7,,,,,
262,11/23/21 12:45:20 PM,5.141,11711.2,,,,,
263,11/23/21 01:45:20 PM,5.141,6200.0,,,,,
264,11/23/21 02:45:20 PM,5.037,6200.0,,,,,
265,11/23/21 03:45:20 PM,4.623,904.2,,,,,
266,11/23/21 04:45:20 PM,4.623,96.9,,,,,
267,11/23/21 05:45:20 PM,4.519,0.0,,,,,
268,11/23/21 06:45:20 PM,4.415,0.0,,,,,
269,11/23/21 07:45:20 PM,4.415,0.0,,,,,
270,11/23/21 08:45:20 PM,4.311,0.0,,,,,
271,11/23/21 09:45:20 PM,4.311,0.0,,,,,
272,11/23/21 10:45:20 PM,4.207,0.0,,,,,
273,11/23/21 11:45:20 PM,4.207,0.0,,,,,
274,11/24/21 12:45:20 AM,4.102,0.0,,,,,
275,11/24/21 01:45:20 AM,4.207,0.0,,,,,
276,11/24/21 02:45:20 AM,4.207,0.0,,,,,
277,11/24/21 03:45:20 AM,4.207,0.0,,,,,
278,11/24/21 04:45:20 AM,4.207,0.0,,,,,
279,11/24/21 05:45:20 AM,4.207,0.0,,,,,
280,11/24/21 06:45:20 AM,4.207,0.0,,,,,
281,11/24/21 07:45:20 AM,4.311,387.5,,,,,
282,11/24/21 08:45:20 AM,4.415,1550.0,,,,,
283,11/24/21 09:45:20 AM,4.623,2497.2,,,,,
284,11/24/21 10:45:20 AM,4.934,5511.1,,,,,
285,11/24/21 11:45:20 AM,5.347,16533.4,,,,,
286,11/24/21 12:45:20 PM,5.450,7577.8,,,,,
287,11/24/21 01:45:20 PM,5.037,5511.1,,,,,
288,11/24/21 02:45:20 PM,4.934,6544.5,,,,,
289,11/24/21 03:45:20 PM,4.519,1011.8,,,,,
290,11/24/21 04:45:20 PM,4.415,86.1,,,,,
291,11/24/21 05:45:20 PM,4.415,0.0,,,,,
292,11/24/21 06:45:20 PM,4.415,0.0,,,,,
293,11/24/21 07:45:20 PM,4.415,0.0,,,,,
294,11/24/21 08:45:20 PM,4.415,0.0,,,,,
295,11/24/21 09:45:20 PM,4.415,0.0,,,,,
296,11/24/21 10:45:20 PM,4.415,0.0,,,,,
297,11/24/21 11:45:20 PM,4.415,0.0,,,,,
298,11/25/21 12:45:20 AM,4.415,0.0,,,,,
299,11/25/21 01:45:20 AM,4.415,0.0,,,,,
300,11/25/21 02:45:20 AM,4.415,0.0,,,,,
301,11/25/21 03:45:20 AM,4.415,0.0,,,,,
302,11/25/21 04:45:20 AM,4.415,0.0,,,,,
303,11/25/21 05:45:20 AM,4.415,0.0,,,,,
304,11/25/21 06:45:20 AM,4.415,0.0,,,,,
305,11/25/21 07:45:20 AM,4.519,559.7,,,,,
306,11/25/21 08:45:20 AM,4.727,1980.6,,,,,
307,11/25/21 09:45:20 AM,4.934,3100.0,,,,,
308,11/25/21 10:45:20 AM,5.244,7577.8,,,,,
309,11/25/21 11:45:20 AM,5.552,12400.1,,,,,
310,11/25/21 12:45:20 PM,5.552,11022.3,,,,,
311,11/25/21 01:45:20 PM,5.347,9300.1,,,,,
312,11/25/21 02:45:20 PM,5.244,6200.0,,,,,
313,11/25/21 03:45:20 PM,4.831,1377.8,,,,,
314,11/25/21 04:45:20 PM,4.727,43.1,,,,,
315,11/25/21 05:45:20 PM,4.623,0.0,,,,,
316,11/25/21 06:45:20 PM,4.623,0.0,,,,,
317,11/25/21 07:45:20 PM,4.623,0.0,,,,,
318,11/25/21 08:45:20 PM,4.519,0.0,,,,,
319,11/25/21 09:45:20 PM,4.519,0.0,,,,,
320,11/25/21 10:45:20 PM,4.519,0.0,,,,,
321,11/25/21 11:45:20 PM,4.519,0.0,,,,,
322,11/26/21 12:45:20 AM,4.415,0.0,,,,,
323,11/26/21 01:45:20 AM,4.415,0.0,,,,,
324,11/26/21 02:45:20 AM,4.415,0.0,,,,,
325,11/26/21 03:45:20 AM,4.415,0.0,,,,,
326,11/26/21 04:45:20 AM,4.415,0.0,,,,,
327,11/26/21 05:45:20 AM,4.415,0.0,,,,,
328,11/26/21 06:45:20 AM,4.415,0.0,,,,,
329,11/26/21 07:45:20 AM,4.519,473.6,,,,,
330,11/26/21 08:45:20 AM,4.727,1980.6,,,,,
331,11/26/21 09:45:20 AM,4.934,3100.0,,,,,
332,11/26/21 10:45:20 AM,5.347,9300.1,,,,,
333,11/26/21 11:45:20 AM,5.347,14466.8,,,,,
334,11/26/21 12:45:20 PM,5.244,13777.9,,,,,
335,11/26/21 01:45:20 PM,5.141,7577.8,,,,,
336,11/26/21 02:45:20 PM,5.037,3444.5,,,,,
337,11/26/21 03:45:20 PM,4.831,1054.9,,,,,
338,11/26/21 04:45:20 PM,4.727,43.1,,,,,
339,11/26/21 05:45:20 PM,4.623,0.0,,,,,
340,11/26/21 06:45:20 PM,4.727,0.0,,,,,
341,11/26/21 07:45:20 PM,4.831,0.0,,,,,
342,11/26/21 08:45:20 PM,4.831,0.0,,,,,
343,11/26/21 09:45:20 PM,4.831,0.0,,,,,
344,11/26/21 10:45:20 PM,4.831,0.0,,,,,
345,11/26/21 11:45:20 PM,4.831,0.0,,,,,
346,11/27/21 12:45:20 AM,4.727,0.0,,,,,
347,11/27/21 01:45:20 AM,4.727,0.0,,,,,
348,11/27/21 02:45:20 AM,4.727,0.0,,,,,
349,11/27/21 03:45:20 AM,4.727,0.0,,,,,
350,11/27/21 04:45:20 AM,4.727,0.0,,,,,
351,11/27/21 05:45:20 AM,4.727,0.0,,,,,
352,11/27/21 06:45:20 AM,4.727,0.0,,,,,
353,11/27/21 07:45:20 AM,4.727,312.2,,,,,
354,11/27/21 08:45:20 AM,4.831,1550.0,,,,,
355,11/27/21 09:45:20 AM,5.141,3100.0,,,,,
356,11/27/21 10:45:20 AM,5.450,8266.7,,,,,
357,11/27/21 11:45:20 AM,5.552,9300.1,,,,,
358,11/27/21 12:45:20 PM,5.757,19289.0,,,,,
359,11/27/21 01:45:20 PM,5.655,3616.7,,,,,
360,11/27/21 02:45:20 PM,5.552,6544.5,,,,,
361,11/27/21 03:45:20 PM,5.037,549.0,,,,,
362,11/27/21 04:45:20 PM,4.934,86.1,,,,,
363,11/27/21 05:45:20 PM,5.141,0.0,,,,,
364,11/27/21 06:45:20 PM,5.141,0.0,,,,,
365,11/27/21 07:45:20 PM,5.037,0.0,,,,,
366,11/27/21 08:45:20 PM,5.141,0.0,,,,,
367,11/27/21 09:45:20 PM,5.347,0.0,,,,,
368,11/27/21 10:45:20 PM,5.347,0.0,,,,,
369,11/27/21 11:45:20 PM,5.244,0.0,,,,,
370,11/28/21 12:45:20 AM,5.244,0.0,,,,,
371,11/28/21 01:45:20 AM,5.244,0.0,,,,,
372,11/28/21 02:45:20 AM,5.141,0.0,,,,,
373,11/28/21 03:45:20 AM,5.141,0.0,,,,,
374,11/28/21 04:45:20 AM,5.141,0.0,,,,,
375,11/28/21 05:45:20 AM,5.141,0.0,,,,,
376,11/28/21 06:45:20 AM,5.037,0.0,,,,,
377,11/28/21 07:45:20 AM,5.037,452.1,,,,,
378,11/28/21 08:45:20 AM,5.244,1377.8,,,,,
379,11/28/21 09:45:20 AM,5.552,4133.4,,,,,
380,11/28/21 10:45:20 AM,5.655,3961.1,,,,,
381,11/28/21 11:45:20 AM,5.962,20666.8,,,,,
382,11/28/21 12:45:20 PM,6.064,12400.1,,,,,
383,11/28/21 01:45:20 PM,6.064,14466.8,,,,,
384,11/28/21 02:45:20 PM,6.166,8266.7,,,,,
385,11/28/21 03:45:20 PM,5.860,559.7,,,,,
386,11/28/21 04:45:20 PM,5.962,86.1,,,,,
387,11/28/21 05:45:20 PM,5.655,0.0,,,,,
388,11/28/21 06:45:20 PM,5.552,0.0,,,,,
389,11/28/21 07:45:20 PM,5.655,0.0,,,,,
390,11/28/21 08:45:20 PM,5.655,0.0,,,,,
391,11/28/21 09:45:20 PM,5.552,0.0,,,,,
392,11/28/21 10:45:20 PM,5.552,0.0,,,,,
393,11/28/21 11:45:20 PM,5.450,0.0,,,,,
394,11/29/21 12:45:20 AM,5.450,0.0,,,,,
395,11/29/21 01:45:20 AM,5.450,0.0,,,,,
396,11/29/21 02:45:20 AM,5.347,0.0,,,,,
397,11/29/21 03:45:20 AM,5.347,0.0,,,,,
398,11/29/21 04:45:20 AM,5.347,0.0,,,,,
399,11/29/21 05:45:20 AM,5.244,0.0,,,,,
400,11/29/21 06:45:20 AM,5.244,0.0,,,,,
401,11/29/21 07:45:20 AM,5.141,344.4,,,,,
402,11/29/21 08:45:20 AM,5.347,1463.9,,,,,
403,11/29/21 09:45:20 AM,5.552,2755.6,,,,,
404,11/29/21 10:45:20 AM,5.757,7577.8,,,,,
405,11/29/21 11:45:20 AM,5.962,11711.2,,,,,
406,11/29/21 12:45:20 PM,6.064,12400.1,,,,,
407,11/29/21 01:45:20 PM,6.064,7577.8,,,,,
408,11/29/21 02:45:20 PM,5.757,7233.4,,,,,
409,11/29/21 03:45:20 PM,5.347,559.7,,,,,
410,11/29/21 04:45:20 PM,5.347,53.8,,,,,
411,11/29/21 05:45:20 PM,5.450,0.0,,,,,
412,11/29/21 06:45:20 PM,5.552,0.0,,,,,
413,11/29/21 07:45:20 PM,5.450,0.0,,,,,
414,11/29/21 08:45:20 PM,5.347,0.0,,,,,
415,11/29/21 09:45:20 PM,5.347,0.0,,,,,
416,11/29/21 10:45:20 PM,5.347,0.0,,,,,
417,11/29/21 11:45:20 PM,5.244,0.0,,,,,
418,11/30/21 12:45:20 AM,5.244,0.0,,,,,
419,11/30/21 01:45:20 AM,5.244,0.0,,,,,
420,11/30/21 02:45:20 AM,5.244,0.0,,,,,
421,11/30/21 03:45:20 AM,5.141,0.0,,,,,
422,11/30/21 04:45:20 AM,5.141,0.0,,,,,
423,11/30/21 05:45:20 AM,5.037,0.0,,,,,
424,11/30/21 06:45:20 AM,5.037,0.0,,,,,
425,11/30/21 07:45:20 AM,5.037,538.2,,,,,
426,11/30/21 08:45:20 AM,5.141,2325.0,,,,,
427,11/30/21 09:45:20 AM,5.552,2411.1,,,,,
428,11/30/21 10:45:20 AM,5.655,7233.4,,,,,
429,11/30/21 11:45:20 AM,5.962,12400.1,,,,,
430,11/30/21 12:45:20 PM,5.962,13089.0,,,,,
431,11/30/21 01:45:20 PM,5.962,10677.8,,,,,
432,11/30/21 02:45:20 PM,5.962,6200.0,,,,,
433,11/30/21 03:45:20 PM,5.347,527.4,,,,,
434,11/30/21 04:45:20 PM,5.450,75.3,,,,,
435,11/30/21 05:45:20 PM,5.450,0.0,,,,,
436,11/30/21 06:45:20 PM,5.347,0.0,,,,,
437,11/30/21 07:45:20 PM,5.450,0.0,,,,,
438,11/30/21 08:45:20 PM,5.347,0.0,,,,,
439,11/30/21 09:45:20 PM,5.347,0.0,,,,,
440,11/30/21 10:45:20 PM,5.244,0.0,,,,,
441,11/30/21 11:45:20 PM,5.244,0.0,,,,,
442,12/01/21 12:45:20 AM,5.244,0.0,,,,,
443,12/01/21 01:45:20 AM,5.244,0.0,,,,,
444,12/01/21 02:45:20 AM,5.244,0.0,,,,,
445,12/01/21 03:45:20 AM,5.244,0.0,,,,,
446,12/01/21 04:45:20 AM,5.244,0.0,,,,,
447,12/01/21 05:45:20 AM,5.141,0.0,,,,,
448,12/01/21 06:45:20 AM,5.141,0.0,,,,,
449,12/01/21 07:45:20 AM,5.141,495.1,,,,,
450,12/01/21 08:45:20 AM,5.347,1550.0,,,,,
451,12/01/21 09:45:20 AM,5.655,3272.2,,,,,
452,12/01/21 10:45:20 AM,5.962,7577.8,,,,,
453,12/01/21 11:45:20 AM,6.064,13089.0,,,,,
454,12/01/21 12:45:20 PM,6.166,15155.7,,,,,
455,12/01/21 01:45:20 PM,6.166,10333.4,,,,,
