Plot Title: cedar_light_pendant,,,,
#,"Date Time, GMT-07:00","Temp, °C (LGR S/N: 20733886, SEN S/N: 20733886)","Intensity, Lux (LGR S/N: 20733886, SEN S/N: 20733886)",End Of File (LGR S/N: 20733886)
620,8/12/2020 13:00,24.641,16533.4,
621,8/12/2020 14:00,25.319,28933.5,
622,8/12/2020 15:00,25.708,31689.1,
623,8/12/2020 16:00,25.61,41333.6,
624,8/12/2020 17:00,25.222,15844.5,
625,8/12/2020 18:00,24.931,11711.2,
626,8/12/2020 19:00,24.158,1980.6,
627,8/12/2020 20:00,23.966,409,
628,8/12/2020 21:00,23.773,0,
629,8/12/2020 22:00,23.581,0,
630,8/12/2020 23:00,23.484,0,
631,8/13/2020 0:00,23.388,0,
632,8/13/2020 1:00,23.196,0,
633,8/13/2020 2:00,23.1,0,
634,8/13/2020 3:00,22.908,0,
635,8/13/2020 4:00,22.717,0,
636,8/13/2020 5:00,22.621,0,
637,8/13/2020 6:00,22.429,0,
638,8/13/2020 7:00,22.333,904.2,
639,8/13/2020 8:00,22.525,6200,
640,8/13/2020 9:00,23.004,13777.9,
641,8/13/2020 10:00,23.484,22044.6,
642,8/13/2020 11:00,24.062,30311.3,
643,8/13/2020 12:00,24.545,42711.4,
644,8/13/2020 13:00,25.028,38578,
645,8/13/2020 14:00,25.319,60622.6,
646,8/13/2020 15:00,25.125,159823.3,
647,8/13/2020 16:00,25.61,38578,
648,8/13/2020 17:00,25.902,5166.7,
649,8/13/2020 18:00,24.835,17911.2,
650,8/13/2020 19:00,23.966,1377.8,
651,8/13/2020 20:00,23.869,366,
652,8/13/2020 21:00,23.869,0,
653,8/13/2020 22:00,23.773,0,
654,8/13/2020 23:00,23.581,0,
655,8/14/2020 0:00,23.388,0,
656,8/14/2020 1:00,23.196,0,
657,8/14/2020 2:00,23.004,0,
658,8/14/2020 3:00,22.812,0,
659,8/14/2020 4:00,22.717,0,
660,8/14/2020 5:00,22.525,0,
661,8/14/2020 6:00,22.333,0,
662,8/14/2020 7:00,22.333,828.8,
663,8/14/2020 8:00,22.525,6544.5,
664,8/14/2020 9:00,23.1,15155.7,
665,8/14/2020 10:00,23.292,26178,
666,8/14/2020 11:00,23.966,23422.4,
667,8/14/2020 12:00,24.545,26178,
668,8/14/2020 13:00,25.028,34444.7,
669,8/14/2020 14:00,25.319,38578,
670,8/14/2020 15:00,24.931,28933.5,
671,8/14/2020 16:00,24.448,16533.4,
672,8/14/2020 17:00,25.125,23422.4,
673,8/14/2020 18:00,24.255,7577.8,
674,8/14/2020 19:00,23.869,1259.4,
675,8/14/2020 20:00,23.677,290.6,
676,8/14/2020 21:00,23.677,0,
677,8/14/2020 22:00,23.677,0,
678,8/14/2020 23:00,23.581,0,
679,8/15/2020 0:00,23.484,0,
680,8/15/2020 1:00,23.292,0,
681,8/15/2020 2:00,23.196,0,
682,8/15/2020 3:00,23.004,0,
683,8/15/2020 4:00,22.908,0,
684,8/15/2020 5:00,22.717,0,
685,8/15/2020 6:00,22.621,0,
686,8/15/2020 7:00,22.525,850.4,
687,8/15/2020 8:00,22.812,6544.5,
688,8/15/2020 9:00,23.292,15844.5,
689,8/15/2020 10:00,23.773,22044.6,
690,8/15/2020 11:00,24.351,27555.7,
691,8/15/2020 12:00,24.931,37200.2,
692,8/15/2020 13:00,25.319,44089.2,
693,8/15/2020 14:00,25.61,42711.4,
694,8/15/2020 15:00,25.513,12400.1,
695,8/15/2020 16:00,25.708,12400.1,
696,8/15/2020 17:00,25.61,19977.9,
697,8/15/2020 18:00,25.125,8611.2,
698,8/15/2020 19:00,24.255,710.4,
699,8/15/2020 20:00,24.158,322.9,
700,8/15/2020 21:00,24.158,0,
701,8/15/2020 22:00,24.255,0,
702,8/15/2020 23:00,24.158,0,
703,8/16/2020 0:00,23.966,0,
704,8/16/2020 1:00,23.773,0,
705,8/16/2020 2:00,23.581,0,
706,8/16/2020 3:00,23.484,0,
707,8/16/2020 4:00,23.388,0,
708,8/16/2020 5:00,23.196,0,
709,8/16/2020 6:00,23.1,0,
710,8/16/2020 7:00,23.004,947.2,
711,8/16/2020 8:00,23.004,2927.8,
712,8/16/2020 9:00,23.581,7577.8,
713,8/16/2020 10:00,23.292,7233.4,
714,8/16/2020 11:00,22.812,1550,
715,8/16/2020 12:00,23.292,14466.8,
716,8/16/2020 13:00,23.773,17911.2,
717,8/16/2020 14:00,24.158,26178,
718,8/16/2020 15:00,25.416,42711.4,
719,8/16/2020 16:00,24.931,19289,
720,8/16/2020 17:00,24.931,17911.2,
721,8/16/2020 18:00,24.448,7233.4,
722,8/16/2020 19:00,23.484,882.6,
723,8/16/2020 20:00,23.484,236.8,
724,8/16/2020 21:00,23.292,0,
725,8/16/2020 22:00,23.196,0,
726,8/16/2020 23:00,23.1,0,
727,8/17/2020 0:00,23.004,0,
728,8/17/2020 1:00,22.908,0,
729,8/17/2020 2:00,22.812,0,
730,8/17/2020 3:00,22.621,0,
731,8/17/2020 4:00,22.525,0,
732,8/17/2020 5:00,22.429,0,
733,8/17/2020 6:00,22.238,0,
734,8/17/2020 7:00,22.238,904.2,
735,8/17/2020 8:00,22.621,5166.7,
736,8/17/2020 9:00,22.525,3961.1,
737,8/17/2020 10:00,22.621,6544.5,
738,8/17/2020 11:00,23.004,14466.8,
739,8/17/2020 12:00,23.484,22044.6,
740,8/17/2020 13:00,23.484,19977.9,
741,8/17/2020 14:00,23.004,8611.2,
742,8/17/2020 15:00,22.429,1550,
743,8/17/2020 16:00,22.812,6544.5,
744,8/17/2020 17:00,23.388,10333.4,
745,8/17/2020 18:00,22.812,3100,
746,8/17/2020 19:00,22.717,4133.4,
747,8/17/2020 20:00,22.333,538.2,
748,8/17/2020 21:00,22.238,0,
749,8/17/2020 22:00,22.142,0,
750,8/17/2020 23:00,22.046,0,
751,8/18/2020 0:00,21.951,0,
752,8/18/2020 1:00,21.951,0,
753,8/18/2020 2:00,21.855,0,
754,8/18/2020 3:00,21.76,0,
755,8/18/2020 4:00,21.569,0,
756,8/18/2020 5:00,21.473,0,
757,8/18/2020 6:00,21.378,0,
758,8/18/2020 7:00,21.378,1141,
759,8/18/2020 8:00,21.569,3100,
760,8/18/2020 9:00,22.238,10333.4,
761,8/18/2020 10:00,22.621,20666.8,
762,8/18/2020 11:00,23.196,30311.3,
763,8/18/2020 12:00,23.869,26178,
764,8/18/2020 13:00,23.004,12400.1,
765,8/18/2020 14:00,24.545,12400.1,
766,8/18/2020 15:00,24.641,26178,
767,8/18/2020 16:00,24.255,19289,
768,8/18/2020 17:00,23.773,7577.8,
769,8/18/2020 18:00,23.581,5166.7,
770,8/18/2020 19:00,23.004,1313.2,
771,8/18/2020 20:00,22.908,247.6,
772,8/18/2020 21:00,22.908,0,
773,8/18/2020 22:00,22.812,0,
774,8/18/2020 23:00,22.908,0,
775,8/19/2020 0:00,22.812,0,
776,8/19/2020 1:00,22.717,0,
777,8/19/2020 2:00,22.525,0,
778,8/19/2020 3:00,22.429,0,
779,8/19/2020 4:00,22.238,0,
780,8/19/2020 5:00,22.142,0,
781,8/19/2020 6:00,22.046,0,
782,8/19/2020 7:00,21.951,452.1,
783,8/19/2020 8:00,21.951,2497.2,
784,8/19/2020 9:00,22.238,8611.2,
785,8/19/2020 10:00,22.429,14466.8,
786,8/19/2020 11:00,23.388,10333.4,
787,8/19/2020 12:00,23.388,39955.8,
788,8/19/2020 13:00,24.351,28933.5,
789,8/19/2020 14:00,24.931,42711.4,
790,8/19/2020 15:00,24.835,34444.7,
791,8/19/2020 16:00,24.835,23422.4,
792,8/19/2020 17:00,24.545,19977.9,
793,8/19/2020 18:00,24.158,6544.5,
794,8/19/2020 19:00,23.196,958,
795,8/19/2020 20:00,23.004,172.2,
796,8/19/2020 21:00,22.717,0,
797,8/19/2020 22:00,22.525,0,
798,8/19/2020 23:00,22.429,0,
799,8/20/2020 0:00,22.333,0,
800,8/20/2020 1:00,22.142,0,
801,8/20/2020 2:00,22.046,0,
802,8/20/2020 3:00,21.855,0,
803,8/20/2020 4:00,21.664,0,
804,8/20/2020 5:00,21.473,0,
805,8/20/2020 6:00,21.378,0,
806,8/20/2020 7:00,21.282,925.7,
807,8/20/2020 8:00,21.282,2497.2,
808,8/20/2020 9:00,21.664,10677.8,
809,8/20/2020 10:00,22.046,16533.4,
810,8/20/2020 11:00,22.717,28933.5,
811,8/20/2020 12:00,23.292,44089.2,
812,8/20/2020 13:00,23.966,38578,
813,8/20/2020 14:00,24.255,24800.2,
814,8/20/2020 15:00,24.158,35822.5,
815,8/20/2020 16:00,24.062,27555.7,
816,8/20/2020 17:00,24.062,11711.2,
817,8/20/2020 18:00,23.484,5511.1,
818,8/20/2020 19:00,22.812,1463.9,
819,8/20/2020 20:00,22.717,161.5,
820,8/20/2020 21:00,22.525,0,
821,8/20/2020 22:00,22.333,0,
822,8/20/2020 23:00,22.238,0,
823,8/21/2020 0:00,22.142,0,
824,8/21/2020 1:00,21.951,0,
825,8/21/2020 2:00,21.855,0,
826,8/21/2020 3:00,21.664,0,
827,8/21/2020 4:00,21.569,0,
828,8/21/2020 5:00,21.378,0,
829,8/21/2020 6:00,21.282,0,
830,8/21/2020 7:00,21.187,753.5,
831,8/21/2020 8:00,21.282,3788.9,
832,8/21/2020 9:00,21.855,24800.2,
833,8/21/2020 10:00,22.238,16533.4,
834,8/21/2020 11:00,22.812,9300.1,
835,8/21/2020 12:00,23.388,35822.5,
836,8/21/2020 13:00,23.966,38578,
837,8/21/2020 14:00,24.351,77156.1,
838,8/21/2020 15:00,24.448,39955.8,
839,8/21/2020 16:00,24.448,44089.2,
840,8/21/2020 17:00,24.158,23422.4,
841,8/21/2020 18:00,23.677,11022.3,
842,8/21/2020 19:00,22.812,1108.7,
843,8/21/2020 20:00,22.812,172.2,
844,8/21/2020 21:00,22.812,0,
845,8/21/2020 22:00,22.621,0,
846,8/21/2020 23:00,22.429,0,
847,8/22/2020 0:00,22.333,0,
848,8/22/2020 1:00,22.142,0,
849,8/22/2020 2:00,22.046,0,
850,8/22/2020 3:00,21.951,0,
851,8/22/2020 4:00,21.76,0,
852,8/22/2020 5:00,21.664,0,
853,8/22/2020 6:00,21.473,0,
854,8/22/2020 7:00,21.378,1205.6,
855,8/22/2020 8:00,21.473,4305.6,
856,8/22/2020 9:00,21.951,10677.8,
857,8/22/2020 10:00,22.238,13089,
858,8/22/2020 11:00,22.717,24800.2,
859,8/22/2020 12:00,23.388,35822.5,
860,8/22/2020 13:00,23.677,41333.6,
861,8/22/2020 14:00,23.677,22044.6,
862,8/22/2020 15:00,23.869,37200.2,
863,8/22/2020 16:00,23.869,22044.6,
864,8/22/2020 17:00,23.581,13777.9,
865,8/22/2020 18:00,23.196,9300.1,
866,8/22/2020 19:00,22.812,2497.2,
867,8/22/2020 20:00,22.429,129.2,
868,8/22/2020 21:00,22.525,0,
869,8/22/2020 22:00,22.525,0,
870,8/22/2020 23:00,22.525,0,
871,8/23/2020 0:00,22.333,0,
872,8/23/2020 1:00,22.142,0,
873,8/23/2020 2:00,22.046,0,
874,8/23/2020 3:00,21.855,0,
875,8/23/2020 4:00,21.76,0,
876,8/23/2020 5:00,21.664,0,
877,8/23/2020 6:00,21.473,0,
878,8/23/2020 7:00,21.378,871.9,
879,8/23/2020 8:00,21.473,4305.6,
880,8/23/2020 9:00,21.855,9644.5,
881,8/23/2020 10:00,22.238,13777.9,
882,8/23/2020 11:00,22.621,26178,
883,8/23/2020 12:00,23.1,34444.7,
884,8/23/2020 13:00,23.196,27555.7,
885,8/23/2020 14:00,23.196,26178,
886,8/23/2020 15:00,23.388,28933.5,
887,8/23/2020 16:00,23.869,22044.6,
888,8/23/2020 17:00,23.292,14466.8,
889,8/23/2020 18:00,22.812,6544.5,
890,8/23/2020 19:00,22.621,1980.6,
891,8/23/2020 20:00,22.333,118.4,
892,8/23/2020 21:00,22.429,0,
893,8/23/2020 22:00,22.333,0,
894,8/23/2020 23:00,22.142,0,
895,8/24/2020 0:00,22.046,0,
896,8/24/2020 1:00,21.855,0,
897,8/24/2020 2:00,21.76,0,
898,8/24/2020 3:00,21.664,0,
899,8/24/2020 4:00,21.569,0,
900,8/24/2020 5:00,21.378,0,
901,8/24/2020 6:00,21.282,0,
902,8/24/2020 7:00,21.187,419.8,
903,8/24/2020 8:00,21.282,3444.5,
904,8/24/2020 9:00,21.378,3616.7,
905,8/24/2020 10:00,21.473,5166.7,
906,8/24/2020 11:00,21.569,10333.4,
907,8/24/2020 12:00,22.046,10677.8,
908,8/24/2020 13:00,22.429,13777.9,
909,8/24/2020 14:00,22.429,13777.9,
910,8/24/2020 15:00,22.621,12400.1,
911,8/24/2020 16:00,23.1,26178,
912,8/24/2020 17:00,22.621,11022.3,
913,8/24/2020 18:00,22.142,6200,
914,8/24/2020 19:00,21.855,1108.7,
915,8/24/2020 20:00,21.76,21.5,
916,8/24/2020 21:00,21.664,0,
917,8/24/2020 22:00,21.569,0,
918,8/24/2020 23:00,21.473,0,
919,8/25/2020 0:00,21.378,0,
920,8/25/2020 1:00,21.378,0,
921,8/25/2020 2:00,21.282,0,
922,8/25/2020 3:00,21.187,0,
923,8/25/2020 4:00,21.091,0,
924,8/25/2020 5:00,20.996,0,
925,8/25/2020 6:00,20.805,0,
926,8/25/2020 7:00,20.71,775,
927,8/25/2020 8:00,20.805,3444.5,
928,8/25/2020 9:00,21.091,9644.5,
929,8/25/2020 10:00,21.473,12400.1,
930,8/25/2020 11:00,21.855,18600.1,
931,8/25/2020 12:00,22.333,24800.2,
932,8/25/2020 13:00,22.717,27555.7,
933,8/25/2020 14:00,23.1,41333.6,
934,8/25/2020 15:00,23.1,16533.4,
935,8/25/2020 16:00,23.1,18600.1,
936,8/25/2020 17:00,22.812,11711.2,
937,8/25/2020 18:00,22.429,7577.8,
938,8/25/2020 19:00,21.951,1722.2,
939,8/25/2020 20:00,21.76,64.6,
940,8/25/2020 21:00,21.76,0,
941,8/25/2020 22:00,21.76,0,
942,8/25/2020 23:00,21.855,0,
943,8/26/2020 0:00,21.664,0,
944,8/26/2020 1:00,21.569,0,
945,8/26/2020 2:00,21.378,0,
946,8/26/2020 3:00,21.282,0,
947,8/26/2020 4:00,21.187,0,
948,8/26/2020 5:00,20.996,0,
949,8/26/2020 6:00,20.901,0,
950,8/26/2020 7:00,20.805,710.4,
951,8/26/2020 8:00,20.901,3444.5,
952,8/26/2020 9:00,21.187,7577.8,
953,8/26/2020 10:00,21.473,11022.3,
954,8/26/2020 11:00,21.76,14466.8,
955,8/26/2020 12:00,22.238,16533.4,
956,8/26/2020 13:00,22.429,16533.4,
957,8/26/2020 14:00,22.525,18600.1,
958,8/26/2020 15:00,22.525,20666.8,
959,8/26/2020 16:00,22.621,18600.1,
960,8/26/2020 17:00,22.333,10677.8,
961,8/26/2020 18:00,22.046,5511.1,
962,8/26/2020 19:00,21.855,2238.9,
963,8/26/2020 20:00,21.569,43.1,
964,8/26/2020 21:00,21.569,0,
965,8/26/2020 22:00,21.569,0,
966,8/26/2020 23:00,21.664,0,
967,8/27/2020 0:00,21.473,0,
968,8/27/2020 1:00,21.378,0,
969,8/27/2020 2:00,21.187,0,
970,8/27/2020 3:00,21.091,0,
971,8/27/2020 4:00,20.996,0,
972,8/27/2020 5:00,20.901,0,
973,8/27/2020 6:00,20.805,0,
974,8/27/2020 7:00,20.71,785.8,
975,8/27/2020 8:00,20.805,4305.6,
976,8/27/2020 9:00,21.187,10333.4,
977,8/27/2020 10:00,21.569,15844.5,
978,8/27/2020 11:00,21.951,17222.3,
979,8/27/2020 12:00,22.525,20666.8,
980,8/27/2020 13:00,23.004,22044.6,
981,8/27/2020 14:00,23.388,39955.8,
982,8/27/2020 15:00,22.142,7577.8,
983,8/27/2020 16:00,22.238,6200,
984,8/27/2020 17:00,21.951,4477.8,
985,8/27/2020 18:00,22.238,8611.2,
986,8/27/2020 19:00,21.76,1894.5,
987,8/27/2020 20:00,21.569,43.1,
988,8/27/2020 21:00,21.664,0,
989,8/27/2020 22:00,21.569,0,
990,8/27/2020 23:00,21.378,0,
991,8/28/2020 0:00,21.282,0,
992,8/28/2020 1:00,21.091,0,
993,8/28/2020 2:00,20.996,0,
994,8/28/2020 3:00,20.901,0,
995,8/28/2020 4:00,20.71,0,
996,8/28/2020 5:00,20.615,0,
997,8/28/2020 6:00,20.519,0,
998,8/28/2020 7:00,20.329,861.1,
999,8/28/2020 8:00,20.519,4133.4,
1000,8/28/2020 9:00,20.996,8611.2,
1001,8/28/2020 10:00,21.282,10333.4,
1002,8/28/2020 11:00,21.76,20666.8,
1003,8/28/2020 12:00,22.429,31689.1,
1004,8/28/2020 13:00,22.908,49600.3,
1005,8/28/2020 14:00,23.292,19977.9,
1006,8/28/2020 15:00,23.388,37200.2,
1007,8/28/2020 16:00,22.429,7233.4,
1008,8/28/2020 17:00,22.812,17222.3,
1009,8/28/2020 18:00,21.855,2669.5,
1010,8/28/2020 19:00,21.76,1722.2,
1011,8/28/2020 20:00,21.664,32.3,
1012,8/28/2020 21:00,21.569,0,
1013,8/28/2020 22:00,21.664,0,
1014,8/28/2020 23:00,21.664,0,
1015,8/29/2020 0:00,21.473,0,
1016,8/29/2020 1:00,21.282,0,
1017,8/29/2020 2:00,21.187,0,
1018,8/29/2020 3:00,20.996,0,
1019,8/29/2020 4:00,20.901,0,
1020,8/29/2020 5:00,20.71,0,
1021,8/29/2020 6:00,20.615,0,
1022,8/29/2020 7:00,20.519,990.3,
1023,8/29/2020 8:00,20.71,3961.1,
1024,8/29/2020 9:00,20.996,9300.1,
1025,8/29/2020 10:00,21.378,15155.7,
1026,8/29/2020 11:00,21.76,23422.4,
1027,8/29/2020 12:00,22.142,33066.9,
1028,8/29/2020 13:00,22.812,66133.8,
1029,8/29/2020 14:00,22.908,33066.9,
1030,8/29/2020 15:00,23.1,33066.9,
1031,8/29/2020 16:00,23.1,24800.2,
1032,8/29/2020 17:00,22.812,16533.4,
1033,8/29/2020 18:00,22.429,7233.4,
1034,8/29/2020 19:00,21.951,2066.7,
1035,8/29/2020 20:00,21.76,21.5,
1036,8/29/2020 21:00,21.664,0,
1037,8/29/2020 22:00,21.76,0,
1038,8/29/2020 23:00,21.664,0,
1039,8/30/2020 0:00,21.473,0,
1040,8/30/2020 1:00,21.378,0,
1041,8/30/2020 2:00,21.187,0,
1042,8/30/2020 3:00,20.996,0,
1043,8/30/2020 4:00,20.901,0,
1044,8/30/2020 5:00,20.805,0,
1045,8/30/2020 6:00,20.615,0,
1046,8/30/2020 7:00,20.519,688.9,
1047,8/30/2020 8:00,20.71,5338.9,
1048,8/30/2020 9:00,21.187,10333.4,
1049,8/30/2020 10:00,21.569,15155.7,
1050,8/30/2020 11:00,22.142,27555.7,
1051,8/30/2020 12:00,22.525,14466.8,
1052,8/30/2020 13:00,23.196,46844.8,
1053,8/30/2020 14:00,23.581,41333.6,
1054,8/30/2020 15:00,23.677,41333.6,
1055,8/30/2020 16:00,23.581,28933.5,
1056,8/30/2020 17:00,23.196,18600.1,
1057,8/30/2020 18:00,22.812,5511.1,
1058,8/30/2020 19:00,21.951,925.7,
1059,8/30/2020 20:00,21.951,10.8,
1060,8/30/2020 21:00,21.951,0,
1061,8/30/2020 22:00,21.76,0,
1062,8/30/2020 23:00,21.569,0,
1063,8/31/2020 0:00,21.378,0,
1064,8/31/2020 1:00,21.282,0,
1065,8/31/2020 2:00,21.091,0,
1066,8/31/2020 3:00,20.901,0,
1067,8/31/2020 4:00,20.805,0,
1068,8/31/2020 5:00,20.615,0,
1069,8/31/2020 6:00,20.519,0,
1070,8/31/2020 7:00,20.329,452.1,
1071,8/31/2020 8:00,20.424,3444.5,
1072,8/31/2020 9:00,20.996,9644.5,
1073,8/31/2020 10:00,21.378,16533.4,
1074,8/31/2020 11:00,21.951,19977.9,
1075,8/31/2020 12:00,22.429,41333.6,
1076,8/31/2020 13:00,22.908,38578,
1077,8/31/2020 14:00,23.388,24800.2,
1078,8/31/2020 15:00,23.484,35822.5,
1079,8/31/2020 16:00,23.484,30311.3,
1080,8/31/2020 17:00,23.1,18600.1,
1081,8/31/2020 18:00,22.621,8266.7,
1082,8/31/2020 19:00,21.855,914.9,
1083,8/31/2020 20:00,21.664,0,
1084,8/31/2020 21:00,21.76,0,
1085,8/31/2020 22:00,21.664,0,
1086,8/31/2020 23:00,21.473,0,
1087,9/1/2020 0:00,21.378,0,
1088,9/1/2020 1:00,21.187,0,
1089,9/1/2020 2:00,20.996,0,
1090,9/1/2020 3:00,20.901,0,
1091,9/1/2020 4:00,20.805,0,
1092,9/1/2020 5:00,20.615,0,
1093,9/1/2020 6:00,20.424,0,
1094,9/1/2020 7:00,20.329,516.7,
1095,9/1/2020 8:00,20.519,4822.3,
1096,9/1/2020 9:00,20.996,11711.2,
1097,9/1/2020 10:00,21.282,11711.2,
1098,9/1/2020 11:00,21.855,20666.8,
1099,9/1/2020 12:00,22.429,35822.5,
1100,9/1/2020 13:00,22.908,42711.4,
1101,9/1/2020 14:00,23.292,52355.9,
1102,9/1/2020 15:00,23.581,37200.2,
1103,9/1/2020 16:00,23.292,9300.1,
1104,9/1/2020 17:00,23.1,22044.6,
1105,9/1/2020 18:00,22.621,7577.8,
1106,9/1/2020 19:00,21.76,871.9,
1107,9/1/2020 20:00,21.664,0,
1108,9/1/2020 21:00,21.664,0,
1109,9/1/2020 22:00,21.76,0,
1110,9/1/2020 23:00,21.664,0,
1111,9/2/2020 0:00,21.569,0,
1112,9/2/2020 1:00,21.378,0,
1113,9/2/2020 2:00,21.282,0,
1114,9/2/2020 3:00,21.091,0,
1115,9/2/2020 4:00,20.996,0,
1116,9/2/2020 5:00,20.805,0,
1117,9/2/2020 6:00,20.71,0,
1118,9/2/2020 7:00,20.615,581.3,
1119,9/2/2020 8:00,20.805,4994.5,
1120,9/2/2020 9:00,21.378,10677.8,
1121,9/2/2020 10:00,21.76,14466.8,
1122,9/2/2020 11:00,22.333,24800.2,
1123,9/2/2020 12:00,22.908,46844.8,
1124,9/2/2020 13:00,23.484,46844.8,
1125,9/2/2020 14:00,23.677,16533.4,
1126,9/2/2020 15:00,23.677,10333.4,
1127,9/2/2020 16:00,23.677,26178,
1128,9/2/2020 17:00,23.388,12400.1,
1129,9/2/2020 18:00,22.908,6200,
1130,9/2/2020 19:00,22.142,1001,
1131,9/2/2020 20:00,22.046,0,
1132,9/2/2020 21:00,22.046,0,
1133,9/2/2020 22:00,22.046,0,
1134,9/2/2020 23:00,22.046,0,
1135,9/3/2020 0:00,22.046,0,
1136,9/3/2020 1:00,21.951,0,
1137,9/3/2020 2:00,21.76,0,
1138,9/3/2020 3:00,21.664,0,
1139,9/3/2020 4:00,21.569,0,
1140,9/3/2020 5:00,21.473,0,
1141,9/3/2020 6:00,21.282,0,
1142,9/3/2020 7:00,21.187,613.5,
1143,9/3/2020 8:00,21.378,4994.5,
1144,9/3/2020 9:00,21.855,10333.4,
1145,9/3/2020 10:00,22.142,13089,
1146,9/3/2020 11:00,22.812,19977.9,
1147,9/3/2020 12:00,23.388,31689.1,
1148,9/3/2020 13:00,23.869,41333.6,
1149,9/3/2020 14:00,24.158,39955.8,
1150,9/3/2020 15:00,24.158,11711.2,
1151,9/3/2020 16:00,24.255,27555.7,
1152,9/3/2020 17:00,23.869,16533.4,
1153,9/3/2020 18:00,23.292,5511.1,
1154,9/3/2020 19:00,22.717,1097.9,
1155,9/3/2020 20:00,22.621,0,
1156,9/3/2020 21:00,22.525,0,
1157,9/3/2020 22:00,22.525,0,
1158,9/3/2020 23:00,22.621,0,
1159,9/4/2020 0:00,22.525,0,
1160,9/4/2020 1:00,22.333,0,
1161,9/4/2020 2:00,22.238,0,
1162,9/4/2020 3:00,22.142,0,
1163,9/4/2020 4:00,21.951,0,
1164,9/4/2020 5:00,21.855,0,
1165,9/4/2020 6:00,21.76,0,
1166,9/4/2020 7:00,21.569,688.9,
1167,9/4/2020 8:00,21.664,4133.4,
1168,9/4/2020 9:00,22.046,10333.4,
1169,9/4/2020 10:00,22.621,19977.9,
1170,9/4/2020 11:00,23.004,28933.5,
1171,9/4/2020 12:00,23.292,12400.1,
1172,9/4/2020 13:00,23.677,33066.9,
1173,9/4/2020 14:00,23.677,28933.5,
1174,9/4/2020 15:00,23.773,21355.7,
1175,9/4/2020 16:00,23.677,22044.6,
1176,9/4/2020 17:00,23.1,7577.8,
1177,9/4/2020 18:00,22.812,2755.6,
1178,9/4/2020 19:00,22.621,1033.3,
1179,9/4/2020 20:00,22.429,0,
1180,9/4/2020 21:00,22.333,0,
1181,9/4/2020 22:00,22.142,0,
1182,9/4/2020 23:00,22.046,0,
1183,9/5/2020 0:00,21.951,0,
1184,9/5/2020 1:00,21.855,0,
1185,9/5/2020 2:00,21.76,0,
1186,9/5/2020 3:00,21.664,0,
1187,9/5/2020 4:00,21.473,0,
1188,9/5/2020 5:00,21.378,0,
1189,9/5/2020 6:00,21.282,0,
1190,9/5/2020 7:00,21.091,667.4,
1191,9/5/2020 8:00,21.187,4133.4,
1192,9/5/2020 9:00,21.569,10333.4,
1193,9/5/2020 10:00,22.046,20666.8,
1194,9/5/2020 11:00,22.429,20666.8,
1195,9/5/2020 12:00,22.908,30311.3,
1196,9/5/2020 13:00,23.484,39955.8,
1197,9/5/2020 14:00,23.773,34444.7,
1198,9/5/2020 15:00,23.677,26178,
1199,9/5/2020 16:00,23.388,28933.5,
1200,9/5/2020 17:00,23.1,13777.9,
1201,9/5/2020 18:00,22.621,3788.9,
1202,9/5/2020 19:00,22.238,1237.9,
1203,9/5/2020 20:00,22.238,0,
1204,9/5/2020 21:00,22.142,0,
1205,9/5/2020 22:00,22.333,0,
1206,9/5/2020 23:00,22.142,0,
1207,9/6/2020 0:00,21.951,0,
1208,9/6/2020 1:00,21.855,0,
1209,9/6/2020 2:00,21.76,0,
1210,9/6/2020 3:00,21.569,0,
1211,9/6/2020 4:00,21.473,0,
1212,9/6/2020 5:00,21.378,0,
1213,9/6/2020 6:00,21.282,0,
1214,9/6/2020 7:00,21.091,236.8,
1215,9/6/2020 8:00,21.187,2755.6,
1216,9/6/2020 9:00,21.473,6544.5,
1217,9/6/2020 10:00,21.855,13089,
1218,9/6/2020 11:00,22.238,16533.4,
1219,9/6/2020 12:00,22.621,24800.2,
1220,9/6/2020 13:00,22.908,28933.5,
1221,9/6/2020 14:00,22.908,24800.2,
1222,9/6/2020 15:00,23.1,20666.8,
1223,9/6/2020 16:00,22.908,22044.6,
1224,9/6/2020 17:00,22.717,10677.8,
1225,9/6/2020 18:00,22.238,4477.8,
1226,9/6/2020 19:00,22.046,1022.6,
1227,9/6/2020 20:00,21.855,0,
1228,9/6/2020 21:00,21.951,0,
1229,9/6/2020 22:00,21.855,0,
1230,9/6/2020 23:00,21.951,0,
1231,9/7/2020 0:00,21.855,0,
1232,9/7/2020 1:00,21.76,0,
1233,9/7/2020 2:00,21.664,0,
1234,9/7/2020 3:00,21.473,0,
1235,9/7/2020 4:00,21.378,0,
1236,9/7/2020 5:00,21.282,0,
1237,9/7/2020 6:00,21.187,0,
1238,9/7/2020 7:00,21.091,419.8,
1239,9/7/2020 8:00,21.378,4477.8,
1240,9/7/2020 9:00,21.855,10677.8,
1241,9/7/2020 10:00,22.238,20666.8,
1242,9/7/2020 11:00,22.812,23422.4,
1243,9/7/2020 12:00,23.388,26178,
1244,9/7/2020 13:00,23.966,37200.2,
1245,9/7/2020 14:00,24.158,17911.2,
1246,9/7/2020 15:00,24.448,15844.5,
1247,9/7/2020 16:00,23.677,5511.1,
1248,9/7/2020 17:00,23.966,14466.8,
1249,9/7/2020 18:00,23.1,1377.8,
1250,9/7/2020 19:00,22.717,882.6,
1251,9/7/2020 20:00,22.717,0,
