MiniDOT Logger Concatenated Data File
Sensor:             7392-254581
Concatenation Date: 2019Jul22 10:36:06 PDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 1646.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1562630580,           2019-07-09 00:03:00,           2019-07-08 17:03:00,      3.450000,      8.251000,          4.739000,                    49.233384,      0.886000
                1562631180,           2019-07-09 00:13:00,           2019-07-08 17:13:00,      3.450000,      4.652000,          4.864000,                    46.134221,      0.949000
                1562631780,           2019-07-09 00:23:00,           2019-07-08 17:23:00,      3.450000,      4.014000,          4.900000,                    45.702919,      0.975000
                1562632380,           2019-07-09 00:33:00,           2019-07-08 17:33:00,      3.450000,      3.830000,          4.877000,                    45.267319,      0.977000
                1562632980,           2019-07-09 00:43:00,           2019-07-08 17:43:00,      3.450000,      3.769000,          4.911000,                    45.509172,      0.977000
                1562633580,           2019-07-09 00:53:00,           2019-07-08 17:53:00,      3.450000,      3.779000,          4.830000,                    44.770447,      0.977000
                1562634180,           2019-07-09 01:03:00,           2019-07-08 18:03:00,      3.450000,      3.769000,          4.744000,                    43.961619,      0.977000
                1562634780,           2019-07-09 01:13:00,           2019-07-08 18:13:00,      3.450000,      3.779000,          4.776000,                    44.269908,      0.978000
                1562635380,           2019-07-09 01:23:00,           2019-07-08 18:23:00,      3.450000,      3.769000,          4.928000,                    45.666707,      0.977000
                1562635980,           2019-07-09 01:33:00,           2019-07-08 18:33:00,      3.450000,      3.769000,          4.933000,                    45.713041,      0.978000
                1562636580,           2019-07-09 01:43:00,           2019-07-08 18:43:00,      3.450000,      3.779000,          4.937000,                    45.762256,      0.978000
                1562637180,           2019-07-09 01:53:00,           2019-07-08 18:53:00,      3.450000,      3.758000,          4.990000,                    46.227743,      0.977000
                1562637780,           2019-07-09 02:03:00,           2019-07-08 19:03:00,      3.450000,      3.748000,          5.013000,                    46.428484,      0.977000
                1562638380,           2019-07-09 02:13:00,           2019-07-08 19:13:00,      3.450000,      3.769000,          4.935000,                    45.731575,      0.977000
                1562638980,           2019-07-09 02:23:00,           2019-07-08 19:23:00,      3.440000,      3.779000,          4.939000,                    45.780795,      0.978000
                1562639580,           2019-07-09 02:33:00,           2019-07-08 19:33:00,      3.440000,      3.758000,          4.717000,                    43.698650,      0.977000
                1562640180,           2019-07-09 02:43:00,           2019-07-08 19:43:00,      3.450000,      3.728000,          4.459000,                    41.275611,      0.978000
                1562640780,           2019-07-09 02:53:00,           2019-07-08 19:53:00,      3.440000,      3.697000,          4.310000,                    39.863504,      0.977000
                1562641380,           2019-07-09 03:03:00,           2019-07-08 20:03:00,      3.440000,      3.728000,          4.385000,                    40.590615,      0.978000
                1562641980,           2019-07-09 03:13:00,           2019-07-08 20:13:00,      3.440000,      3.748000,          4.478000,                    41.473519,      0.978000
                1562642580,           2019-07-09 03:23:00,           2019-07-08 20:23:00,      3.440000,      3.748000,          4.567000,                    42.297803,      0.978000
                1562643180,           2019-07-09 03:33:00,           2019-07-08 20:33:00,      3.440000,      3.758000,          4.603000,                    42.642545,      0.977000
                1562643780,           2019-07-09 03:43:00,           2019-07-08 20:43:00,      3.440000,      3.769000,          4.603000,                    42.655003,      0.978000
                1562644380,           2019-07-09 03:53:00,           2019-07-08 20:53:00,      3.440000,      3.758000,          4.611000,                    42.716658,      0.977000
                1562644980,           2019-07-09 04:03:00,           2019-07-08 21:03:00,      3.440000,      3.769000,          4.646000,                    43.053474,      0.978000
                1562645580,           2019-07-09 04:13:00,           2019-07-08 21:13:00,      3.440000,      3.738000,          4.622000,                    42.795822,      0.977000
                1562646180,           2019-07-09 04:23:00,           2019-07-08 21:23:00,      3.440000,      3.748000,          4.480000,                    41.492042,      0.978000
                1562646780,           2019-07-09 04:33:00,           2019-07-08 21:33:00,      3.440000,      3.738000,          4.390000,                    40.647697,      0.978000
