unix,utc,pst,temp_c,do_mg_l,do_sat
1595012580,2020-07-17T19:03:00Z,2020-07-17T12:03:00Z,23.259,7.287,106.036572
1595013180,2020-07-17T19:13:00Z,2020-07-17T12:13:00Z,23.225,7.388,107.435661
1595013780,2020-07-17T19:23:00Z,2020-07-17T12:23:00Z,23.259,7.466,108.641285
1595014380,2020-07-17T19:33:00Z,2020-07-17T12:33:00Z,23.284,7.53,109.625506
1595014980,2020-07-17T19:43:00Z,2020-07-17T12:43:00Z,23.317,7.62,111.00648
1595015580,2020-07-17T19:53:00Z,2020-07-17T12:53:00Z,23.309,7.717,112.402194
1595016180,2020-07-17T20:03:00Z,2020-07-17T13:03:00Z,23.275,7.829,113.958686
1595016780,2020-07-17T20:13:00Z,2020-07-17T13:13:00Z,23.309,7.935,115.577479
1595017380,2020-07-17T20:23:00Z,2020-07-17T13:23:00Z,23.334,7.994,116.49305
1595017980,2020-07-17T20:33:00Z,2020-07-17T13:33:00Z,23.367,8.057,117.485909
1595018580,2020-07-17T20:43:00Z,2020-07-17T13:43:00Z,23.384,8.107,118.253773
1595019180,2020-07-17T20:53:00Z,2020-07-17T13:53:00Z,23.451,8.151,119.04926
1595019780,2020-07-17T21:03:00Z,2020-07-17T14:03:00Z,23.485,8.185,119.62418
1595020380,2020-07-17T21:13:00Z,2020-07-17T14:13:00Z,23.501,8.238,120.435885
1595020980,2020-07-17T21:23:00Z,2020-07-17T14:23:00Z,23.535,8.305,121.494901
1595021580,2020-07-17T21:33:00Z,2020-07-17T14:33:00Z,23.56,8.374,122.563268
1595022180,2020-07-17T21:43:00Z,2020-07-17T14:43:00Z,23.635,8.454,123.912776
1595022780,2020-07-17T21:53:00Z,2020-07-17T14:53:00Z,23.677,8.488,124.511586
1595023380,2020-07-17T22:03:00Z,2020-07-17T15:03:00Z,23.669,8.533,125.152458
1595023980,2020-07-17T22:13:00Z,2020-07-17T15:13:00Z,23.644,8.613,126.265129
1595024580,2020-07-17T22:23:00Z,2020-07-17T15:23:00Z,23.644,8.7,127.540534
1595025180,2020-07-17T22:33:00Z,2020-07-17T15:33:00Z,23.694,8.715,127.883238
1595025780,2020-07-17T22:43:00Z,2020-07-17T15:43:00Z,23.736,8.733,128.250768
1595026380,2020-07-17T22:53:00Z,2020-07-17T15:53:00Z,23.753,8.767,128.792106
1595026980,2020-07-17T23:03:00Z,2020-07-17T16:03:00Z,23.761,8.769,128.841269
1595027580,2020-07-17T23:13:00Z,2020-07-17T16:13:00Z,23.795,8.791,129.248804
1595028180,2020-07-17T23:23:00Z,2020-07-17T16:23:00Z,23.828,8.825,129.830832
1595028780,2020-07-17T23:33:00Z,2020-07-17T16:33:00Z,23.837,8.848,130.191666
1595029380,2020-07-17T23:43:00Z,2020-07-17T16:43:00Z,23.87,8.854,130.36239
1595029980,2020-07-17T23:53:00Z,2020-07-17T16:53:00Z,23.912,8.857,130.511542
1595030580,2020-07-18T00:03:00Z,2020-07-17T17:03:00Z,23.912,8.855,130.482071
1595031180,2020-07-18T00:13:00Z,2020-07-17T17:13:00Z,23.92,8.878,130.841033
1595031780,2020-07-18T00:23:00Z,2020-07-17T17:23:00Z,23.904,8.9,131.125069
1595032380,2020-07-18T00:33:00Z,2020-07-17T17:33:00Z,23.912,8.907,131.248313
1595032980,2020-07-18T00:43:00Z,2020-07-17T17:43:00Z,23.895,8.926,131.485459
1595033580,2020-07-18T00:53:00Z,2020-07-17T17:53:00Z,23.895,8.931,131.559112
1595034180,2020-07-18T01:03:00Z,2020-07-17T18:03:00Z,23.937,8.973,132.28417
1595034780,2020-07-18T01:13:00Z,2020-07-17T18:13:00Z,23.996,9.032,133.304433
1595035380,2020-07-18T01:23:00Z,2020-07-17T18:23:00Z,23.996,9.063,133.761966
1595035980,2020-07-18T01:33:00Z,2020-07-17T18:33:00Z,24.013,9.04,133.465907
1595036580,2020-07-18T01:43:00Z,2020-07-17T18:43:00Z,24.013,9.059,133.746421
1595037180,2020-07-18T01:53:00Z,2020-07-17T18:53:00Z,23.937,9.054,133.47831
1595037780,2020-07-18T02:03:00Z,2020-07-17T19:03:00Z,23.895,9.075,133.68032
1595038380,2020-07-18T02:13:00Z,2020-07-17T19:13:00Z,23.929,9.072,133.723187
1595038980,2020-07-18T02:23:00Z,2020-07-17T19:23:00Z,23.929,9.075,133.767408
1595039580,2020-07-18T02:33:00Z,2020-07-17T19:33:00Z,23.92,9.071,133.685403
1595040180,2020-07-18T02:43:00Z,2020-07-17T19:43:00Z,23.954,9.06,133.610246
1595040780,2020-07-18T02:53:00Z,2020-07-17T19:53:00Z,23.962,9.081,133.940449
1595041380,2020-07-18T03:03:00Z,2020-07-17T20:03:00Z,23.987,9.101,134.299683
1595041980,2020-07-18T03:13:00Z,2020-07-17T20:13:00Z,23.979,9.103,134.308632
1595042580,2020-07-18T03:23:00Z,2020-07-17T20:23:00Z,23.987,9.101,134.299683
1595043180,2020-07-18T03:33:00Z,2020-07-17T20:33:00Z,23.954,9.116,134.436093
1595043780,2020-07-18T03:43:00Z,2020-07-17T20:43:00Z,23.954,9.145,134.863763
1595044380,2020-07-18T03:53:00Z,2020-07-17T20:53:00Z,23.954,9.103,134.244378
1595044980,2020-07-18T04:03:00Z,2020-07-17T21:03:00Z,23.962,9.118,134.486181
