lake,date_time,temp_c,light_intensity_lux,depth
lake,2021-11-13T10:53:55Z,5.655,3961.1,1.5m
lake,2021-11-13T11:53:55Z,5.45,4477.8,1.5m
lake,2021-11-13T12:53:55Z,5.037,4994.5,1.5m
lake,2021-11-13T13:53:55Z,5.037,3272.2,1.5m
lake,2021-11-13T14:53:55Z,5.45,1636.1,1.5m
lake,2021-11-13T15:53:55Z,4.934,355.2,1.5m
lake,2021-11-13T16:53:55Z,5.037,32.3,1.5m
lake,2021-11-13T17:53:55Z,4.934,0,1.5m
lake,2021-11-13T18:53:55Z,4.934,0,1.5m
lake,2021-11-13T19:53:55Z,4.934,0,1.5m
lake,2021-11-13T20:53:55Z,4.934,0,1.5m
lake,2021-11-13T21:53:55Z,4.831,0,1.5m
lake,2021-11-13T22:53:55Z,4.831,0,1.5m
lake,2021-11-13T23:53:55Z,4.934,0,1.5m
lake,2021-11-14T00:53:55Z,4.934,0,1.5m
lake,2021-11-14T01:53:55Z,4.934,0,1.5m
lake,2021-11-14T02:53:55Z,4.934,0,1.5m
lake,2021-11-14T03:53:55Z,4.934,0,1.5m
lake,2021-11-14T04:53:55Z,4.934,0,1.5m
lake,2021-11-14T05:53:55Z,4.934,0,1.5m
lake,2021-11-14T06:53:55Z,4.934,10.8,1.5m
lake,2021-11-14T07:53:55Z,4.934,419.8,1.5m
lake,2021-11-14T08:53:55Z,5.244,2497.2,1.5m
lake,2021-11-14T09:53:55Z,5.347,3272.2,1.5m
lake,2021-11-14T10:53:55Z,5.347,9300.1,1.5m
lake,2021-11-14T11:53:55Z,5.45,4822.3,1.5m
lake,2021-11-14T12:53:55Z,5.45,3961.1,1.5m
lake,2021-11-14T13:53:55Z,5.45,3616.7,1.5m
lake,2021-11-14T14:53:55Z,5.552,1119.5,1.5m
lake,2021-11-14T15:53:55Z,5.45,409,1.5m
lake,2021-11-14T16:53:55Z,5.45,10.8,1.5m
lake,2021-11-14T17:53:55Z,5.347,0,1.5m
lake,2021-11-14T18:53:55Z,5.347,0,1.5m
lake,2021-11-14T19:53:55Z,5.244,0,1.5m
lake,2021-11-14T20:53:55Z,5.244,0,1.5m
lake,2021-11-14T21:53:55Z,5.244,0,1.5m
lake,2021-11-14T22:53:55Z,5.244,0,1.5m
lake,2021-11-14T23:53:55Z,5.141,0,1.5m
lake,2021-11-15T00:53:55Z,5.347,0,1.5m
lake,2021-11-15T01:53:55Z,5.347,0,1.5m
lake,2021-11-15T02:53:55Z,5.347,0,1.5m
lake,2021-11-15T03:53:55Z,5.347,0,1.5m
lake,2021-11-15T04:53:55Z,5.347,0,1.5m
lake,2021-11-15T05:53:55Z,5.244,0,1.5m
lake,2021-11-15T06:53:55Z,5.244,0,1.5m
lake,2021-11-15T07:53:55Z,5.244,645.8,1.5m
lake,2021-11-15T08:53:55Z,5.552,1377.8,1.5m
lake,2021-11-15T09:53:55Z,5.655,2325,1.5m
lake,2021-11-15T10:53:55Z,5.757,3272.2,1.5m
lake,2021-11-15T11:53:55Z,5.962,4822.3,1.5m
lake,2021-11-15T12:53:55Z,5.962,3100,1.5m
lake,2021-11-15T13:53:55Z,6.064,2411.1,1.5m
lake,2021-11-15T14:53:55Z,6.166,1194.8,1.5m
lake,2021-11-15T15:53:55Z,6.064,602.8,1.5m
lake,2021-11-15T16:53:55Z,5.45,0,1.5m
lake,2021-11-15T17:53:55Z,5.347,0,1.5m
lake,2021-11-15T18:53:55Z,5.347,0,1.5m
lake,2021-11-15T19:53:55Z,5.552,0,1.5m
lake,2021-11-15T20:53:55Z,5.655,0,1.5m
lake,2021-11-15T21:53:55Z,5.655,0,1.5m
lake,2021-11-15T22:53:55Z,5.655,0,1.5m
lake,2021-11-15T23:53:55Z,5.655,0,1.5m
lake,2021-11-16T00:53:55Z,5.757,0,1.5m
lake,2021-11-16T01:53:55Z,5.757,0,1.5m
lake,2021-11-16T02:53:55Z,5.757,0,1.5m
lake,2021-11-16T03:53:55Z,5.757,0,1.5m
lake,2021-11-16T04:53:55Z,5.757,0,1.5m
lake,2021-11-16T05:53:55Z,5.757,0,1.5m
lake,2021-11-16T06:53:55Z,5.757,21.5,1.5m
lake,2021-11-16T07:53:55Z,5.655,247.6,1.5m
lake,2021-11-16T08:53:55Z,5.757,1356.3,1.5m
lake,2021-11-16T09:53:55Z,5.962,2927.8,1.5m
lake,2021-11-16T10:53:55Z,6.064,3100,1.5m
lake,2021-11-16T11:53:55Z,6.268,5166.7,1.5m
lake,2021-11-16T12:53:55Z,6.166,4650,1.5m
lake,2021-11-16T13:53:55Z,6.064,2238.9,1.5m
lake,2021-11-16T14:53:55Z,5.86,1463.9,1.5m
lake,2021-11-16T15:53:55Z,5.757,452.1,1.5m
lake,2021-11-16T16:53:55Z,5.552,10.8,1.5m
lake,2021-11-16T17:53:55Z,5.45,0,1.5m
lake,2021-11-16T18:53:55Z,5.552,0,1.5m
lake,2021-11-16T19:53:55Z,5.655,0,1.5m
lake,2021-11-16T20:53:55Z,5.655,0,1.5m
lake,2021-11-16T21:53:55Z,5.655,0,1.5m
lake,2021-11-16T22:53:55Z,5.655,0,1.5m
lake,2021-11-16T23:53:55Z,5.552,0,1.5m
lake,2021-11-17T00:53:55Z,5.552,0,1.5m
lake,2021-11-17T01:53:55Z,5.45,0,1.5m
lake,2021-11-17T02:53:55Z,5.45,0,1.5m
lake,2021-11-17T03:53:55Z,5.347,0,1.5m
lake,2021-11-17T04:53:55Z,5.347,0,1.5m
lake,2021-11-17T05:53:55Z,5.347,0,1.5m
lake,2021-11-17T06:53:55Z,5.244,21.5,1.5m
lake,2021-11-17T07:53:55Z,5.141,333.7,1.5m
lake,2021-11-17T08:53:55Z,5.244,1722.2,1.5m
lake,2021-11-17T09:53:55Z,5.45,3444.5,1.5m
lake,2021-11-17T10:53:55Z,5.45,4133.4,1.5m
lake,2021-11-17T11:53:55Z,5.45,5166.7,1.5m
lake,2021-11-17T12:53:55Z,5.244,4305.6,1.5m
lake,2021-11-17T13:53:55Z,5.244,3444.5,1.5m
lake,2021-11-17T14:53:55Z,5.141,1722.2,1.5m
lake,2021-11-17T15:53:55Z,5.037,559.7,1.5m
lake,2021-11-17T16:53:55Z,5.037,10.8,1.5m
lake,2021-11-17T17:53:55Z,5.037,0,1.5m
lake,2021-11-17T18:53:55Z,5.141,0,1.5m
lake,2021-11-17T19:53:55Z,5.037,0,1.5m
lake,2021-11-17T20:53:55Z,5.141,0,1.5m
lake,2021-11-17T21:53:55Z,5.141,0,1.5m
lake,2021-11-17T22:53:55Z,5.037,0,1.5m
lake,2021-11-17T23:53:55Z,5.141,0,1.5m
lake,2021-11-18T00:53:55Z,5.141,0,1.5m
lake,2021-11-18T01:53:55Z,5.141,0,1.5m
lake,2021-11-18T02:53:55Z,5.037,0,1.5m
lake,2021-11-18T03:53:55Z,5.037,0,1.5m
lake,2021-11-18T04:53:55Z,5.037,0,1.5m
lake,2021-11-18T05:53:55Z,5.037,0,1.5m
lake,2021-11-18T06:53:55Z,4.934,0,1.5m
lake,2021-11-18T07:53:55Z,4.934,484.4,1.5m
lake,2021-11-18T08:53:55Z,5.037,1636.1,1.5m
lake,2021-11-18T09:53:55Z,5.141,2497.2,1.5m
lake,2021-11-18T10:53:55Z,5.244,2066.7,1.5m
lake,2021-11-18T11:53:55Z,5.141,678.1,1.5m
lake,2021-11-18T12:53:55Z,5.141,1377.8,1.5m
lake,2021-11-18T13:53:55Z,5.141,1463.9,1.5m
lake,2021-11-18T14:53:55Z,5.141,430.6,1.5m
lake,2021-11-18T15:53:55Z,5.141,376.7,1.5m
lake,2021-11-18T16:53:55Z,5.037,0,1.5m
lake,2021-11-18T17:53:55Z,5.037,0,1.5m
lake,2021-11-18T18:53:55Z,5.037,0,1.5m
lake,2021-11-18T19:53:55Z,5.141,0,1.5m
lake,2021-11-18T20:53:55Z,5.037,0,1.5m
lake,2021-11-18T21:53:55Z,4.934,0,1.5m
lake,2021-11-18T22:53:55Z,4.934,0,1.5m
lake,2021-11-18T23:53:55Z,4.934,0,1.5m
lake,2021-11-19T00:53:55Z,4.934,0,1.5m
lake,2021-11-19T01:53:55Z,4.934,0,1.5m
lake,2021-11-19T02:53:55Z,4.831,0,1.5m
lake,2021-11-19T03:53:55Z,4.831,0,1.5m
lake,2021-11-19T04:53:55Z,4.831,0,1.5m
lake,2021-11-19T05:53:55Z,4.727,0,1.5m
lake,2021-11-19T06:53:55Z,4.727,0,1.5m
lake,2021-11-19T07:53:55Z,4.727,247.6,1.5m
lake,2021-11-19T08:53:55Z,4.831,2238.9,1.5m
lake,2021-11-19T09:53:55Z,5.037,4477.8,1.5m
lake,2021-11-19T10:53:55Z,5.037,1722.2,1.5m
lake,2021-11-19T11:53:55Z,5.244,3444.5,1.5m
lake,2021-11-19T12:53:55Z,5.244,3616.7,1.5m
lake,2021-11-19T13:53:55Z,5.244,1377.8,1.5m
lake,2021-11-19T14:53:55Z,5.141,1463.9,1.5m
lake,2021-11-19T15:53:55Z,5.141,333.7,1.5m
lake,2021-11-19T16:53:55Z,5.037,10.8,1.5m
lake,2021-11-19T17:53:55Z,5.037,0,1.5m
lake,2021-11-19T18:53:55Z,4.934,0,1.5m
lake,2021-11-19T19:53:55Z,4.934,0,1.5m
lake,2021-11-19T20:53:55Z,5.037,0,1.5m
lake,2021-11-19T21:53:55Z,5.037,0,1.5m
lake,2021-11-19T22:53:55Z,4.934,0,1.5m
lake,2021-11-19T23:53:55Z,4.934,0,1.5m
lake,2021-11-20T00:53:55Z,4.727,0,1.5m
lake,2021-11-20T01:53:55Z,4.831,0,1.5m
lake,2021-11-20T02:53:55Z,4.727,0,1.5m
lake,2021-11-20T03:53:55Z,4.623,0,1.5m
lake,2021-11-20T04:53:55Z,4.519,0,1.5m
lake,2021-11-20T05:53:55Z,4.519,0,1.5m
lake,2021-11-20T06:53:55Z,4.519,0,1.5m
lake,2021-11-20T07:53:55Z,4.415,279.9,1.5m
lake,2021-11-20T08:53:55Z,4.415,1550,1.5m
lake,2021-11-20T09:53:55Z,4.727,2927.8,1.5m
lake,2021-11-20T10:53:55Z,4.831,4650,1.5m
lake,2021-11-20T11:53:55Z,4.727,4822.3,1.5m
lake,2021-11-20T12:53:55Z,4.831,4133.4,1.5m
lake,2021-11-20T13:53:55Z,4.831,2669.5,1.5m
lake,2021-11-20T14:53:55Z,4.727,1011.8,1.5m
lake,2021-11-20T15:53:55Z,4.519,269.1,1.5m
lake,2021-11-20T16:53:55Z,4.519,10.8,1.5m
lake,2021-11-20T17:53:55Z,4.831,0,1.5m
lake,2021-11-20T18:53:55Z,4.727,0,1.5m
lake,2021-11-20T19:53:55Z,4.727,0,1.5m
lake,2021-11-20T20:53:55Z,4.623,0,1.5m
lake,2021-11-20T21:53:55Z,4.519,0,1.5m
lake,2021-11-20T22:53:55Z,4.519,0,1.5m
lake,2021-11-20T23:53:55Z,4.519,0,1.5m
lake,2021-11-21T00:53:55Z,4.519,0,1.5m
lake,2021-11-21T01:53:55Z,4.415,0,1.5m
lake,2021-11-21T02:53:55Z,4.311,0,1.5m
lake,2021-11-21T03:53:55Z,4.311,0,1.5m
lake,2021-11-21T04:53:55Z,4.311,0,1.5m
lake,2021-11-21T05:53:55Z,4.207,0,1.5m
lake,2021-11-21T06:53:55Z,4.102,10.8,1.5m
lake,2021-11-21T07:53:55Z,4.207,279.9,1.5m
lake,2021-11-21T08:53:55Z,4.415,1894.5,1.5m
lake,2021-11-21T09:53:55Z,4.623,3788.9,1.5m
lake,2021-11-21T10:53:55Z,4.727,4822.3,1.5m
lake,2021-11-21T11:53:55Z,4.831,4994.5,1.5m
lake,2021-11-21T12:53:55Z,4.934,4822.3,1.5m
lake,2021-11-21T13:53:55Z,4.934,3444.5,1.5m
lake,2021-11-21T14:53:55Z,4.727,1141,1.5m
lake,2021-11-21T15:53:55Z,4.519,366,1.5m
lake,2021-11-21T16:53:55Z,4.415,21.5,1.5m
lake,2021-11-21T17:53:55Z,4.519,0,1.5m
lake,2021-11-21T18:53:55Z,4.519,0,1.5m
lake,2021-11-21T19:53:55Z,4.519,0,1.5m
lake,2021-11-21T20:53:55Z,4.519,0,1.5m
lake,2021-11-21T21:53:55Z,4.519,0,1.5m
lake,2021-11-21T22:53:55Z,4.519,0,1.5m
lake,2021-11-21T23:53:55Z,4.415,0,1.5m
lake,2021-11-22T00:53:55Z,4.415,0,1.5m
lake,2021-11-22T01:53:55Z,4.311,0,1.5m
lake,2021-11-22T02:53:55Z,4.311,0,1.5m
lake,2021-11-22T03:53:55Z,4.311,0,1.5m
lake,2021-11-22T04:53:55Z,4.623,0,1.5m
lake,2021-11-22T05:53:55Z,4.623,0,1.5m
lake,2021-11-22T06:53:55Z,4.623,0,1.5m
lake,2021-11-22T07:53:55Z,4.623,258.3,1.5m
lake,2021-11-22T08:53:55Z,4.831,1636.1,1.5m
lake,2021-11-22T09:53:55Z,5.037,3100,1.5m
lake,2021-11-22T10:53:55Z,5.141,4477.8,1.5m
lake,2021-11-22T11:53:55Z,5.141,4133.4,1.5m
lake,2021-11-22T12:53:55Z,4.934,3961.1,1.5m
lake,2021-11-22T13:53:55Z,4.934,3616.7,1.5m
lake,2021-11-22T14:53:55Z,4.831,710.4,1.5m
lake,2021-11-22T15:53:55Z,4.623,279.9,1.5m
lake,2021-11-22T16:53:55Z,4.623,10.8,1.5m
lake,2021-11-22T17:53:55Z,4.623,0,1.5m
lake,2021-11-22T18:53:55Z,4.623,0,1.5m
lake,2021-11-22T19:53:55Z,4.623,0,1.5m
lake,2021-11-22T20:53:55Z,4.623,0,1.5m
lake,2021-11-22T21:53:55Z,4.519,0,1.5m
lake,2021-11-22T22:53:55Z,4.415,0,1.5m
lake,2021-11-22T23:53:55Z,4.311,0,1.5m
lake,2021-11-23T00:53:55Z,4.311,0,1.5m
lake,2021-11-23T01:53:55Z,4.311,0,1.5m
lake,2021-11-23T02:53:55Z,4.207,0,1.5m
lake,2021-11-23T03:53:55Z,4.207,0,1.5m
lake,2021-11-23T04:53:55Z,4.623,0,1.5m
lake,2021-11-23T05:53:55Z,4.623,0,1.5m
lake,2021-11-23T06:53:55Z,4.519,0,1.5m
lake,2021-11-23T07:53:55Z,4.519,333.7,1.5m
lake,2021-11-23T08:53:55Z,4.623,2411.1,1.5m
lake,2021-11-23T09:53:55Z,4.623,2927.8,1.5m
lake,2021-11-23T10:53:55Z,4.727,2238.9,1.5m
lake,2021-11-23T11:53:55Z,4.831,5166.7,1.5m
lake,2021-11-23T12:53:55Z,4.831,2755.6,1.5m
lake,2021-11-23T13:53:55Z,4.831,2325,1.5m
lake,2021-11-23T14:53:55Z,4.727,538.2,1.5m
lake,2021-11-23T15:53:55Z,4.727,366,1.5m
lake,2021-11-23T16:53:55Z,4.727,10.8,1.5m
lake,2021-11-23T17:53:55Z,4.623,0,1.5m
