unix,utc,pst,temp_c,do_mg_l,do_sat
1623780060,2021-06-15T18:01:00Z,2021-06-15T11:01:00Z,15.927,7.341,92.002812
1623780660,2021-06-15T18:11:00Z,2021-06-15T11:11:00Z,15.962,7.492,93.966002
1623781260,2021-06-15T18:21:00Z,2021-06-15T11:21:00Z,16.004,7.54,94.653486
1623781860,2021-06-15T18:31:00Z,2021-06-15T11:31:00Z,16.056,7.624,95.814995
1623782460,2021-06-15T18:41:00Z,2021-06-15T11:41:00Z,16.09,7.809,98.211676
1623783060,2021-06-15T18:51:00Z,2021-06-15T11:51:00Z,16.158,7.982,100.534038
1623783660,2021-06-15T19:01:00Z,2021-06-15T12:01:00Z,16.235,8.108,102.289697
1623784260,2021-06-15T19:11:00Z,2021-06-15T12:11:00Z,16.252,8.382,105.784962
1623784860,2021-06-15T19:21:00Z,2021-06-15T12:21:00Z,16.345,8.275,104.64261
1623785460,2021-06-15T19:31:00Z,2021-06-15T12:31:00Z,16.371,8.095,102.423311
1623786060,2021-06-15T19:41:00Z,2021-06-15T12:41:00Z,16.396,8.187,103.642712
1623786660,2021-06-15T19:51:00Z,2021-06-15T12:51:00Z,16.405,8.309,105.207389
1623787260,2021-06-15T20:01:00Z,2021-06-15T13:01:00Z,16.448,8.398,106.431984
1623787860,2021-06-15T20:11:00Z,2021-06-15T13:11:00Z,16.49,8.382,106.324466
1623788460,2021-06-15T20:21:00Z,2021-06-15T13:21:00Z,16.524,8.378,106.35082
1623789060,2021-06-15T20:31:00Z,2021-06-15T13:31:00Z,16.558,8.38,106.453334
1623789660,2021-06-15T20:41:00Z,2021-06-15T13:41:00Z,16.541,8.441,107.189387
1623790260,2021-06-15T20:51:00Z,2021-06-15T13:51:00Z,16.541,8.475,107.621142
1623790860,2021-06-15T21:01:00Z,2021-06-15T14:01:00Z,16.592,8.482,107.827146
1623791460,2021-06-15T21:11:00Z,2021-06-15T14:11:00Z,16.584,8.46,107.529146
1623792060,2021-06-15T21:21:00Z,2021-06-15T14:21:00Z,16.567,8.554,108.684543
1623792660,2021-06-15T21:31:00Z,2021-06-15T14:31:00Z,16.618,8.48,107.861424
1623793260,2021-06-15T21:41:00Z,2021-06-15T14:41:00Z,16.66,8.461,107.715999
1623793860,2021-06-15T21:51:00Z,2021-06-15T14:51:00Z,16.787,8.454,107.917807
1623794460,2021-06-15T22:01:00Z,2021-06-15T15:01:00Z,16.838,8.461,108.124146
1623795060,2021-06-15T22:11:00Z,2021-06-15T15:11:00Z,16.872,8.459,108.176575
1623795660,2021-06-15T22:21:00Z,2021-06-15T15:21:00Z,16.847,8.503,108.681619
1623796260,2021-06-15T22:31:00Z,2021-06-15T15:31:00Z,16.847,8.56,109.410168
1623796860,2021-06-15T22:41:00Z,2021-06-15T15:41:00Z,16.906,8.527,109.124812
1623797460,2021-06-15T22:51:00Z,2021-06-15T15:51:00Z,17,8.493,108.90629
1623798060,2021-06-15T23:01:00Z,2021-06-15T16:01:00Z,17.017,8.477,108.740231
1623798660,2021-06-15T23:11:00Z,2021-06-15T16:11:00Z,17.059,8.475,108.811193
