lake,date_time,temp_c,depth
cedar,2021-08-28T16:00:00Z,19.294,sediment
cedar,2021-08-28T17:00:00Z,19.222,sediment
cedar,2021-08-28T18:00:00Z,19.199,sediment
cedar,2021-08-28T19:00:00Z,19.175,sediment
cedar,2021-08-28T20:00:00Z,19.151,sediment
cedar,2021-08-28T21:00:00Z,19.151,sediment
cedar,2021-08-28T22:00:00Z,19.127,sediment
cedar,2021-08-28T23:00:00Z,19.127,sediment
cedar,2021-08-29T00:00:00Z,19.127,sediment
cedar,2021-08-29T01:00:00Z,19.103,sediment
cedar,2021-08-29T02:00:00Z,19.103,sediment
cedar,2021-08-29T03:00:00Z,19.103,sediment
cedar,2021-08-29T04:00:00Z,19.08,sediment
cedar,2021-08-29T05:00:00Z,19.08,sediment
cedar,2021-08-29T06:00:00Z,19.08,sediment
cedar,2021-08-29T07:00:00Z,19.08,sediment
cedar,2021-08-29T08:00:00Z,19.08,sediment
cedar,2021-08-29T09:00:00Z,19.056,sediment
cedar,2021-08-29T10:00:00Z,19.032,sediment
cedar,2021-08-29T11:00:00Z,19.008,sediment
cedar,2021-08-29T12:00:00Z,19.008,sediment
cedar,2021-08-29T13:00:00Z,19.008,sediment
cedar,2021-08-29T14:00:00Z,19.008,sediment
cedar,2021-08-29T15:00:00Z,19.056,sediment
cedar,2021-08-29T16:00:00Z,19.056,sediment
cedar,2021-08-29T17:00:00Z,19.08,sediment
cedar,2021-08-29T18:00:00Z,19.103,sediment
cedar,2021-08-29T19:00:00Z,19.127,sediment
cedar,2021-08-29T20:00:00Z,19.127,sediment
cedar,2021-08-29T21:00:00Z,19.127,sediment
cedar,2021-08-29T22:00:00Z,19.127,sediment
cedar,2021-08-29T23:00:00Z,19.127,sediment
cedar,2021-08-30T00:00:00Z,19.151,sediment
cedar,2021-08-30T01:00:00Z,19.151,sediment
cedar,2021-08-30T02:00:00Z,19.127,sediment
cedar,2021-08-30T03:00:00Z,19.151,sediment
cedar,2021-08-30T04:00:00Z,19.127,sediment
cedar,2021-08-30T05:00:00Z,19.127,sediment
cedar,2021-08-30T06:00:00Z,19.103,sediment
cedar,2021-08-30T07:00:00Z,19.056,sediment
cedar,2021-08-30T08:00:00Z,18.961,sediment
cedar,2021-08-30T09:00:00Z,18.818,sediment
cedar,2021-08-30T10:00:00Z,18.699,sediment
cedar,2021-08-30T11:00:00Z,18.652,sediment
cedar,2021-08-30T12:00:00Z,18.628,sediment
cedar,2021-08-30T13:00:00Z,18.652,sediment
cedar,2021-08-30T14:00:00Z,18.675,sediment
cedar,2021-08-30T15:00:00Z,18.723,sediment
cedar,2021-08-30T16:00:00Z,18.747,sediment
cedar,2021-08-30T17:00:00Z,18.771,sediment
cedar,2021-08-30T18:00:00Z,18.794,sediment
cedar,2021-08-30T19:00:00Z,18.818,sediment
cedar,2021-08-30T20:00:00Z,18.818,sediment
cedar,2021-08-30T21:00:00Z,18.842,sediment
cedar,2021-08-30T22:00:00Z,18.842,sediment
cedar,2021-08-30T23:00:00Z,18.842,sediment
cedar,2021-08-31T00:00:00Z,18.842,sediment
cedar,2021-08-31T01:00:00Z,18.842,sediment
cedar,2021-08-31T02:00:00Z,18.842,sediment
cedar,2021-08-31T03:00:00Z,18.842,sediment
cedar,2021-08-31T04:00:00Z,18.842,sediment
cedar,2021-08-31T05:00:00Z,18.818,sediment
cedar,2021-08-31T06:00:00Z,18.771,sediment
cedar,2021-08-31T07:00:00Z,18.604,sediment
cedar,2021-08-31T08:00:00Z,18.414,sediment
cedar,2021-08-31T09:00:00Z,18.271,sediment
cedar,2021-08-31T10:00:00Z,18.176,sediment
cedar,2021-08-31T11:00:00Z,18.129,sediment
cedar,2021-08-31T12:00:00Z,18.129,sediment
cedar,2021-08-31T13:00:00Z,18.176,sediment
cedar,2021-08-31T14:00:00Z,18.247,sediment
cedar,2021-08-31T15:00:00Z,18.319,sediment
cedar,2021-08-31T16:00:00Z,18.366,sediment
cedar,2021-08-31T17:00:00Z,18.414,sediment
cedar,2021-08-31T18:00:00Z,18.438,sediment
cedar,2021-08-31T19:00:00Z,18.485,sediment
cedar,2021-08-31T20:00:00Z,18.485,sediment
cedar,2021-08-31T21:00:00Z,18.509,sediment
cedar,2021-08-31T22:00:00Z,18.509,sediment
cedar,2021-08-31T23:00:00Z,18.533,sediment
cedar,2021-09-01T00:00:00Z,18.533,sediment
cedar,2021-09-01T01:00:00Z,18.533,sediment
cedar,2021-09-01T02:00:00Z,18.533,sediment
cedar,2021-09-01T03:00:00Z,18.533,sediment
cedar,2021-09-01T04:00:00Z,18.533,sediment
cedar,2021-09-01T05:00:00Z,18.509,sediment
cedar,2021-09-01T06:00:00Z,18.485,sediment
cedar,2021-09-01T07:00:00Z,18.414,sediment
cedar,2021-09-01T08:00:00Z,18.247,sediment
cedar,2021-09-01T09:00:00Z,18.105,sediment
cedar,2021-09-01T10:00:00Z,17.986,sediment
cedar,2021-09-01T11:00:00Z,17.938,sediment
cedar,2021-09-01T12:00:00Z,17.938,sediment
cedar,2021-09-01T13:00:00Z,17.986,sediment
cedar,2021-09-01T14:00:00Z,18.057,sediment
cedar,2021-09-01T15:00:00Z,18.129,sediment
cedar,2021-09-01T16:00:00Z,18.176,sediment
cedar,2021-09-01T17:00:00Z,18.224,sediment
cedar,2021-09-01T18:00:00Z,18.247,sediment
cedar,2021-09-01T19:00:00Z,18.295,sediment
cedar,2021-09-01T20:00:00Z,18.295,sediment
cedar,2021-09-01T21:00:00Z,18.319,sediment
cedar,2021-09-01T22:00:00Z,18.343,sediment
cedar,2021-09-01T23:00:00Z,18.343,sediment
cedar,2021-09-02T00:00:00Z,18.343,sediment
cedar,2021-09-02T01:00:00Z,18.343,sediment
cedar,2021-09-02T02:00:00Z,18.343,sediment
cedar,2021-09-02T03:00:00Z,18.366,sediment
cedar,2021-09-02T04:00:00Z,18.366,sediment
cedar,2021-09-02T05:00:00Z,18.366,sediment
cedar,2021-09-02T06:00:00Z,18.319,sediment
cedar,2021-09-02T07:00:00Z,18.152,sediment
cedar,2021-09-02T08:00:00Z,17.986,sediment
cedar,2021-09-02T09:00:00Z,17.843,sediment
cedar,2021-09-02T10:00:00Z,17.748,sediment
cedar,2021-09-02T11:00:00Z,17.701,sediment
cedar,2021-09-02T12:00:00Z,17.701,sediment
cedar,2021-09-02T13:00:00Z,17.748,sediment
cedar,2021-09-02T14:00:00Z,17.819,sediment
cedar,2021-09-02T15:00:00Z,17.867,sediment
cedar,2021-09-02T16:00:00Z,17.915,sediment
cedar,2021-09-02T17:00:00Z,17.962,sediment
cedar,2021-09-02T18:00:00Z,18.01,sediment
cedar,2021-09-02T19:00:00Z,18.033,sediment
cedar,2021-09-02T20:00:00Z,18.057,sediment
cedar,2021-09-02T21:00:00Z,18.081,sediment
cedar,2021-09-02T22:00:00Z,18.081,sediment
cedar,2021-09-02T23:00:00Z,18.081,sediment
cedar,2021-09-03T00:00:00Z,18.081,sediment
cedar,2021-09-03T01:00:00Z,18.105,sediment
cedar,2021-09-03T02:00:00Z,18.105,sediment
cedar,2021-09-03T03:00:00Z,18.105,sediment
cedar,2021-09-03T04:00:00Z,18.081,sediment
cedar,2021-09-03T05:00:00Z,18.057,sediment
cedar,2021-09-03T06:00:00Z,17.938,sediment
cedar,2021-09-03T07:00:00Z,17.772,sediment
cedar,2021-09-03T08:00:00Z,17.605,sediment
cedar,2021-09-03T09:00:00Z,17.486,sediment
cedar,2021-09-03T10:00:00Z,17.391,sediment
