lake,date_time,temp_c,light_intensity_lux,depth
cedar,2020-06-19T14:00:00Z,19.853,63378.2,2.5m
cedar,2020-06-19T15:00:00Z,19.662,60622.6,2.5m
cedar,2020-06-19T16:00:00Z,19.758,15844.5,2.5m
cedar,2020-06-19T17:00:00Z,19.758,27555.7,2.5m
cedar,2020-06-19T18:00:00Z,19.662,17222.3,2.5m
cedar,2020-06-19T19:00:00Z,19.092,4994.5,2.5m
cedar,2020-06-19T20:00:00Z,18.996,1550,2.5m
cedar,2020-06-19T21:00:00Z,18.806,10.8,2.5m
cedar,2020-06-19T22:00:00Z,18.901,0,2.5m
cedar,2020-06-19T23:00:00Z,18.711,0,2.5m
cedar,2020-06-20T00:00:00Z,18.711,0,2.5m
cedar,2020-06-20T01:00:00Z,18.711,0,2.5m
cedar,2020-06-20T02:00:00Z,18.711,0,2.5m
cedar,2020-06-20T03:00:00Z,18.616,0,2.5m
cedar,2020-06-20T04:00:00Z,18.616,0,2.5m
cedar,2020-06-20T05:00:00Z,18.616,0,2.5m
cedar,2020-06-20T06:00:00Z,18.616,387.5,2.5m
cedar,2020-06-20T07:00:00Z,18.806,2669.5,2.5m
cedar,2020-06-20T08:00:00Z,19.187,5511.1,2.5m
cedar,2020-06-20T09:00:00Z,19.662,12400.1,2.5m
cedar,2020-06-20T10:00:00Z,20.234,31689.1,2.5m
cedar,2020-06-20T11:00:00Z,20.615,17222.3,2.5m
cedar,2020-06-20T12:00:00Z,20.901,110223,2.5m
cedar,2020-06-20T13:00:00Z,21.378,55111.5,2.5m
cedar,2020-06-20T14:00:00Z,21.282,38578,2.5m
cedar,2020-06-20T15:00:00Z,21.664,23422.4,2.5m
cedar,2020-06-20T16:00:00Z,21.569,66133.8,2.5m
cedar,2020-06-20T17:00:00Z,21.378,16533.4,2.5m
cedar,2020-06-20T18:00:00Z,21.187,28933.5,2.5m
cedar,2020-06-20T19:00:00Z,20.615,1550,2.5m
cedar,2020-06-20T20:00:00Z,20.329,882.6,2.5m
cedar,2020-06-20T21:00:00Z,20.424,10.8,2.5m
