unix,utc,pst,temp_c,do_mg_l,do_sat
1574388060,2019-11-22T02:01:00Z,2019-11-21T18:01:00Z,5.631,10.52,103.509506
1574388660,2019-11-22T02:11:00Z,2019-11-21T18:11:00Z,5.631,10.504,103.352077
1574389260,2019-11-22T02:21:00Z,2019-11-21T18:21:00Z,5.651,10.485,103.218116
1574389860,2019-11-22T02:31:00Z,2019-11-21T18:31:00Z,5.631,10.471,103.02738
1574390460,2019-11-22T02:41:00Z,2019-11-21T18:41:00Z,5.631,10.494,103.253684
1574391060,2019-11-22T02:51:00Z,2019-11-21T18:51:00Z,5.641,10.471,103.053836
1574391660,2019-11-22T03:01:00Z,2019-11-21T19:01:00Z,5.641,10.458,102.925893
1574392260,2019-11-22T03:11:00Z,2019-11-21T19:11:00Z,5.621,10.457,102.863211
1574392860,2019-11-22T03:21:00Z,2019-11-21T19:21:00Z,5.621,10.446,102.755006
1574393460,2019-11-22T03:31:00Z,2019-11-21T19:31:00Z,5.621,10.419,102.489413
1574394060,2019-11-22T03:41:00Z,2019-11-21T19:41:00Z,5.631,10.436,102.683004
1574394660,2019-11-22T03:51:00Z,2019-11-21T19:51:00Z,5.631,10.475,103.066737
1574395260,2019-11-22T04:01:00Z,2019-11-21T20:01:00Z,5.631,10.491,103.224166
1574395860,2019-11-22T04:11:00Z,2019-11-21T20:11:00Z,5.621,10.44,102.695986
1574396460,2019-11-22T04:21:00Z,2019-11-21T20:21:00Z,5.631,10.466,102.978184
1574397060,2019-11-22T04:31:00Z,2019-11-21T20:31:00Z,5.631,10.456,102.87979
1574397660,2019-11-22T04:41:00Z,2019-11-21T20:41:00Z,5.611,10.433,102.600772
1574398260,2019-11-22T04:51:00Z,2019-11-21T20:51:00Z,5.581,10.407,102.266222
1574398860,2019-11-22T05:01:00Z,2019-11-21T21:01:00Z,5.631,10.358,101.915538
1574399460,2019-11-22T05:11:00Z,2019-11-21T21:11:00Z,5.631,10.348,101.817145
1574400060,2019-11-22T05:21:00Z,2019-11-21T21:21:00Z,5.621,10.318,101.495898
1574400660,2019-11-22T05:31:00Z,2019-11-21T21:31:00Z,5.631,10.295,101.295662
1574401260,2019-11-22T05:41:00Z,2019-11-21T21:41:00Z,5.621,10.294,101.259816
1574401860,2019-11-22T05:51:00Z,2019-11-21T21:51:00Z,5.631,10.275,101.098876
1574402460,2019-11-22T06:01:00Z,2019-11-21T22:01:00Z,5.631,10.253,100.882411
