lake,date,temp_03.8,temp_04.6,temp_08.4,temp_13.4,temp_18.4,temp_23.3,temp_24.3,temp_sediment,do_mg_l,do_sat,light_3.8,cond_24.3,level_4.6
cliff,2019-11-17,7.254666666666667,6.877,7.003666666666667,6.942916666666667,6.812333333333333,5.30675,4.8533333333333335,5.154,0.08720833333333333,0.8533767083333333,456.125,17.349999999999998,119.43770833333333
cliff,2019-11-18,7.191833333333333,6.8005,6.937625,6.883791666666666,6.817708333333334,5.319083333333333,4.849166666666666,5.154,0.08695833333333333,0.85120425,396.0291666666667,17.325,118.75670833333334
cliff,2019-11-19,7.1165,6.745541666666667,6.864916666666667,6.812333333333333,6.752041666666667,5.319083333333333,4.857083333333334,5.154,0.08704166666666666,0.852018875,448.9458333333333,17.2875,117.93091666666666
cliff,2019-11-20,6.868291666666667,6.505083333333333,6.641291666666667,6.57775,6.486875,5.299666666666667,4.8620833333333335,5.154,0.08720833333333333,0.853221125,240.84583333333333,17.3375,117.82483333333333
cliff,2019-11-21,6.547458333333334,6.2,6.330375,6.274291666666667,6.2404166666666665,5.3224583333333335,4.870416666666666,5.157125,0.08691666666666666,0.8508660833333334,206.75833333333333,17.4,118.19945833333334
cliff,2019-11-22,6.3275,5.9875,6.119208333333334,6.05875,6.025791666666667,5.322416666666666,4.87125,5.1654583333333335,0.087125,0.8529065833333334,191.5125,17.4,118.94437500000001
cliff,2019-11-23,6.127750000000001,5.795625,5.925625,5.874583333333334,5.848958333333333,5.475083333333333,4.871666666666666,5.179,0.8791666666666667,8.665143541666668,150.25,17.45,119.2635
cliff,2019-11-24,5.96625,5.620666666666667,5.755333333333334,5.699708333333334,5.670875,5.5648333333333335,4.9279166666666665,5.179,4.404583333333333,43.39380975,255.2,17.516666666666666,119.003
cliff,2019-11-25,5.80425,5.437,5.567083333333334,5.506125,5.4805,5.455666666666667,5.0175,5.179,6.61775,65.0001435,473.6166666666667,12.658333333333333,118.57341666666667
cliff,2019-11-26,5.380708333333334,5.041625,5.198458333333333,5.140375,5.106041666666666,5.103083333333333,4.714583333333334,5.179,7.410083333333334,72.12393408333334,113.92083333333333,6.366666666666666,117.19520833333334
cliff,2019-11-27,4.722583333333334,4.380333333333334,4.4984166666666665,4.438833333333333,4.415,4.415958333333333,4.037916666666667,5.1706666666666665,7.667541666666667,73.31000245833333,398.7125,6.1875,116.63020833333333
cliff,2019-11-28,4.532,4.172041666666667,4.28825,4.234,4.2013750000000005,4.195208333333333,3.8254166666666665,5.130166666666667,7.725291666666667,73.434865375,510.8375,6.270833333333333,117.40595833333333
cliff,2019-11-29,4.272,3.941125,4.091291666666667,4.0456666666666665,4.02925,4.048,3.6866666666666665,5.0705833333333334,7.744,73.32723283333334,267.75416666666666,7.1875,117.78445833333333
cliff,2019-11-30,4.0805,3.761708333333333,3.9115,3.8885,3.885125,3.911,3.5625,5.001916666666666,7.768166666666667,73.28949808333333,156.97083333333333,7.441666666666666,118.436375
cliff,2019-12-01,3.6434583333333332,3.3578333333333332,3.6795833333333334,3.707125,3.7311666666666667,3.8277916666666667,3.4816666666666665,4.934,7.7668333333333335,73.11593929166666,248.46666666666667,6.616666666666666,118.83633333333333
cliff,2019-12-02,3.309458333333333,3.0534166666666667,3.585208333333333,3.7268333333333334,3.7706666666666666,3.8341250000000002,3.495416666666667,4.869291666666666,7.703625,72.53297204166667,309.9125,7.0249999999999995,119.7505
cliff,2019-12-03,3.34475,3.0269166666666667,3.6147916666666666,3.736625,3.7728333333333333,3.8597083333333333,3.529166666666667,4.815833333333333,7.61975,71.79157458333333,291.075,7.7375,119.94179166666667
