lake,date,temp_03.8,temp_04.6,temp_06.1,temp_08.4,temp_13.4,temp_18.4,temp_23.3,temp_24.3,temp_sediment,do_mg_l,do_sat,light_3.8,cond_24.3,level_4.6
cliff,2020-09-08,21.322125,20.880791666666667,20.854875,18.066125,8.442791666666666,6.075708333333333,5.218916666666667,5.16375,5.076,0.073625,0.7188239166666667,2191.3583333333336,10.395833333333334,118.15233333333333
cliff,2020-09-09,20.622625,20.245583333333336,20.2475,18.54775,8.445041666666667,6.082041666666667,5.221416666666666,5.16375,5.076,0.07358333333333333,0.7184637083333333,1444.1666666666667,10.458333333333334,118.05308333333333
cliff,2020-09-10,20.265333333333334,19.892583333333334,19.878541666666667,19.129208333333334,8.467916666666667,6.078916666666666,5.225041666666667,5.164166666666667,5.076,0.07358333333333333,0.71853075,1742.8666666666668,10.625,118.28983333333333
cliff,2020-09-11,19.99175,19.570958333333333,19.560333333333332,19.216541666666668,8.499,6.093833333333333,5.233291666666666,5.172916666666667,5.076,0.07345833333333333,0.717464875,1658.9916666666668,10.479166666666666,118.28566666666667
cliff,2020-09-12,19.793208333333332,19.404708333333332,19.386916666666668,19.133208333333332,8.519708333333334,6.092708333333333,5.239166666666667,5.17875,5.076,0.07358333333333333,0.718793625,1488.5666666666666,10.8,118.12408333333333
cliff,2020-09-13,19.614875,19.226583333333334,19.2195,18.997458333333334,8.534166666666666,6.107583333333333,5.2456249999999995,5.18375,5.083583333333333,0.07341666666666666,0.7172872083333334,1550.0083333333334,10.683333333333334,117.97183333333334
cliff,2020-09-14,19.230291666666666,18.885208333333335,18.90225,18.835958333333334,8.56525,6.101208333333333,5.263125,5.2025,5.102,0.07979166666666666,0.780025875,1302.8791666666666,10.454166666666667,118.02541666666667
cliff,2020-09-15,18.932958333333332,18.548708333333334,18.5655,18.465374999999998,8.577708333333334,6.122416666666666,5.25025,5.191666666666666,5.102,0.07341666666666666,0.7173725,1521.7541666666668,10.891666666666667,118.21295833333333
cliff,2020-09-16,18.647791666666667,18.279416666666666,18.292041666666666,18.224708333333332,8.597291666666667,6.116041666666667,5.258958333333333,5.1970833333333335,5.102,0.07358333333333333,0.7191646666666667,1214.9833333333333,10.795833333333334,118.09049999999999
cliff,2020-09-17,18.386125,18.021250000000002,18.04625,17.98,8.62,6.125708333333334,5.260958333333333,5.207916666666667,5.102,0.073375,0.7171635416666666,1424.4375,10.758333333333333,117.748875
cliff,2020-09-18,18.025458333333333,17.716458333333335,17.737166666666667,17.720458333333333,8.644,6.124583333333334,5.26225,5.205,5.102,0.07375,0.720852625,709.525,10.891666666666667,117.55570833333333
cliff,2020-09-19,17.76804166666667,17.359333333333336,17.351666666666667,17.31308333333333,8.662625,6.138416666666667,5.257541666666667,5.205416666666666,5.102,0.07370833333333333,0.7203589583333333,1568.85,10.816666666666666,117.77495833333333
cliff,2020-09-20,17.62125,17.185041666666667,17.175208333333334,17.108708333333333,8.677083333333334,6.141583333333333,5.265458333333333,5.21,5.102,0.07375,0.7209119583333333,1594.4083333333333,11,117.72425
cliff,2020-09-21,17.557666666666666,17.157333333333334,17.127666666666666,17.064041666666668,8.684333333333333,6.15,5.272958333333333,5.214583333333334,5.117166666666667,0.0735,0.7186081666666667,1512.3374999999999,10.958333333333334,117.59491666666666
cliff,2020-09-22,17.415,17.0345,17.038291666666666,16.951041666666665,8.719416666666667,6.1554166666666665,5.2755833333333335,5.2179166666666665,5.128,0.073625,0.7198795416666667,1122.5958333333333,11.033333333333333,117.73841666666667
cliff,2020-09-23,17.197,16.819916666666668,16.837083333333332,16.811208333333333,8.755666666666666,6.187166666666666,5.289833333333333,5.23375,5.128,0.074375,0.727503,1276.425,10.829166666666667,117.81366666666666
cliff,2020-09-24,16.903375,16.574458333333332,16.570166666666665,16.547375,8.753583333333333,6.171333333333333,5.289041666666667,5.235416666666667,5.128,0.07379166666666666,0.7217594583333333,624.7583333333333,10.920833333333334,117.60525
cliff,2020-09-25,16.796416666666666,16.379541666666668,16.377708333333334,16.326999999999998,8.780458333333334,6.177708333333333,5.296083333333334,5.235,5.128,0.073875,0.7227042916666666,1445.0541666666668,10.958333333333334,117.63354166666667
cliff,2020-09-26,16.724916666666665,16.335958333333334,16.318125,16.263583333333333,8.814541666666667,6.1915000000000004,5.301083333333334,5.247916666666667,5.128,0.073625,0.7203539166666667,1696.6708333333333,10.887500000000001,117.894375
cliff,2020-09-27,16.597916666666666,16.181124999999998,16.175041666666665,16.1235,8.832125,6.202166666666667,5.299041666666667,5.246666666666667,5.148583333333333,0.07379166666666666,0.72194525,1197.0416666666667,11.2125,118.1185
cliff,2020-09-28,16.43508333333333,16.03408333333333,16.028125,15.986541666666668,8.837291666666667,6.207458333333333,5.298541666666667,5.2575,5.154,0.073875,0.7227507083333333,1271.05,11.066666666666666,118.14529166666667
cliff,2020-09-29,16.407375,16.01425,15.997291666666667,15.946833333333334,8.869333333333334,6.2095416666666665,5.304833333333333,5.259166666666666,5.154,0.07391666666666666,0.7232742916666667,1165.2,11.104166666666666,118.05016666666667
cliff,2020-09-30,16.419291666666666,16.02225,16.008208333333332,15.95675,8.899291666666667,6.218041666666666,5.313041666666667,5.265416666666667,5.154,0.07370833333333333,0.7213913750000001,1192.5583333333334,11.091666666666667,118.25383333333333
cliff,2020-10-01,16.478875,16.06975,16.044916666666666,15.998333333333333,8.908458333333334,6.214916666666666,5.308958333333333,5.260416666666667,5.154,0.07370833333333333,0.7213147916666667,1441.0208333333333,11.229166666666666,118.16766666666666
cliff,2020-10-02,16.502625,16.12125,16.094708333333333,16.043875,8.935375,6.229791666666666,5.311,5.2675,5.154,0.07379166666666666,0.7221676666666667,1078.1875,11.15,118.01241666666667
cliff,2020-10-03,16.490791666666667,16.109333333333332,16.09675,16.052,8.956125,6.239416666666667,5.323875,5.2725,5.154,0.073875,0.7232242083333333,1205.5625,11.216666666666667,117.76225
cliff,2020-10-04,16.375666666666667,16.030166666666666,16.033,15.99925,8.966375,6.24475,5.318083333333333,5.267083333333334,5.1550416666666665,0.07383333333333333,0.7227084583333333,866.05,11.295833333333334,117.76079166666666
cliff,2020-10-05,16.240458333333333,15.855166666666667,15.868125,15.832375,8.989125,6.232916666666666,5.323458333333333,5.275,5.154,0.07391666666666666,0.7236255,1093.4375,11.154166666666667,117.933
cliff,2020-10-06,16.1175,15.751833333333334,15.738833333333334,15.704041666666667,8.999458333333333,6.241375,5.316833333333333,5.274166666666667,5.161291666666667,0.07404166666666666,0.7247264583333334,998.3541666666666,11.358333333333334,117.74795833333333
cliff,2020-10-07,15.974416666666666,15.6085,15.606791666666666,15.564833333333333,9.033416666666668,6.271,5.328458333333333,5.285,5.179,0.07408333333333333,0.7253491666666667,1004.6333333333333,11.204166666666667,117.374625
cliff,2020-10-08,15.759666666666666,15.4255,15.430666666666667,15.412791666666667,9.031416666666667,6.2700000000000005,5.325166666666666,5.285833333333334,5.179,0.07391666666666666,0.7236545,945.8875,11.354166666666666,117.22445833333333
cliff,2020-10-09,15.540875,15.178833333333333,15.179875000000001,15.151875,9.0675,6.27,5.329208333333334,5.287083333333333,5.179,0.07391666666666666,0.72373225,1105.5541666666666,11.5,117.14616666666667
cliff,2020-10-10,15.0115,14.780416666666667,14.794291666666666,14.803333333333333,9.057166666666667,6.27,5.338791666666666,5.286666666666666,5.179,0.073875,0.723503625,421.14166666666665,11.458333333333334,117.02491666666667
