lake,date_time,temp_c,light_intensity_lux,depth
gumboot,2019-11-21T18:00:00Z,6.064,0,2.5m
gumboot,2019-11-21T19:00:00Z,5.962,0,2.5m
gumboot,2019-11-21T20:00:00Z,5.962,0,2.5m
gumboot,2019-11-21T21:00:00Z,5.86,0,2.5m
gumboot,2019-11-21T22:00:00Z,5.86,0,2.5m
gumboot,2019-11-21T23:00:00Z,5.757,0,2.5m
gumboot,2019-11-22T00:00:00Z,5.757,0,2.5m
gumboot,2019-11-22T01:00:00Z,5.655,0,2.5m
gumboot,2019-11-22T02:00:00Z,5.655,0,2.5m
gumboot,2019-11-22T03:00:00Z,5.552,0,2.5m
gumboot,2019-11-22T04:00:00Z,5.552,0,2.5m
gumboot,2019-11-22T05:00:00Z,5.45,0,2.5m
gumboot,2019-11-22T06:00:00Z,5.347,0,2.5m
gumboot,2019-11-22T07:00:00Z,5.244,32.3,2.5m
gumboot,2019-11-22T08:00:00Z,5.347,753.5,2.5m
gumboot,2019-11-22T09:00:00Z,5.552,1334.7,2.5m
gumboot,2019-11-22T10:00:00Z,5.655,1636.1,2.5m
gumboot,2019-11-22T11:00:00Z,5.757,1377.8,2.5m
gumboot,2019-11-22T12:00:00Z,6.166,1280.9,2.5m
gumboot,2019-11-22T13:00:00Z,6.268,1377.8,2.5m
gumboot,2019-11-22T14:00:00Z,6.268,1334.7,2.5m
gumboot,2019-11-22T15:00:00Z,6.064,904.2,2.5m
gumboot,2019-11-22T16:00:00Z,5.757,527.4,2.5m
gumboot,2019-11-22T17:00:00Z,5.655,0,2.5m
gumboot,2019-11-22T18:00:00Z,5.655,0,2.5m
gumboot,2019-11-22T19:00:00Z,5.655,0,2.5m
gumboot,2019-11-22T20:00:00Z,5.552,0,2.5m
gumboot,2019-11-22T21:00:00Z,5.45,0,2.5m
gumboot,2019-11-22T22:00:00Z,5.45,0,2.5m
gumboot,2019-11-22T23:00:00Z,5.45,0,2.5m
gumboot,2019-11-23T00:00:00Z,5.347,0,2.5m
gumboot,2019-11-23T01:00:00Z,5.347,0,2.5m
gumboot,2019-11-23T02:00:00Z,5.347,0,2.5m
gumboot,2019-11-23T03:00:00Z,5.244,0,2.5m
gumboot,2019-11-23T04:00:00Z,5.244,0,2.5m
gumboot,2019-11-23T05:00:00Z,5.141,0,2.5m
gumboot,2019-11-23T06:00:00Z,5.037,0,2.5m
gumboot,2019-11-23T07:00:00Z,4.831,21.5,2.5m
gumboot,2019-11-23T08:00:00Z,5.037,699.7,2.5m
gumboot,2019-11-23T09:00:00Z,5.141,1377.8,2.5m
gumboot,2019-11-23T10:00:00Z,5.347,1463.9,2.5m
gumboot,2019-11-23T11:00:00Z,5.45,1550,2.5m
gumboot,2019-11-23T12:00:00Z,5.757,1130.2,2.5m
gumboot,2019-11-23T13:00:00Z,5.86,1248.6,2.5m
