"Plot Title: gumboot_light_pendant_2"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 21207363, SEN S/N: 21207363)","Intensity, Lux (LGR S/N: 21207363, SEN S/N: 21207363)","Coupler Detached (LGR S/N: 21207363)","Coupler Attached (LGR S/N: 21207363)","Host Connected (LGR S/N: 21207363)","Stopped (LGR S/N: 21207363)","End Of File (LGR S/N: 21207363)"
1,11/12/21 05:06:41 PM,19.758,32.3,,,,,
2,11/12/21 05:07:24 PM,,,Logged,,,,
3,11/12/21 06:06:41 PM,18.521,0.0,,,,,
4,11/12/21 07:06:41 PM,15.473,0.0,,,,,
5,11/12/21 08:06:41 PM,15.282,0.0,,,,,
6,11/12/21 09:06:41 PM,14.804,0.0,,,,,
7,11/12/21 10:06:41 PM,14.325,0.0,,,,,
8,11/12/21 11:06:41 PM,14.038,0.0,,,,,
9,11/13/21 12:06:41 AM,13.846,0.0,,,,,
10,11/13/21 01:06:41 AM,13.461,0.0,,,,,
11,11/13/21 02:06:41 AM,13.076,0.0,,,,,
12,11/13/21 03:06:41 AM,12.787,0.0,,,,,
13,11/13/21 04:06:41 AM,12.497,0.0,,,,,
14,11/13/21 05:06:41 AM,4.831,0.0,,,,,
15,11/13/21 06:06:41 AM,5.347,0.0,,,,,
16,11/13/21 07:06:41 AM,11.334,0.0,,,,,
17,11/13/21 08:06:41 AM,13.558,10.8,,,,,
18,11/13/21 09:06:41 AM,15.187,10.8,,,,,
19,11/13/21 10:06:41 AM,17.760,0.0,,,,,
20,11/13/21 11:06:41 AM,20.615,150.7,,,,,
21,11/13/21 12:06:41 PM,5.244,1334.7,,,,,
22,11/13/21 01:06:41 PM,4.519,1011.8,,,,,
23,11/13/21 02:06:41 PM,4.519,721.2,,,,,
24,11/13/21 03:06:41 PM,4.519,355.2,,,,,
25,11/13/21 04:06:41 PM,4.415,107.6,,,,,
26,11/13/21 05:06:41 PM,4.415,0.0,,,,,
27,11/13/21 06:06:41 PM,4.415,0.0,,,,,
28,11/13/21 07:06:41 PM,4.415,0.0,,,,,
29,11/13/21 08:06:41 PM,4.519,0.0,,,,,
30,11/13/21 09:06:41 PM,4.519,0.0,,,,,
31,11/13/21 10:06:41 PM,4.415,0.0,,,,,
32,11/13/21 11:06:41 PM,4.415,0.0,,,,,
33,11/14/21 12:06:41 AM,4.519,0.0,,,,,
34,11/14/21 01:06:41 AM,4.623,0.0,,,,,
35,11/14/21 02:06:41 AM,4.623,0.0,,,,,
36,11/14/21 03:06:41 AM,4.415,0.0,,,,,
37,11/14/21 04:06:41 AM,4.519,0.0,,,,,
38,11/14/21 05:06:41 AM,4.519,0.0,,,,,
39,11/14/21 06:06:41 AM,4.519,0.0,,,,,
40,11/14/21 07:06:41 AM,4.519,10.8,,,,,
41,11/14/21 08:06:41 AM,4.519,355.2,,,,,
42,11/14/21 09:06:41 AM,4.623,807.3,,,,,
43,11/14/21 10:06:41 AM,4.727,1054.9,,,,,
44,11/14/21 11:06:41 AM,4.623,1324.0,,,,,
45,11/14/21 12:06:41 PM,4.727,1463.9,,,,,
46,11/14/21 01:06:41 PM,4.623,968.8,,,,,
47,11/14/21 02:06:41 PM,4.623,721.2,,,,,
48,11/14/21 03:06:41 PM,4.623,398.3,,,,,
49,11/14/21 04:06:41 PM,4.623,129.2,,,,,
50,11/14/21 05:06:41 PM,4.623,0.0,,,,,
51,11/14/21 06:06:41 PM,4.623,0.0,,,,,
52,11/14/21 07:06:41 PM,4.623,0.0,,,,,
53,11/14/21 08:06:41 PM,4.623,0.0,,,,,
54,11/14/21 09:06:41 PM,4.623,0.0,,,,,
55,11/14/21 10:06:41 PM,4.623,0.0,,,,,
56,11/14/21 11:06:41 PM,4.623,0.0,,,,,
57,11/15/21 12:06:41 AM,4.727,0.0,,,,,
58,11/15/21 01:06:41 AM,4.623,0.0,,,,,
59,11/15/21 02:06:41 AM,4.623,0.0,,,,,
60,11/15/21 03:06:41 AM,4.727,0.0,,,,,
61,11/15/21 04:06:41 AM,4.831,0.0,,,,,
62,11/15/21 05:06:41 AM,5.141,0.0,,,,,
63,11/15/21 06:06:41 AM,5.037,0.0,,,,,
64,11/15/21 07:06:41 AM,4.727,10.8,,,,,
65,11/15/21 08:06:41 AM,4.831,301.4,,,,,
66,11/15/21 09:06:41 AM,5.037,688.9,,,,,
67,11/15/21 10:06:41 AM,5.141,893.4,,,,,
68,11/15/21 11:06:41 AM,5.141,1162.5,,,,,
69,11/15/21 12:06:41 PM,5.244,1356.3,,,,,
70,11/15/21 01:06:41 PM,5.244,1054.9,,,,,
71,11/15/21 02:06:41 PM,5.244,850.4,,,,,
72,11/15/21 03:06:41 PM,5.141,441.3,,,,,
73,11/15/21 04:06:41 PM,5.141,161.5,,,,,
74,11/15/21 05:06:41 PM,5.141,0.0,,,,,
75,11/15/21 06:06:41 PM,5.141,0.0,,,,,
76,11/15/21 07:06:41 PM,5.244,0.0,,,,,
77,11/15/21 08:06:41 PM,5.244,0.0,,,,,
78,11/15/21 09:06:41 PM,5.244,0.0,,,,,
79,11/15/21 10:06:41 PM,5.244,0.0,,,,,
80,11/15/21 11:06:41 PM,5.244,0.0,,,,,
81,11/16/21 12:06:41 AM,5.244,0.0,,,,,
82,11/16/21 01:06:41 AM,5.244,0.0,,,,,
83,11/16/21 02:06:41 AM,5.244,0.0,,,,,
84,11/16/21 03:06:41 AM,5.347,0.0,,,,,
85,11/16/21 04:06:41 AM,5.347,0.0,,,,,
86,11/16/21 05:06:41 AM,5.244,0.0,,,,,
87,11/16/21 06:06:41 AM,5.244,0.0,,,,,
88,11/16/21 07:06:41 AM,5.037,21.5,,,,,
89,11/16/21 08:06:41 AM,4.934,204.5,,,,,
90,11/16/21 09:06:41 AM,4.934,516.7,,,,,
91,11/16/21 10:06:41 AM,5.037,947.2,,,,,
92,11/16/21 11:06:41 AM,4.934,1011.8,,,,,
93,11/16/21 12:06:41 PM,5.244,1324.0,,,,,
94,11/16/21 01:06:41 PM,5.450,818.1,,,,,
95,11/16/21 02:06:41 PM,5.552,678.1,,,,,
96,11/16/21 03:06:41 PM,5.450,344.4,,,,,
97,11/16/21 04:06:41 PM,5.347,96.9,,,,,
98,11/16/21 05:06:41 PM,5.244,0.0,,,,,
99,11/16/21 06:06:41 PM,5.244,0.0,,,,,
100,11/16/21 07:06:41 PM,5.141,0.0,,,,,
101,11/16/21 08:06:41 PM,5.141,0.0,,,,,
102,11/16/21 09:06:41 PM,5.141,0.0,,,,,
103,11/16/21 10:06:41 PM,5.141,0.0,,,,,
104,11/16/21 11:06:41 PM,4.934,0.0,,,,,
105,11/17/21 12:06:41 AM,4.934,0.0,,,,,
106,11/17/21 01:06:41 AM,4.831,0.0,,,,,
107,11/17/21 02:06:41 AM,4.831,0.0,,,,,
108,11/17/21 03:06:41 AM,4.831,0.0,,,,,
109,11/17/21 04:06:41 AM,4.727,0.0,,,,,
110,11/17/21 05:06:41 AM,4.727,0.0,,,,,
111,11/17/21 06:06:41 AM,4.623,0.0,,,,,
112,11/17/21 07:06:41 AM,4.623,21.5,,,,,
113,11/17/21 08:06:41 AM,4.519,226.0,,,,,
114,11/17/21 09:06:41 AM,4.415,495.1,,,,,
115,11/17/21 10:06:41 AM,4.519,882.6,,,,,
116,11/17/21 11:06:41 AM,4.727,1087.2,,,,,
117,11/17/21 12:06:41 PM,4.519,990.3,,,,,
118,11/17/21 01:06:41 PM,4.519,1194.8,,,,,
119,11/17/21 02:06:41 PM,4.519,882.6,,,,,
120,11/17/21 03:06:41 PM,4.519,678.1,,,,,
121,11/17/21 04:06:41 PM,4.519,183.0,,,,,
122,11/17/21 05:06:41 PM,4.519,0.0,,,,,
123,11/17/21 06:06:41 PM,4.519,0.0,,,,,
124,11/17/21 07:06:41 PM,4.519,0.0,,,,,
125,11/17/21 08:06:41 PM,4.519,0.0,,,,,
126,11/17/21 09:06:41 PM,4.519,0.0,,,,,
127,11/17/21 10:06:41 PM,4.519,0.0,,,,,
128,11/17/21 11:06:41 PM,4.519,0.0,,,,,
129,11/18/21 12:06:41 AM,4.519,0.0,,,,,
130,11/18/21 01:06:41 AM,4.623,0.0,,,,,
131,11/18/21 02:06:41 AM,4.727,0.0,,,,,
132,11/18/21 03:06:41 AM,4.623,0.0,,,,,
133,11/18/21 04:06:41 AM,4.623,0.0,,,,,
134,11/18/21 05:06:41 AM,4.623,0.0,,,,,
135,11/18/21 06:06:41 AM,4.623,0.0,,,,,
136,11/18/21 07:06:41 AM,4.623,0.0,,,,,
137,11/18/21 08:06:41 AM,4.623,258.3,,,,,
138,11/18/21 09:06:41 AM,4.519,355.2,,,,,
139,11/18/21 10:06:41 AM,4.623,678.1,,,,,
140,11/18/21 11:06:41 AM,4.623,495.1,,,,,
141,11/18/21 12:06:41 PM,4.623,312.2,,,,,
142,11/18/21 01:06:41 PM,4.519,764.2,,,,,
143,11/18/21 02:06:41 PM,4.519,688.9,,,,,
144,11/18/21 03:06:41 PM,4.519,129.2,,,,,
145,11/18/21 04:06:41 PM,4.519,53.8,,,,,
146,11/18/21 05:06:41 PM,4.519,0.0,,,,,
147,11/18/21 06:06:41 PM,4.415,0.0,,,,,
148,11/18/21 07:06:41 PM,4.415,0.0,,,,,
149,11/18/21 08:06:41 PM,4.311,0.0,,,,,
150,11/18/21 09:06:41 PM,4.311,0.0,,,,,
151,11/18/21 10:06:41 PM,4.102,0.0,,,,,
152,11/18/21 11:06:41 PM,3.998,0.0,,,,,
153,11/19/21 12:06:41 AM,3.893,0.0,,,,,
154,11/19/21 01:06:41 AM,3.893,0.0,,,,,
155,11/19/21 02:06:41 AM,4.102,0.0,,,,,
156,11/19/21 03:06:41 AM,3.998,0.0,,,,,
157,11/19/21 04:06:41 AM,3.998,0.0,,,,,
158,11/19/21 05:06:41 AM,3.893,0.0,,,,,
159,11/19/21 06:06:41 AM,3.998,0.0,,,,,
160,11/19/21 07:06:41 AM,3.998,0.0,,,,,
161,11/19/21 08:06:41 AM,3.998,161.5,,,,,
162,11/19/21 09:06:41 AM,3.998,721.2,,,,,
163,11/19/21 10:06:41 AM,4.102,1377.8,,,,,
164,11/19/21 11:06:41 AM,3.998,269.1,,,,,
165,11/19/21 12:06:41 PM,4.102,1097.9,,,,,
166,11/19/21 01:06:41 PM,4.207,1377.8,,,,,
167,11/19/21 02:06:41 PM,4.207,1184.0,,,,,
168,11/19/21 03:06:41 PM,4.311,775.0,,,,,
169,11/19/21 04:06:41 PM,4.311,64.6,,,,,
170,11/19/21 05:06:41 PM,4.415,0.0,,,,,
171,11/19/21 06:06:41 PM,4.415,0.0,,,,,
172,11/19/21 07:06:41 PM,4.415,0.0,,,,,
173,11/19/21 08:06:41 PM,4.415,0.0,,,,,
174,11/19/21 09:06:41 PM,4.415,0.0,,,,,
175,11/19/21 10:06:41 PM,4.415,0.0,,,,,
176,11/19/21 11:06:41 PM,4.311,0.0,,,,,
177,11/20/21 12:06:41 AM,4.207,0.0,,,,,
178,11/20/21 01:06:41 AM,4.311,0.0,,,,,
179,11/20/21 02:06:41 AM,4.207,0.0,,,,,
180,11/20/21 03:06:41 AM,4.311,0.0,,,,,
181,11/20/21 04:06:41 AM,4.311,0.0,,,,,
182,11/20/21 05:06:41 AM,4.207,0.0,,,,,
183,11/20/21 06:06:41 AM,4.207,0.0,,,,,
184,11/20/21 07:06:41 AM,4.207,10.8,,,,,
185,11/20/21 08:06:41 AM,4.207,172.2,,,,,
186,11/20/21 09:06:41 AM,4.311,441.3,,,,,
187,11/20/21 10:06:41 AM,4.311,721.2,,,,,
188,11/20/21 11:06:41 AM,4.207,904.2,,,,,
189,11/20/21 12:06:41 PM,4.207,893.4,,,,,
190,11/20/21 01:06:41 PM,4.102,721.2,,,,,
191,11/20/21 02:06:41 PM,4.311,495.1,,,,,
192,11/20/21 03:06:41 PM,4.311,139.9,,,,,
193,11/20/21 04:06:41 PM,4.207,64.6,,,,,
194,11/20/21 05:06:41 PM,4.311,0.0,,,,,
195,11/20/21 06:06:41 PM,4.415,0.0,,,,,
196,11/20/21 07:06:41 PM,4.415,0.0,,,,,
197,11/20/21 08:06:41 PM,4.311,0.0,,,,,
198,11/20/21 09:06:41 PM,4.311,0.0,,,,,
199,11/20/21 10:06:41 PM,4.311,0.0,,,,,
200,11/20/21 11:06:41 PM,4.207,0.0,,,,,
201,11/21/21 12:06:41 AM,4.207,0.0,,,,,
202,11/21/21 01:06:41 AM,4.207,0.0,,,,,
203,11/21/21 02:06:41 AM,4.207,0.0,,,,,
204,11/21/21 03:06:41 AM,4.207,0.0,,,,,
205,11/21/21 04:06:41 AM,4.311,0.0,,,,,
206,11/21/21 05:06:41 AM,4.311,0.0,,,,,
207,11/21/21 06:06:41 AM,4.311,0.0,,,,,
208,11/21/21 07:06:41 AM,4.311,10.8,,,,,
209,11/21/21 08:06:41 AM,4.207,172.2,,,,,
210,11/21/21 09:06:41 AM,4.311,441.3,,,,,
211,11/21/21 10:06:41 AM,4.311,753.5,,,,,
212,11/21/21 11:06:41 AM,4.311,936.5,,,,,
213,11/21/21 12:06:41 PM,4.415,807.3,,,,,
214,11/21/21 01:06:41 PM,4.519,688.9,,,,,
215,11/21/21 02:06:41 PM,4.415,484.4,,,,,
216,11/21/21 03:06:41 PM,4.311,150.7,,,,,
217,11/21/21 04:06:41 PM,4.415,86.1,,,,,
218,11/21/21 05:06:41 PM,4.415,0.0,,,,,
219,11/21/21 06:06:41 PM,4.415,0.0,,,,,
220,11/21/21 07:06:41 PM,4.415,0.0,,,,,
221,11/21/21 08:06:41 PM,4.415,0.0,,,,,
222,11/21/21 09:06:41 PM,4.311,0.0,,,,,
223,11/21/21 10:06:41 PM,4.311,0.0,,,,,
224,11/21/21 11:06:41 PM,4.415,0.0,,,,,
225,11/22/21 12:06:41 AM,4.311,0.0,,,,,
226,11/22/21 01:06:41 AM,4.415,0.0,,,,,
227,11/22/21 02:06:41 AM,4.311,0.0,,,,,
228,11/22/21 03:06:41 AM,4.415,0.0,,,,,
229,11/22/21 04:06:41 AM,4.415,0.0,,,,,
230,11/22/21 05:06:41 AM,4.415,0.0,,,,,
231,11/22/21 06:06:41 AM,4.415,0.0,,,,,
232,11/22/21 07:06:41 AM,4.415,10.8,,,,,
233,11/22/21 08:06:41 AM,4.415,150.7,,,,,
234,11/22/21 09:06:41 AM,4.519,355.2,,,,,
235,11/22/21 10:06:41 AM,4.519,581.3,,,,,
236,11/22/21 11:06:41 AM,4.519,785.8,,,,,
237,11/22/21 12:06:41 PM,4.623,807.3,,,,,
238,11/22/21 01:06:41 PM,4.623,699.7,,,,,
239,11/22/21 02:06:41 PM,4.623,505.9,,,,,
240,11/22/21 03:06:41 PM,4.623,118.4,,,,,
241,11/22/21 04:06:41 PM,4.623,53.8,,,,,
242,11/22/21 05:06:41 PM,4.623,0.0,,,,,
243,11/22/21 06:06:41 PM,4.623,0.0,,,,,
244,11/22/21 07:06:41 PM,4.623,0.0,,,,,
245,11/22/21 08:06:41 PM,4.623,0.0,,,,,
246,11/22/21 09:06:41 PM,4.623,0.0,,,,,
247,11/22/21 10:06:41 PM,4.623,0.0,,,,,
248,11/22/21 11:06:41 PM,4.623,0.0,,,,,
249,11/23/21 12:06:41 AM,4.519,0.0,,,,,
250,11/23/21 01:06:41 AM,4.519,0.0,,,,,
251,11/23/21 02:06:41 AM,4.519,0.0,,,,,
252,11/23/21 03:06:41 AM,4.519,0.0,,,,,
253,11/23/21 04:06:41 AM,4.519,0.0,,,,,
254,11/23/21 05:06:41 AM,4.727,0.0,,,,,
255,11/23/21 06:06:41 AM,4.727,0.0,,,,,
256,11/23/21 07:06:41 AM,4.311,0.0,,,,,
257,11/23/21 08:06:41 AM,4.519,75.3,,,,,
258,11/23/21 09:06:41 AM,4.623,139.9,,,,,
259,11/23/21 10:06:41 AM,4.727,376.7,,,,,
260,11/23/21 11:06:41 AM,4.519,495.1,,,,,
261,11/23/21 12:06:41 PM,4.519,549.0,,,,,
262,11/23/21 01:06:41 PM,4.311,592.0,,,,,
263,11/23/21 02:06:41 PM,4.207,452.1,,,,,
264,11/23/21 03:06:41 PM,4.207,75.3,,,,,
265,11/23/21 04:06:41 PM,4.415,10.8,,,,,
266,11/23/21 05:06:41 PM,4.415,0.0,,,,,
267,11/23/21 06:06:41 PM,4.415,0.0,,,,,
268,11/23/21 07:06:41 PM,4.207,0.0,,,,,
269,11/23/21 08:06:41 PM,4.415,0.0,,,,,
270,11/23/21 09:06:41 PM,4.311,0.0,,,,,
271,11/23/21 10:06:41 PM,4.311,0.0,,,,,
272,11/23/21 11:06:41 PM,4.311,0.0,,,,,
273,11/24/21 12:06:41 AM,4.207,0.0,,,,,
274,11/24/21 01:06:41 AM,4.207,0.0,,,,,
275,11/24/21 02:06:41 AM,4.207,0.0,,,,,
276,11/24/21 03:06:41 AM,4.311,0.0,,,,,
277,11/24/21 04:06:41 AM,4.207,0.0,,,,,
278,11/24/21 05:06:41 AM,4.207,0.0,,,,,
279,11/24/21 06:06:41 AM,4.311,0.0,,,,,
280,11/24/21 07:06:41 AM,4.207,0.0,,,,,
281,11/24/21 08:06:41 AM,4.207,107.6,,,,,
282,11/24/21 09:06:41 AM,4.207,301.4,,,,,
283,11/24/21 10:06:41 AM,4.207,473.6,,,,,
284,11/24/21 11:06:41 AM,4.207,602.8,,,,,
285,11/24/21 12:06:41 PM,4.311,645.8,,,,,
286,11/24/21 01:06:41 PM,4.311,602.8,,,,,
287,11/24/21 02:06:41 PM,4.311,398.3,,,,,
288,11/24/21 03:06:41 PM,4.311,107.6,,,,,
289,11/24/21 04:06:41 PM,4.311,21.5,,,,,
290,11/24/21 05:06:41 PM,4.311,0.0,,,,,
291,11/24/21 06:06:41 PM,4.311,0.0,,,,,
292,11/24/21 07:06:41 PM,4.311,0.0,,,,,
293,11/24/21 08:06:41 PM,4.311,0.0,,,,,
294,11/24/21 09:06:41 PM,4.311,0.0,,,,,
295,11/24/21 10:06:41 PM,4.311,0.0,,,,,
296,11/24/21 11:06:41 PM,4.311,0.0,,,,,
297,11/25/21 12:06:41 AM,4.311,0.0,,,,,
298,11/25/21 01:06:41 AM,4.311,0.0,,,,,
299,11/25/21 02:06:41 AM,4.415,0.0,,,,,
300,11/25/21 03:06:41 AM,4.415,0.0,,,,,
301,11/25/21 04:06:41 AM,4.415,0.0,,,,,
302,11/25/21 05:06:41 AM,4.415,0.0,,,,,
303,11/25/21 06:06:41 AM,4.311,0.0,,,,,
304,11/25/21 07:06:41 AM,4.415,0.0,,,,,
305,11/25/21 08:06:41 AM,4.415,96.9,,,,,
306,11/25/21 09:06:41 AM,4.519,333.7,,,,,
307,11/25/21 10:06:41 AM,4.519,452.1,,,,,
308,11/25/21 11:06:41 AM,4.519,656.6,,,,,
309,11/25/21 12:06:41 PM,4.623,1054.9,,,,,
310,11/25/21 01:06:41 PM,4.623,699.7,,,,,
311,11/25/21 02:06:41 PM,4.623,613.5,,,,,
312,11/25/21 03:06:41 PM,4.623,258.3,,,,,
313,11/25/21 04:06:41 PM,4.519,86.1,,,,,
314,11/25/21 05:06:41 PM,4.519,0.0,,,,,
315,11/25/21 06:06:41 PM,4.519,0.0,,,,,
316,11/25/21 07:06:41 PM,4.519,0.0,,,,,
317,11/25/21 08:06:41 PM,4.519,0.0,,,,,
318,11/25/21 09:06:41 PM,4.519,0.0,,,,,
319,11/25/21 10:06:41 PM,4.519,0.0,,,,,
320,11/25/21 11:06:41 PM,4.519,0.0,,,,,
321,11/26/21 12:06:41 AM,4.623,0.0,,,,,
322,11/26/21 01:06:41 AM,4.519,0.0,,,,,
323,11/26/21 02:06:41 AM,4.519,0.0,,,,,
324,11/26/21 03:06:41 AM,4.519,0.0,,,,,
325,11/26/21 04:06:41 AM,4.519,0.0,,,,,
326,11/26/21 05:06:41 AM,4.519,0.0,,,,,
327,11/26/21 06:06:41 AM,4.519,0.0,,,,,
328,11/26/21 07:06:41 AM,4.623,0.0,,,,,
329,11/26/21 08:06:41 AM,4.623,215.3,,,,,
330,11/26/21 09:06:41 AM,4.727,473.6,,,,,
331,11/26/21 10:06:41 AM,4.727,968.8,,,,,
332,11/26/21 11:06:41 AM,4.831,914.9,,,,,
333,11/26/21 12:06:41 PM,4.831,818.1,,,,,
334,11/26/21 01:06:41 PM,4.831,914.9,,,,,
335,11/26/21 02:06:41 PM,4.623,301.4,,,,,
336,11/26/21 03:06:41 PM,4.727,301.4,,,,,
337,11/26/21 04:06:41 PM,4.623,75.3,,,,,
338,11/26/21 05:06:41 PM,4.519,0.0,,,,,
339,11/26/21 06:06:41 PM,4.623,0.0,,,,,
340,11/26/21 07:06:41 PM,4.727,0.0,,,,,
341,11/26/21 08:06:41 PM,4.623,0.0,,,,,
342,11/26/21 09:06:41 PM,4.623,0.0,,,,,
343,11/26/21 10:06:41 PM,4.623,0.0,,,,,
344,11/26/21 11:06:41 PM,4.623,0.0,,,,,
345,11/27/21 12:06:41 AM,4.623,0.0,,,,,
346,11/27/21 01:06:41 AM,4.623,0.0,,,,,
347,11/27/21 02:06:41 AM,4.623,0.0,,,,,
348,11/27/21 03:06:41 AM,4.623,0.0,,,,,
349,11/27/21 04:06:41 AM,4.623,0.0,,,,,
350,11/27/21 05:06:41 AM,4.623,0.0,,,,,
351,11/27/21 06:06:41 AM,4.623,0.0,,,,,
352,11/27/21 07:06:41 AM,4.727,0.0,,,,,
353,11/27/21 08:06:41 AM,4.623,96.9,,,,,
354,11/27/21 09:06:41 AM,4.727,376.7,,,,,
355,11/27/21 10:06:41 AM,4.623,592.0,,,,,
356,11/27/21 11:06:41 AM,4.727,807.3,,,,,
357,11/27/21 12:06:41 PM,4.831,850.4,,,,,
358,11/27/21 01:06:41 PM,4.623,602.8,,,,,
359,11/27/21 02:06:41 PM,4.623,452.1,,,,,
360,11/27/21 03:06:41 PM,4.623,96.9,,,,,
361,11/27/21 04:06:41 PM,4.623,75.3,,,,,
362,11/27/21 05:06:41 PM,4.623,0.0,,,,,
363,11/27/21 06:06:41 PM,4.623,0.0,,,,,
364,11/27/21 07:06:41 PM,4.623,0.0,,,,,
365,11/27/21 08:06:41 PM,4.623,0.0,,,,,
366,11/27/21 09:06:41 PM,4.623,0.0,,,,,
367,11/27/21 10:06:41 PM,4.727,0.0,,,,,
368,11/27/21 11:06:41 PM,4.727,0.0,,,,,
369,11/28/21 12:06:41 AM,4.623,0.0,,,,,
370,11/28/21 01:06:41 AM,4.623,0.0,,,,,
371,11/28/21 02:06:41 AM,4.623,0.0,,,,,
372,11/28/21 03:06:41 AM,4.623,0.0,,,,,
373,11/28/21 04:06:41 AM,4.727,0.0,,,,,
374,11/28/21 05:06:41 AM,4.727,0.0,,,,,
375,11/28/21 06:06:41 AM,4.727,0.0,,,,,
376,11/28/21 07:06:41 AM,4.727,0.0,,,,,
377,11/28/21 08:06:41 AM,4.831,183.0,,,,,
378,11/28/21 09:06:41 AM,4.831,312.2,,,,,
379,11/28/21 10:06:41 AM,4.831,441.3,,,,,
380,11/28/21 11:06:41 AM,4.934,710.4,,,,,
381,11/28/21 12:06:41 PM,4.934,592.0,,,,,
382,11/28/21 01:06:41 PM,4.831,538.2,,,,,
383,11/28/21 02:06:41 PM,4.831,376.7,,,,,
384,11/28/21 03:06:41 PM,4.831,96.9,,,,,
385,11/28/21 04:06:41 PM,4.831,64.6,,,,,
386,11/28/21 05:06:41 PM,4.831,0.0,,,,,
387,11/28/21 06:06:41 PM,4.831,0.0,,,,,
388,11/28/21 07:06:41 PM,4.831,0.0,,,,,
389,11/28/21 08:06:41 PM,4.831,0.0,,,,,
390,11/28/21 09:06:41 PM,4.831,0.0,,,,,
391,11/28/21 10:06:41 PM,4.831,0.0,,,,,
392,11/28/21 11:06:41 PM,4.831,0.0,,,,,
393,11/29/21 12:06:41 AM,4.831,0.0,,,,,
394,11/29/21 01:06:41 AM,4.831,0.0,,,,,
395,11/29/21 02:06:41 AM,4.831,0.0,,,,,
396,11/29/21 03:06:41 AM,4.831,0.0,,,,,
397,11/29/21 04:06:41 AM,4.831,0.0,,,,,
398,11/29/21 05:06:41 AM,4.831,0.0,,,,,
399,11/29/21 06:06:41 AM,4.831,0.0,,,,,
400,11/29/21 07:06:41 AM,4.727,0.0,,,,,
401,11/29/21 08:06:41 AM,4.727,118.4,,,,,
402,11/29/21 09:06:41 AM,4.727,376.7,,,,,
403,11/29/21 10:06:41 AM,4.727,581.3,,,,,
404,11/29/21 11:06:41 AM,4.831,570.5,,,,,
405,11/29/21 12:06:41 PM,4.831,613.5,,,,,
406,11/29/21 01:06:41 PM,4.934,592.0,,,,,
407,11/29/21 02:06:41 PM,4.831,376.7,,,,,
408,11/29/21 03:06:41 PM,4.831,226.0,,,,,
409,11/29/21 04:06:41 PM,4.831,43.1,,,,,
410,11/29/21 05:06:41 PM,4.831,0.0,,,,,
411,11/29/21 06:06:41 PM,4.831,0.0,,,,,
412,11/29/21 07:06:41 PM,4.831,0.0,,,,,
413,11/29/21 08:06:41 PM,4.831,0.0,,,,,
414,11/29/21 09:06:41 PM,4.831,0.0,,,,,
415,11/29/21 10:06:41 PM,4.831,0.0,,,,,
416,11/29/21 11:06:41 PM,4.831,0.0,,,,,
417,11/30/21 12:06:41 AM,4.831,0.0,,,,,
418,11/30/21 01:06:41 AM,4.831,0.0,,,,,
419,11/30/21 02:06:41 AM,4.831,0.0,,,,,
420,11/30/21 03:06:41 AM,4.831,0.0,,,,,
421,11/30/21 04:06:41 AM,4.831,0.0,,,,,
422,11/30/21 05:06:41 AM,4.727,0.0,,,,,
423,11/30/21 06:06:41 AM,4.727,0.0,,,,,
424,11/30/21 07:06:41 AM,4.727,0.0,,,,,
425,11/30/21 08:06:41 AM,4.727,172.2,,,,,
426,11/30/21 09:06:41 AM,4.727,559.7,,,,,
427,11/30/21 10:06:41 AM,4.831,484.4,,,,,
428,11/30/21 11:06:41 AM,4.831,527.4,,,,,
429,11/30/21 12:06:41 PM,4.831,592.0,,,,,
430,11/30/21 01:06:41 PM,4.831,505.9,,,,,
431,11/30/21 02:06:41 PM,4.831,366.0,,,,,
432,11/30/21 03:06:41 PM,4.831,86.1,,,,,
433,11/30/21 04:06:41 PM,4.831,43.1,,,,,
434,11/30/21 05:06:41 PM,4.831,0.0,,,,,
435,11/30/21 06:06:41 PM,4.831,0.0,,,,,
436,11/30/21 07:06:41 PM,4.831,0.0,,,,,
437,11/30/21 08:06:41 PM,4.831,0.0,,,,,
438,11/30/21 09:06:41 PM,4.831,0.0,,,,,
439,11/30/21 10:06:41 PM,4.831,0.0,,,,,
440,11/30/21 11:06:41 PM,4.831,0.0,,,,,
441,12/01/21 12:06:41 AM,4.831,0.0,,,,,
442,12/01/21 01:06:41 AM,4.831,0.0,,,,,
443,12/01/21 02:06:41 AM,4.831,0.0,,,,,
444,12/01/21 03:06:41 AM,4.831,0.0,,,,,
445,12/01/21 04:06:41 AM,4.831,0.0,,,,,
446,12/01/21 05:06:41 AM,4.831,0.0,,,,,
447,12/01/21 06:06:41 AM,4.831,0.0,,,,,
448,12/01/21 07:06:41 AM,4.831,0.0,,,,,
449,12/01/21 08:06:41 AM,4.831,150.7,,,,,
450,12/01/21 09:06:41 AM,4.831,322.9,,,,,
451,12/01/21 10:06:41 AM,4.831,570.5,,,,,
452,12/01/21 11:06:41 AM,4.934,688.9,,,,,
453,12/01/21 12:06:41 PM,4.934,656.6,,,,,
454,12/01/21 01:06:41 PM,5.037,516.7,,,,,
455,12/01/21 02:06:41 PM,4.934,355.2,,,,,
456,12/01/21 03:06:41 PM,4.934,86.1,,,,,
457,12/01/21 04:06:41 PM,4.934,43.1,,,,,
458,12/01/21 05:06:41 PM,4.934,0.0,,,,,
459,12/01/21 06:06:41 PM,4.934,0.0,,,,,
