"Plot Title: gumboot_sediment"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20732846, SEN S/N: 20732846)","GDD, DDc (LGR S/N: 20732846)"
222,06/28/20 11:00:00 PM,12.896,
223,06/29/20 12:00:00 AM,12.920,
224,06/29/20 01:00:00 AM,12.920,
225,06/29/20 02:00:00 AM,12.944,
226,06/29/20 03:00:00 AM,12.944,
227,06/29/20 04:00:00 AM,12.944,
228,06/29/20 05:00:00 AM,12.968,
229,06/29/20 06:00:00 AM,12.968,
230,06/29/20 07:00:00 AM,12.992,
231,06/29/20 08:00:00 AM,12.992,
232,06/29/20 09:00:00 AM,12.992,
233,06/29/20 10:00:00 AM,13.016,
234,06/29/20 11:00:00 AM,13.016,
235,06/29/20 12:00:00 PM,13.040,0.000
236,06/29/20 01:00:00 PM,13.040,
237,06/29/20 02:00:00 PM,13.064,
238,06/29/20 03:00:00 PM,13.064,
239,06/29/20 04:00:00 PM,13.088,
240,06/29/20 05:00:00 PM,13.088,
241,06/29/20 06:00:00 PM,13.088,
242,06/29/20 07:00:00 PM,13.112,
243,06/29/20 08:00:00 PM,13.112,
244,06/29/20 09:00:00 PM,13.137,
245,06/29/20 10:00:00 PM,13.137,
246,06/29/20 11:00:00 PM,13.161,
247,06/30/20 12:00:00 AM,13.161,
248,06/30/20 01:00:00 AM,13.161,
249,06/30/20 02:00:00 AM,13.185,
250,06/30/20 03:00:00 AM,13.185,
251,06/30/20 04:00:00 AM,13.209,
252,06/30/20 05:00:00 AM,13.209,
253,06/30/20 06:00:00 AM,13.233,
254,06/30/20 07:00:00 AM,13.233,
255,06/30/20 08:00:00 AM,13.233,
256,06/30/20 09:00:00 AM,13.257,
257,06/30/20 10:00:00 AM,13.257,
258,06/30/20 11:00:00 AM,13.257,
259,06/30/20 12:00:00 PM,13.281,0.000
260,06/30/20 01:00:00 PM,13.281,
261,06/30/20 02:00:00 PM,13.305,
262,06/30/20 03:00:00 PM,13.305,
263,06/30/20 04:00:00 PM,13.305,
264,06/30/20 05:00:00 PM,13.329,
265,06/30/20 06:00:00 PM,13.329,
266,06/30/20 07:00:00 PM,13.329,
267,06/30/20 08:00:00 PM,13.353,
268,06/30/20 09:00:00 PM,13.353,
269,06/30/20 10:00:00 PM,13.377,
270,06/30/20 11:00:00 PM,13.377,
271,07/01/20 12:00:00 AM,13.377,
272,07/01/20 01:00:00 AM,13.377,
273,07/01/20 02:00:00 AM,13.401,
274,07/01/20 03:00:00 AM,13.401,
275,07/01/20 04:00:00 AM,13.425,
276,07/01/20 05:00:00 AM,13.425,
277,07/01/20 06:00:00 AM,13.425,
278,07/01/20 07:00:00 AM,13.449,
279,07/01/20 08:00:00 AM,13.449,
280,07/01/20 09:00:00 AM,13.449,
281,07/01/20 10:00:00 AM,13.449,
282,07/01/20 11:00:00 AM,13.473,
283,07/01/20 12:00:00 PM,13.473,0.000
284,07/01/20 01:00:00 PM,13.473,
285,07/01/20 02:00:00 PM,13.497,
286,07/01/20 03:00:00 PM,13.497,
287,07/01/20 04:00:00 PM,13.497,
288,07/01/20 05:00:00 PM,13.522,
289,07/01/20 06:00:00 PM,13.522,
290,07/01/20 07:00:00 PM,13.522,
291,07/01/20 08:00:00 PM,13.522,
292,07/01/20 09:00:00 PM,13.546,
293,07/01/20 10:00:00 PM,13.546,
294,07/01/20 11:00:00 PM,13.546,
295,07/02/20 12:00:00 AM,13.570,
296,07/02/20 01:00:00 AM,13.570,
297,07/02/20 02:00:00 AM,13.570,
298,07/02/20 03:00:00 AM,13.570,
299,07/02/20 04:00:00 AM,13.594,
300,07/02/20 05:00:00 AM,13.594,
301,07/02/20 06:00:00 AM,13.594,
302,07/02/20 07:00:00 AM,13.618,
303,07/02/20 08:00:00 AM,13.618,
304,07/02/20 09:00:00 AM,13.618,
305,07/02/20 10:00:00 AM,13.618,
306,07/02/20 11:00:00 AM,13.642,
307,07/02/20 12:00:00 PM,13.642,0.000
308,07/02/20 01:00:00 PM,13.642,
309,07/02/20 02:00:00 PM,13.642,
310,07/02/20 03:00:00 PM,13.666,
311,07/02/20 04:00:00 PM,13.666,
312,07/02/20 05:00:00 PM,13.666,
313,07/02/20 06:00:00 PM,13.666,
314,07/02/20 07:00:00 PM,13.690,
315,07/02/20 08:00:00 PM,13.690,
316,07/02/20 09:00:00 PM,13.690,
317,07/02/20 10:00:00 PM,13.714,
318,07/02/20 11:00:00 PM,13.714,
319,07/03/20 12:00:00 AM,13.714,
320,07/03/20 01:00:00 AM,13.714,
321,07/03/20 02:00:00 AM,13.714,
322,07/03/20 03:00:00 AM,13.738,
323,07/03/20 04:00:00 AM,13.738,
324,07/03/20 05:00:00 AM,13.738,
325,07/03/20 06:00:00 AM,13.738,
326,07/03/20 07:00:00 AM,13.762,
327,07/03/20 08:00:00 AM,13.762,
328,07/03/20 09:00:00 AM,13.762,
329,07/03/20 10:00:00 AM,13.762,
330,07/03/20 11:00:00 AM,13.786,
331,07/03/20 12:00:00 PM,13.786,0.000
332,07/03/20 01:00:00 PM,13.786,
333,07/03/20 02:00:00 PM,13.786,
334,07/03/20 03:00:00 PM,13.810,
335,07/03/20 04:00:00 PM,13.810,
336,07/03/20 05:00:00 PM,13.810,
337,07/03/20 06:00:00 PM,13.810,
338,07/03/20 07:00:00 PM,13.810,
339,07/03/20 08:00:00 PM,13.834,
340,07/03/20 09:00:00 PM,13.834,
341,07/03/20 10:00:00 PM,13.834,
342,07/03/20 11:00:00 PM,13.834,
343,07/04/20 12:00:00 AM,13.858,
344,07/04/20 01:00:00 AM,13.858,
345,07/04/20 02:00:00 AM,13.858,
346,07/04/20 03:00:00 AM,13.858,
347,07/04/20 04:00:00 AM,13.882,
348,07/04/20 05:00:00 AM,13.882,
349,07/04/20 06:00:00 AM,13.882,
350,07/04/20 07:00:00 AM,13.882,
351,07/04/20 08:00:00 AM,13.906,
352,07/04/20 09:00:00 AM,13.906,
353,07/04/20 10:00:00 AM,13.906,
354,07/04/20 11:00:00 AM,13.906,
355,07/04/20 12:00:00 PM,13.906,0.000
356,07/04/20 01:00:00 PM,13.930,
357,07/04/20 02:00:00 PM,13.930,
358,07/04/20 03:00:00 PM,13.930,
359,07/04/20 04:00:00 PM,13.930,
360,07/04/20 05:00:00 PM,13.954,
361,07/04/20 06:00:00 PM,13.954,
362,07/04/20 07:00:00 PM,13.954,
363,07/04/20 08:00:00 PM,13.954,
364,07/04/20 09:00:00 PM,13.978,
365,07/04/20 10:00:00 PM,13.978,
366,07/04/20 11:00:00 PM,13.978,
367,07/05/20 12:00:00 AM,13.978,
368,07/05/20 01:00:00 AM,13.978,
369,07/05/20 02:00:00 AM,14.002,
370,07/05/20 03:00:00 AM,14.002,
371,07/05/20 04:00:00 AM,14.002,
372,07/05/20 05:00:00 AM,14.002,
373,07/05/20 06:00:00 AM,14.026,
374,07/05/20 07:00:00 AM,14.026,
375,07/05/20 08:00:00 AM,14.026,
376,07/05/20 09:00:00 AM,14.026,
377,07/05/20 10:00:00 AM,14.050,
378,07/05/20 11:00:00 AM,14.050,
379,07/05/20 12:00:00 PM,14.050,0.000
380,07/05/20 01:00:00 PM,14.050,
381,07/05/20 02:00:00 PM,14.074,
382,07/05/20 03:00:00 PM,14.074,
383,07/05/20 04:00:00 PM,14.074,
384,07/05/20 05:00:00 PM,14.074,
385,07/05/20 06:00:00 PM,14.098,
386,07/05/20 07:00:00 PM,14.098,
387,07/05/20 08:00:00 PM,14.098,
388,07/05/20 09:00:00 PM,14.098,
389,07/05/20 10:00:00 PM,14.098,
390,07/05/20 11:00:00 PM,14.122,
391,07/06/20 12:00:00 AM,14.122,
392,07/06/20 01:00:00 AM,14.122,
393,07/06/20 02:00:00 AM,14.122,
394,07/06/20 03:00:00 AM,14.146,
395,07/06/20 04:00:00 AM,14.146,
396,07/06/20 05:00:00 AM,14.146,
397,07/06/20 06:00:00 AM,14.146,
398,07/06/20 07:00:00 AM,14.146,
399,07/06/20 08:00:00 AM,14.170,
400,07/06/20 09:00:00 AM,14.170,
401,07/06/20 10:00:00 AM,14.170,
402,07/06/20 11:00:00 AM,14.170,
403,07/06/20 12:00:00 PM,14.194,0.000
404,07/06/20 01:00:00 PM,14.194,
405,07/06/20 02:00:00 PM,14.194,
406,07/06/20 03:00:00 PM,14.194,
407,07/06/20 04:00:00 PM,14.218,
408,07/06/20 05:00:00 PM,14.218,
409,07/06/20 06:00:00 PM,14.218,
410,07/06/20 07:00:00 PM,14.218,
411,07/06/20 08:00:00 PM,14.218,
412,07/06/20 09:00:00 PM,14.242,
413,07/06/20 10:00:00 PM,14.242,
414,07/06/20 11:00:00 PM,14.242,
415,07/07/20 12:00:00 AM,14.242,
416,07/07/20 01:00:00 AM,14.266,
417,07/07/20 02:00:00 AM,14.266,
418,07/07/20 03:00:00 AM,14.266,
419,07/07/20 04:00:00 AM,14.266,
420,07/07/20 05:00:00 AM,14.290,
421,07/07/20 06:00:00 AM,14.290,
422,07/07/20 07:00:00 AM,14.290,
423,07/07/20 08:00:00 AM,14.290,
424,07/07/20 09:00:00 AM,14.290,
425,07/07/20 10:00:00 AM,14.314,
426,07/07/20 11:00:00 AM,14.314,
427,07/07/20 12:00:00 PM,14.314,0.000
428,07/07/20 01:00:00 PM,14.314,
429,07/07/20 02:00:00 PM,14.314,
430,07/07/20 03:00:00 PM,14.337,
431,07/07/20 04:00:00 PM,14.337,
432,07/07/20 05:00:00 PM,14.337,
433,07/07/20 06:00:00 PM,14.337,
434,07/07/20 07:00:00 PM,14.361,
435,07/07/20 08:00:00 PM,14.361,
436,07/07/20 09:00:00 PM,14.361,
437,07/07/20 10:00:00 PM,14.361,
438,07/07/20 11:00:00 PM,14.361,
439,07/08/20 12:00:00 AM,14.385,
440,07/08/20 01:00:00 AM,14.385,
441,07/08/20 02:00:00 AM,14.385,
442,07/08/20 03:00:00 AM,14.385,
443,07/08/20 04:00:00 AM,14.409,
444,07/08/20 05:00:00 AM,14.409,
445,07/08/20 06:00:00 AM,14.409,
446,07/08/20 07:00:00 AM,14.409,
447,07/08/20 08:00:00 AM,14.409,
448,07/08/20 09:00:00 AM,14.433,
449,07/08/20 10:00:00 AM,14.433,
450,07/08/20 11:00:00 AM,14.433,
451,07/08/20 12:00:00 PM,14.433,0.000
452,07/08/20 01:00:00 PM,14.433,
453,07/08/20 02:00:00 PM,14.457,
454,07/08/20 03:00:00 PM,14.457,
455,07/08/20 04:00:00 PM,14.457,
456,07/08/20 05:00:00 PM,14.457,
457,07/08/20 06:00:00 PM,14.481,
458,07/08/20 07:00:00 PM,14.481,
459,07/08/20 08:00:00 PM,14.481,
460,07/08/20 09:00:00 PM,14.481,
461,07/08/20 10:00:00 PM,14.481,
462,07/08/20 11:00:00 PM,14.481,
463,07/09/20 12:00:00 AM,14.505,
464,07/09/20 01:00:00 AM,14.505,
465,07/09/20 02:00:00 AM,14.505,
466,07/09/20 03:00:00 AM,14.505,
467,07/09/20 04:00:00 AM,14.505,
468,07/09/20 05:00:00 AM,14.529,
469,07/09/20 06:00:00 AM,14.529,
470,07/09/20 07:00:00 AM,14.529,
471,07/09/20 08:00:00 AM,14.529,
472,07/09/20 09:00:00 AM,14.529,
473,07/09/20 10:00:00 AM,14.529,
474,07/09/20 11:00:00 AM,14.553,
475,07/09/20 12:00:00 PM,14.553,0.000
476,07/09/20 01:00:00 PM,14.553,
477,07/09/20 02:00:00 PM,14.553,
478,07/09/20 03:00:00 PM,14.553,
479,07/09/20 04:00:00 PM,14.577,
480,07/09/20 05:00:00 PM,14.577,
481,07/09/20 06:00:00 PM,14.577,
482,07/09/20 07:00:00 PM,14.577,
483,07/09/20 08:00:00 PM,14.577,
484,07/09/20 09:00:00 PM,14.577,
485,07/09/20 10:00:00 PM,14.601,
486,07/09/20 11:00:00 PM,14.601,
487,07/10/20 12:00:00 AM,14.601,
488,07/10/20 01:00:00 AM,14.601,
489,07/10/20 02:00:00 AM,14.601,
490,07/10/20 03:00:00 AM,14.601,
491,07/10/20 04:00:00 AM,14.625,
492,07/10/20 05:00:00 AM,14.625,
493,07/10/20 06:00:00 AM,14.625,
494,07/10/20 07:00:00 AM,14.625,
495,07/10/20 08:00:00 AM,14.625,
496,07/10/20 09:00:00 AM,14.625,
497,07/10/20 10:00:00 AM,14.649,
498,07/10/20 11:00:00 AM,14.649,
499,07/10/20 12:00:00 PM,14.649,0.000
500,07/10/20 01:00:00 PM,14.649,
501,07/10/20 02:00:00 PM,14.649,
502,07/10/20 03:00:00 PM,14.673,
503,07/10/20 04:00:00 PM,14.673,
504,07/10/20 05:00:00 PM,14.673,
505,07/10/20 06:00:00 PM,14.673,
506,07/10/20 07:00:00 PM,14.673,
507,07/10/20 08:00:00 PM,14.673,
508,07/10/20 09:00:00 PM,14.697,
509,07/10/20 10:00:00 PM,14.697,
510,07/10/20 11:00:00 PM,14.697,
511,07/11/20 12:00:00 AM,14.697,
512,07/11/20 01:00:00 AM,14.697,
513,07/11/20 02:00:00 AM,14.697,
514,07/11/20 03:00:00 AM,14.721,
515,07/11/20 04:00:00 AM,14.721,
516,07/11/20 05:00:00 AM,14.721,
517,07/11/20 06:00:00 AM,14.721,
518,07/11/20 07:00:00 AM,14.721,
519,07/11/20 08:00:00 AM,14.721,
520,07/11/20 09:00:00 AM,14.745,
521,07/11/20 10:00:00 AM,14.745,
522,07/11/20 11:00:00 AM,14.745,
523,07/11/20 12:00:00 PM,14.745,0.000
524,07/11/20 01:00:00 PM,14.745,
525,07/11/20 02:00:00 PM,14.745,
526,07/11/20 03:00:00 PM,14.768,
527,07/11/20 04:00:00 PM,14.768,
528,07/11/20 05:00:00 PM,14.768,
529,07/11/20 06:00:00 PM,14.768,
530,07/11/20 07:00:00 PM,14.768,
531,07/11/20 08:00:00 PM,14.792,
532,07/11/20 09:00:00 PM,14.792,
533,07/11/20 10:00:00 PM,14.792,
534,07/11/20 11:00:00 PM,14.792,
535,07/12/20 12:00:00 AM,14.792,
536,07/12/20 01:00:00 AM,14.792,
537,07/12/20 02:00:00 AM,14.816,
538,07/12/20 03:00:00 AM,14.816,
539,07/12/20 04:00:00 AM,14.816,
540,07/12/20 05:00:00 AM,14.816,
541,07/12/20 06:00:00 AM,14.816,
542,07/12/20 07:00:00 AM,14.816,
543,07/12/20 08:00:00 AM,14.840,
544,07/12/20 09:00:00 AM,14.840,
545,07/12/20 10:00:00 AM,14.840,
546,07/12/20 11:00:00 AM,14.840,
547,07/12/20 12:00:00 PM,14.840,0.000
548,07/12/20 01:00:00 PM,14.864,
549,07/12/20 02:00:00 PM,14.864,
550,07/12/20 03:00:00 PM,14.864,
551,07/12/20 04:00:00 PM,14.864,
552,07/12/20 05:00:00 PM,14.864,
553,07/12/20 06:00:00 PM,14.864,
554,07/12/20 07:00:00 PM,14.888,
555,07/12/20 08:00:00 PM,14.888,
556,07/12/20 09:00:00 PM,14.888,
557,07/12/20 10:00:00 PM,14.888,
558,07/12/20 11:00:00 PM,14.888,
559,07/13/20 12:00:00 AM,14.912,
560,07/13/20 01:00:00 AM,14.912,
561,07/13/20 02:00:00 AM,14.912,
562,07/13/20 03:00:00 AM,14.912,
563,07/13/20 04:00:00 AM,14.912,
564,07/13/20 05:00:00 AM,14.912,
565,07/13/20 06:00:00 AM,14.936,
566,07/13/20 07:00:00 AM,14.936,
567,07/13/20 08:00:00 AM,14.936,
568,07/13/20 09:00:00 AM,14.936,
569,07/13/20 10:00:00 AM,14.960,
570,07/13/20 11:00:00 AM,14.960,
571,07/13/20 12:00:00 PM,14.960,0.000
572,07/13/20 01:00:00 PM,14.960,
573,07/13/20 02:00:00 PM,14.960,
