"Plot Title: soapstone_light_pendant"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20733885, SEN S/N: 20733885)","Intensity, Lux (LGR S/N: 20733885, SEN S/N: 20733885)","End Of File (LGR S/N: 20733885)"
1,08/28/21 11:00:00 AM,17.950,16533.4,
2,08/28/21 12:00:00 PM,20.234,93689.5,
3,08/28/21 01:00:00 PM,22.238,85422.8,
4,08/28/21 02:00:00 PM,23.292,57867.0,
5,08/28/21 03:00:00 PM,24.351,27555.7,
6,08/28/21 04:00:00 PM,24.158,14466.8,
7,08/28/21 05:00:00 PM,24.158,7577.8,
8,08/28/21 06:00:00 PM,23.484,5166.7,
9,08/28/21 07:00:00 PM,22.717,2755.6,
10,08/28/21 08:00:00 PM,21.855,53.8,
11,08/28/21 09:00:00 PM,21.187,0.0,
12,08/28/21 10:00:00 PM,20.519,0.0,
13,08/28/21 11:00:00 PM,20.043,0.0,
14,08/29/21 12:00:00 AM,19.567,0.0,
15,08/29/21 01:00:00 AM,19.187,0.0,
16,08/29/21 02:00:00 AM,18.806,0.0,
17,08/29/21 03:00:00 AM,18.521,0.0,
18,08/29/21 04:00:00 AM,18.140,0.0,
19,08/29/21 05:00:00 AM,17.760,0.0,
20,08/29/21 06:00:00 AM,17.570,0.0,
21,08/29/21 07:00:00 AM,17.284,1722.2,
22,08/29/21 08:00:00 AM,17.284,6544.5,
23,08/29/21 09:00:00 AM,17.379,19289.0,
24,08/29/21 10:00:00 AM,18.236,41333.6,
25,08/29/21 11:00:00 AM,19.092,63378.2,
26,08/29/21 12:00:00 PM,20.615,88178.4,
27,08/29/21 01:00:00 PM,21.473,66133.8,
28,08/29/21 02:00:00 PM,22.908,44089.2,
29,08/29/21 03:00:00 PM,23.004,27555.7,
30,08/29/21 04:00:00 PM,22.908,18600.1,
31,08/29/21 05:00:00 PM,22.525,13089.0,
32,08/29/21 06:00:00 PM,21.569,5166.7,
33,08/29/21 07:00:00 PM,21.187,2325.0,
34,08/29/21 08:00:00 PM,20.615,0.0,
35,08/29/21 09:00:00 PM,20.138,0.0,
36,08/29/21 10:00:00 PM,19.662,0.0,
37,08/29/21 11:00:00 PM,19.377,0.0,
38,08/30/21 12:00:00 AM,18.996,0.0,
39,08/30/21 01:00:00 AM,18.616,0.0,
40,08/30/21 02:00:00 AM,18.236,0.0,
41,08/30/21 03:00:00 AM,17.855,0.0,
42,08/30/21 04:00:00 AM,17.570,0.0,
43,08/30/21 05:00:00 AM,17.284,0.0,
44,08/30/21 06:00:00 AM,16.903,0.0,
45,08/30/21 07:00:00 AM,16.618,1636.1,
46,08/30/21 08:00:00 AM,16.523,7233.4,
47,08/30/21 09:00:00 AM,16.713,17222.3,
48,08/30/21 10:00:00 AM,17.284,24800.2,
49,08/30/21 11:00:00 AM,18.616,68889.3,
50,08/30/21 12:00:00 PM,19.853,66133.8,
51,08/30/21 01:00:00 PM,20.519,60622.6,
52,08/30/21 02:00:00 PM,21.951,41333.6,
53,08/30/21 03:00:00 PM,22.333,24800.2,
54,08/30/21 04:00:00 PM,22.333,17911.2,
55,08/30/21 05:00:00 PM,21.473,6200.0,
56,08/30/21 06:00:00 PM,20.805,5166.7,
57,08/30/21 07:00:00 PM,20.138,1237.9,
58,08/30/21 08:00:00 PM,19.567,10.8,
59,08/30/21 09:00:00 PM,18.996,0.0,
60,08/30/21 10:00:00 PM,18.521,0.0,
61,08/30/21 11:00:00 PM,18.140,0.0,
62,08/31/21 12:00:00 AM,17.760,0.0,
63,08/31/21 01:00:00 AM,17.379,0.0,
64,08/31/21 02:00:00 AM,16.999,0.0,
65,08/31/21 03:00:00 AM,16.618,0.0,
66,08/31/21 04:00:00 AM,16.332,0.0,
67,08/31/21 05:00:00 AM,15.855,0.0,
68,08/31/21 06:00:00 AM,15.569,0.0,
69,08/31/21 07:00:00 AM,15.187,1302.4,
70,08/31/21 08:00:00 AM,14.996,4477.8,
71,08/31/21 09:00:00 AM,15.091,14466.8,
72,08/31/21 10:00:00 AM,15.855,28933.5,
73,08/31/21 11:00:00 AM,17.570,88178.4,
74,08/31/21 12:00:00 PM,19.377,104711.8,
75,08/31/21 01:00:00 PM,20.329,85422.8,
76,08/31/21 02:00:00 PM,22.717,66133.8,
77,08/31/21 03:00:00 PM,22.429,30311.3,
78,08/31/21 04:00:00 PM,23.100,16533.4,
79,08/31/21 05:00:00 PM,22.525,10333.4,
80,08/31/21 06:00:00 PM,21.664,6544.5,
81,08/31/21 07:00:00 PM,20.805,2411.1,
82,08/31/21 08:00:00 PM,19.948,10.8,
83,08/31/21 09:00:00 PM,19.282,0.0,
84,08/31/21 10:00:00 PM,18.711,0.0,
85,08/31/21 11:00:00 PM,18.140,0.0,
86,09/01/21 12:00:00 AM,17.665,0.0,
87,09/01/21 01:00:00 AM,17.284,0.0,
88,09/01/21 02:00:00 AM,16.903,0.0,
89,09/01/21 03:00:00 AM,16.523,0.0,
90,09/01/21 04:00:00 AM,16.141,0.0,
91,09/01/21 05:00:00 AM,15.760,0.0,
92,09/01/21 06:00:00 AM,15.473,0.0,
93,09/01/21 07:00:00 AM,15.091,1377.8,
94,09/01/21 08:00:00 AM,14.996,5511.1,
95,09/01/21 09:00:00 AM,15.091,13089.0,
96,09/01/21 10:00:00 AM,15.855,24800.2,
97,09/01/21 11:00:00 AM,17.760,93689.5,
98,09/01/21 12:00:00 PM,19.282,99200.7,
99,09/01/21 01:00:00 PM,20.519,93689.5,
100,09/01/21 02:00:00 PM,22.142,68889.3,
101,09/01/21 03:00:00 PM,23.100,24800.2,
102,09/01/21 04:00:00 PM,23.196,14466.8,
103,09/01/21 05:00:00 PM,22.046,8611.2,
104,09/01/21 06:00:00 PM,21.187,6200.0,
105,09/01/21 07:00:00 PM,20.329,2238.9,
106,09/01/21 08:00:00 PM,19.662,0.0,
107,09/01/21 09:00:00 PM,19.092,0.0,
108,09/01/21 10:00:00 PM,18.521,0.0,
109,09/01/21 11:00:00 PM,18.045,0.0,
110,09/02/21 12:00:00 AM,17.570,0.0,
111,09/02/21 01:00:00 AM,17.189,0.0,
112,09/02/21 02:00:00 AM,16.808,0.0,
113,09/02/21 03:00:00 AM,16.427,0.0,
114,09/02/21 04:00:00 AM,15.951,0.0,
115,09/02/21 05:00:00 AM,15.569,0.0,
116,09/02/21 06:00:00 AM,15.282,0.0,
117,09/02/21 07:00:00 AM,14.996,1205.6,
118,09/02/21 08:00:00 AM,14.996,6200.0,
119,09/02/21 09:00:00 AM,15.187,14466.8,
120,09/02/21 10:00:00 AM,15.760,27555.7,
121,09/02/21 11:00:00 AM,17.094,60622.6,
122,09/02/21 12:00:00 PM,17.665,74400.5,
123,09/02/21 01:00:00 PM,18.711,68889.3,
124,09/02/21 02:00:00 PM,19.092,46844.8,
125,09/02/21 03:00:00 PM,20.519,31689.1,
126,09/02/21 04:00:00 PM,21.187,16533.4,
127,09/02/21 05:00:00 PM,20.424,8266.7,
128,09/02/21 06:00:00 PM,19.662,4994.5,
129,09/02/21 07:00:00 PM,19.092,2325.0,
130,09/02/21 08:00:00 PM,18.331,0.0,
131,09/02/21 09:00:00 PM,17.855,0.0,
132,09/02/21 10:00:00 PM,17.379,0.0,
133,09/02/21 11:00:00 PM,16.903,0.0,
134,09/03/21 12:00:00 AM,16.523,0.0,
135,09/03/21 01:00:00 AM,16.141,0.0,
136,09/03/21 02:00:00 AM,15.760,0.0,
137,09/03/21 03:00:00 AM,15.473,0.0,
138,09/03/21 04:00:00 AM,15.091,0.0,
139,09/03/21 05:00:00 AM,14.709,0.0,
140,09/03/21 06:00:00 AM,14.325,0.0,
141,09/03/21 07:00:00 AM,14.038,1324.0,
142,09/03/21 08:00:00 AM,14.038,6200.0,
143,09/03/21 09:00:00 AM,14.134,11711.2,
144,09/03/21 10:00:00 AM,14.709,23422.4,
145,09/03/21 11:00:00 AM,16.903,88178.4,
146,09/03/21 12:00:00 PM,18.236,93689.5,
147,09/03/21 01:00:00 PM,20.329,93689.5,
148,09/03/21 02:00:00 PM,21.664,77156.1,
149,09/03/21 03:00:00 PM,21.951,28933.5,
150,09/03/21 04:00:00 PM,21.951,12400.1,
151,09/03/21 05:00:00 PM,21.378,8266.7,
152,09/03/21 06:00:00 PM,20.138,4133.4,
153,09/03/21 07:00:00 PM,19.282,1076.4,
154,09/03/21 08:00:00 PM,18.426,0.0,
155,09/03/21 09:00:00 PM,17.760,0.0,
156,09/03/21 10:00:00 PM,17.189,0.0,
157,09/03/21 11:00:00 PM,16.713,0.0,
158,09/04/21 12:00:00 AM,16.237,0.0,
159,09/04/21 01:00:00 AM,15.855,0.0,
160,09/04/21 02:00:00 AM,15.473,0.0,
161,09/04/21 03:00:00 AM,15.187,0.0,
162,09/04/21 04:00:00 AM,14.804,0.0,
163,09/04/21 05:00:00 AM,14.421,0.0,
164,09/04/21 06:00:00 AM,14.134,0.0,
165,09/04/21 07:00:00 AM,13.942,828.8,
166,09/04/21 08:00:00 AM,13.750,2927.8,
167,09/04/21 09:00:00 AM,13.654,4822.3,
168,09/04/21 10:00:00 AM,14.325,18600.1,
169,09/04/21 11:00:00 AM,17.475,115734.1,
170,09/04/21 12:00:00 PM,19.282,115734.1,
171,09/04/21 01:00:00 PM,20.805,104711.8,
172,09/04/21 02:00:00 PM,23.004,74400.5,
173,09/04/21 03:00:00 PM,24.062,28933.5,
174,09/04/21 04:00:00 PM,23.869,15155.7,
175,09/04/21 05:00:00 PM,22.717,7233.4,
176,09/04/21 06:00:00 PM,21.473,4477.8,
177,09/04/21 07:00:00 PM,20.519,1216.3,
178,09/04/21 08:00:00 PM,19.567,0.0,
179,09/04/21 09:00:00 PM,18.806,0.0,
180,09/04/21 10:00:00 PM,18.140,0.0,
181,09/04/21 11:00:00 PM,17.570,0.0,
182,09/05/21 12:00:00 AM,17.094,0.0,
183,09/05/21 01:00:00 AM,16.618,0.0,
184,09/05/21 02:00:00 AM,16.237,0.0,
185,09/05/21 03:00:00 AM,15.855,0.0,
186,09/05/21 04:00:00 AM,15.569,0.0,
187,09/05/21 05:00:00 AM,15.187,0.0,
188,09/05/21 06:00:00 AM,14.900,0.0,
189,09/05/21 07:00:00 AM,14.613,796.5,
190,09/05/21 08:00:00 AM,14.517,3100.0,
191,09/05/21 09:00:00 AM,14.517,7233.4,
192,09/05/21 10:00:00 AM,14.804,11022.3,
193,09/05/21 11:00:00 AM,18.045,121245.2,
194,09/05/21 12:00:00 PM,19.377,121245.2,
195,09/05/21 01:00:00 PM,21.855,110223.0,
196,09/05/21 02:00:00 PM,23.581,77156.1,
197,09/05/21 03:00:00 PM,23.773,28933.5,
198,09/05/21 04:00:00 PM,24.062,12400.1,
199,09/05/21 05:00:00 PM,22.717,4994.5,
200,09/05/21 06:00:00 PM,21.760,3788.9,
201,09/05/21 07:00:00 PM,20.710,1001.0,
202,09/05/21 08:00:00 PM,19.853,0.0,
203,09/05/21 09:00:00 PM,18.996,0.0,
204,09/05/21 10:00:00 PM,18.521,0.0,
205,09/05/21 11:00:00 PM,17.950,0.0,
206,09/06/21 12:00:00 AM,17.475,0.0,
207,09/06/21 01:00:00 AM,17.094,0.0,
208,09/06/21 02:00:00 AM,16.618,0.0,
209,09/06/21 03:00:00 AM,16.237,0.0,
210,09/06/21 04:00:00 AM,15.760,0.0,
211,09/06/21 05:00:00 AM,15.473,0.0,
212,09/06/21 06:00:00 AM,15.091,0.0,
213,09/06/21 07:00:00 AM,14.804,958.0,
214,09/06/21 08:00:00 AM,14.613,3788.9,
215,09/06/21 09:00:00 AM,14.613,9644.5,
216,09/06/21 10:00:00 AM,15.187,10333.4,
217,09/06/21 11:00:00 AM,18.426,132267.5,
218,09/06/21 12:00:00 PM,19.662,137778.7,
219,09/06/21 01:00:00 PM,21.473,93689.5,
220,09/06/21 02:00:00 PM,23.292,85422.8,
221,09/06/21 03:00:00 PM,23.677,31689.1,
222,09/06/21 04:00:00 PM,24.545,12400.1,
223,09/06/21 05:00:00 PM,22.429,6200.0,
224,09/06/21 06:00:00 PM,21.569,3961.1,
225,09/06/21 07:00:00 PM,20.805,1980.6,
226,09/06/21 08:00:00 PM,19.758,0.0,
227,09/06/21 09:00:00 PM,18.901,0.0,
228,09/06/21 10:00:00 PM,18.426,0.0,
229,09/06/21 11:00:00 PM,18.045,0.0,
230,09/07/21 12:00:00 AM,17.475,0.0,
231,09/07/21 01:00:00 AM,17.189,0.0,
232,09/07/21 02:00:00 AM,16.713,0.0,
233,09/07/21 03:00:00 AM,16.618,0.0,
234,09/07/21 04:00:00 AM,16.237,0.0,
235,09/07/21 05:00:00 AM,15.951,0.0,
236,09/07/21 06:00:00 AM,15.664,0.0,
237,09/07/21 07:00:00 AM,15.473,1550.0,
238,09/07/21 08:00:00 AM,15.378,2927.8,
239,09/07/21 09:00:00 AM,15.473,10333.4,
240,09/07/21 10:00:00 AM,15.664,11711.2,
241,09/07/21 11:00:00 AM,19.187,132267.5,
242,09/07/21 12:00:00 PM,20.901,137778.7,
243,09/07/21 01:00:00 PM,23.100,126756.4,
244,09/07/21 02:00:00 PM,24.062,85422.8,
245,09/07/21 03:00:00 PM,24.738,26178.0,
246,09/07/21 04:00:00 PM,25.125,13089.0,
247,09/07/21 05:00:00 PM,23.966,5166.7,
248,09/07/21 06:00:00 PM,22.908,3444.5,
249,09/07/21 07:00:00 PM,22.238,53.8,
250,09/07/21 08:00:00 PM,21.378,0.0,
251,09/07/21 09:00:00 PM,20.710,0.0,
252,09/07/21 10:00:00 PM,20.138,0.0,
253,09/07/21 11:00:00 PM,19.567,0.0,
254,09/08/21 12:00:00 AM,19.092,0.0,
255,09/08/21 01:00:00 AM,18.806,0.0,
256,09/08/21 02:00:00 AM,18.521,0.0,
257,09/08/21 03:00:00 AM,18.331,0.0,
258,09/08/21 04:00:00 AM,18.045,0.0,
259,09/08/21 05:00:00 AM,17.760,0.0,
260,09/08/21 06:00:00 AM,17.570,0.0,
261,09/08/21 07:00:00 AM,17.379,1894.5,
262,09/08/21 08:00:00 AM,17.475,6544.5,
263,09/08/21 09:00:00 AM,17.570,14466.8,
264,09/08/21 10:00:00 AM,17.950,16533.4,
265,09/08/21 11:00:00 AM,19.662,33066.9,
266,09/08/21 12:00:00 PM,22.142,115734.1,
267,09/08/21 01:00:00 PM,23.292,121245.2,
268,09/08/21 02:00:00 PM,23.966,79911.6,
269,09/08/21 03:00:00 PM,24.545,34444.7,
270,09/08/21 04:00:00 PM,23.773,20666.8,
271,09/08/21 05:00:00 PM,23.100,11711.2,
272,09/08/21 06:00:00 PM,22.717,8266.7,
