"Plot Title: soapstone_light_pendant"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20733885, SEN S/N: 20733885)","Intensity, Lux (LGR S/N: 20733885, SEN S/N: 20733885)","End Of File (LGR S/N: 20733885)"
1,07/17/20 06:00:00 PM,24.545,828.8,
2,07/17/20 07:00:00 PM,24.545,581.3,
3,07/17/20 08:00:00 PM,24.545,290.6,
4,07/17/20 09:00:00 PM,24.448,0.0,
5,07/17/20 10:00:00 PM,24.545,0.0,
6,07/17/20 11:00:00 PM,24.448,0.0,
7,07/18/20 12:00:00 AM,24.158,0.0,
8,07/18/20 01:00:00 AM,23.966,0.0,
9,07/18/20 02:00:00 AM,23.677,0.0,
10,07/18/20 03:00:00 AM,23.484,0.0,
11,07/18/20 04:00:00 AM,23.196,0.0,
12,07/18/20 05:00:00 AM,23.004,0.0,
13,07/18/20 06:00:00 AM,22.717,96.9,
14,07/18/20 07:00:00 AM,22.621,570.5,
15,07/18/20 08:00:00 AM,22.525,1894.5,
16,07/18/20 09:00:00 AM,22.429,2066.7,
17,07/18/20 10:00:00 AM,23.100,18600.1,
18,07/18/20 11:00:00 AM,23.196,13089.0,
19,07/18/20 12:00:00 PM,23.581,8611.2,
20,07/18/20 01:00:00 PM,23.966,7233.4,
21,07/18/20 02:00:00 PM,24.351,5511.1,
22,07/18/20 03:00:00 PM,24.738,4477.8,
23,07/18/20 04:00:00 PM,24.835,3272.2,
24,07/18/20 05:00:00 PM,24.835,1302.4,
25,07/18/20 06:00:00 PM,24.931,904.2,
26,07/18/20 07:00:00 PM,24.835,710.4,
27,07/18/20 08:00:00 PM,24.931,376.7,
28,07/18/20 09:00:00 PM,24.835,0.0,
29,07/18/20 10:00:00 PM,24.835,0.0,
30,07/18/20 11:00:00 PM,24.641,0.0,
31,07/19/20 12:00:00 AM,24.351,0.0,
32,07/19/20 01:00:00 AM,24.158,0.0,
33,07/19/20 02:00:00 AM,23.966,0.0,
34,07/19/20 03:00:00 AM,23.677,0.0,
35,07/19/20 04:00:00 AM,23.484,0.0,
36,07/19/20 05:00:00 AM,23.196,0.0,
37,07/19/20 06:00:00 AM,23.004,96.9,
38,07/19/20 07:00:00 AM,22.908,958.0,
39,07/19/20 08:00:00 AM,22.812,1980.6,
40,07/19/20 09:00:00 AM,22.812,2152.8,
41,07/19/20 10:00:00 AM,23.292,17911.2,
42,07/19/20 11:00:00 AM,23.388,11022.3,
43,07/19/20 12:00:00 PM,23.773,8611.2,
44,07/19/20 01:00:00 PM,24.255,6544.5,
45,07/19/20 02:00:00 PM,24.738,5511.1,
46,07/19/20 03:00:00 PM,24.931,4822.3,
47,07/19/20 04:00:00 PM,25.222,3616.7,
48,07/19/20 05:00:00 PM,25.125,1808.3,
49,07/19/20 06:00:00 PM,25.125,1011.8,
50,07/19/20 07:00:00 PM,25.125,742.7,
51,07/19/20 08:00:00 PM,25.125,269.1,
52,07/19/20 09:00:00 PM,25.125,0.0,
53,07/19/20 10:00:00 PM,25.125,0.0,
54,07/19/20 11:00:00 PM,24.931,0.0,
55,07/20/20 12:00:00 AM,24.738,0.0,
56,07/20/20 01:00:00 AM,24.448,0.0,
57,07/20/20 02:00:00 AM,24.158,0.0,
58,07/20/20 03:00:00 AM,23.966,0.0,
59,07/20/20 04:00:00 AM,23.677,0.0,
60,07/20/20 05:00:00 AM,23.484,0.0,
61,07/20/20 06:00:00 AM,23.196,86.1,
62,07/20/20 07:00:00 AM,23.004,635.1,
63,07/20/20 08:00:00 AM,22.908,925.7,
64,07/20/20 09:00:00 AM,22.908,1345.5,
65,07/20/20 10:00:00 AM,23.484,17911.2,
66,07/20/20 11:00:00 AM,23.677,13777.9,
67,07/20/20 12:00:00 PM,23.677,3100.0,
68,07/20/20 01:00:00 PM,24.448,7577.8,
69,07/20/20 02:00:00 PM,24.931,6200.0,
70,07/20/20 03:00:00 PM,25.222,5166.7,
71,07/20/20 04:00:00 PM,25.319,2927.8,
72,07/20/20 05:00:00 PM,25.513,1550.0,
73,07/20/20 06:00:00 PM,25.513,1119.5,
74,07/20/20 07:00:00 PM,25.416,678.1,
75,07/20/20 08:00:00 PM,25.416,516.7,
76,07/20/20 09:00:00 PM,25.416,0.0,
77,07/20/20 10:00:00 PM,25.319,0.0,
78,07/20/20 11:00:00 PM,25.125,0.0,
79,07/21/20 12:00:00 AM,24.835,0.0,
80,07/21/20 01:00:00 AM,24.545,0.0,
81,07/21/20 02:00:00 AM,24.351,0.0,
82,07/21/20 03:00:00 AM,24.062,0.0,
83,07/21/20 04:00:00 AM,23.869,0.0,
84,07/21/20 05:00:00 AM,23.581,0.0,
85,07/21/20 06:00:00 AM,23.388,107.6,
86,07/21/20 07:00:00 AM,23.196,1001.0,
87,07/21/20 08:00:00 AM,23.100,1980.6,
88,07/21/20 09:00:00 AM,23.004,753.5,
89,07/21/20 10:00:00 AM,23.388,1377.8,
90,07/21/20 11:00:00 AM,23.677,12400.1,
91,07/21/20 12:00:00 PM,24.062,9300.1,
92,07/21/20 01:00:00 PM,24.351,4650.0,
93,07/21/20 02:00:00 PM,24.931,6544.5,
94,07/21/20 03:00:00 PM,25.222,5166.7,
95,07/21/20 04:00:00 PM,25.416,3961.1,
96,07/21/20 05:00:00 PM,25.416,1894.5,
97,07/21/20 06:00:00 PM,25.513,1377.8,
98,07/21/20 07:00:00 PM,25.513,925.7,
99,07/21/20 08:00:00 PM,25.416,355.2,
100,07/21/20 09:00:00 PM,25.416,0.0,
