lake,date_time,temp_c,depth
soapstone,2021-06-13T18:00:00Z,15.7,sediment
soapstone,2021-06-13T19:00:00Z,15.7,sediment
soapstone,2021-06-13T20:00:00Z,15.676,sediment
soapstone,2021-06-13T21:00:00Z,15.676,sediment
soapstone,2021-06-13T22:00:00Z,15.605,sediment
soapstone,2021-06-13T23:00:00Z,15.581,sediment
soapstone,2021-06-14T00:00:00Z,15.557,sediment
soapstone,2021-06-14T01:00:00Z,15.581,sediment
soapstone,2021-06-14T02:00:00Z,15.557,sediment
soapstone,2021-06-14T03:00:00Z,15.485,sediment
soapstone,2021-06-14T04:00:00Z,15.414,sediment
soapstone,2021-06-14T05:00:00Z,15.39,sediment
soapstone,2021-06-14T06:00:00Z,15.318,sediment
soapstone,2021-06-14T07:00:00Z,15.247,sediment
soapstone,2021-06-14T08:00:00Z,15.175,sediment
soapstone,2021-06-14T09:00:00Z,15.079,sediment
soapstone,2021-06-14T10:00:00Z,15.031,sediment
soapstone,2021-06-14T11:00:00Z,15.031,sediment
soapstone,2021-06-14T12:00:00Z,15.103,sediment
soapstone,2021-06-14T13:00:00Z,15.223,sediment
soapstone,2021-06-14T14:00:00Z,15.39,sediment
soapstone,2021-06-14T15:00:00Z,15.39,sediment
soapstone,2021-06-14T16:00:00Z,15.414,sediment
soapstone,2021-06-14T17:00:00Z,15.461,sediment
soapstone,2021-06-14T18:00:00Z,15.366,sediment
soapstone,2021-06-14T19:00:00Z,15.366,sediment
soapstone,2021-06-14T20:00:00Z,15.39,sediment
soapstone,2021-06-14T21:00:00Z,15.342,sediment
soapstone,2021-06-14T22:00:00Z,15.247,sediment
soapstone,2021-06-14T23:00:00Z,15.103,sediment
soapstone,2021-06-15T00:00:00Z,15.008,sediment
soapstone,2021-06-15T01:00:00Z,14.936,sediment
soapstone,2021-06-15T02:00:00Z,14.816,sediment
soapstone,2021-06-15T03:00:00Z,14.625,sediment
soapstone,2021-06-15T04:00:00Z,14.505,sediment
soapstone,2021-06-15T05:00:00Z,14.385,sediment
soapstone,2021-06-15T06:00:00Z,14.218,sediment
soapstone,2021-06-15T07:00:00Z,14.05,sediment
soapstone,2021-06-15T08:00:00Z,13.954,sediment
soapstone,2021-06-15T09:00:00Z,13.81,sediment
soapstone,2021-06-15T10:00:00Z,13.882,sediment
soapstone,2021-06-15T11:00:00Z,14.05,sediment
soapstone,2021-06-15T12:00:00Z,14.29,sediment
soapstone,2021-06-15T13:00:00Z,14.721,sediment
soapstone,2021-06-15T14:00:00Z,15.031,sediment
soapstone,2021-06-15T15:00:00Z,15.342,sediment
soapstone,2021-06-15T16:00:00Z,15.652,sediment
soapstone,2021-06-15T17:00:00Z,15.676,sediment
soapstone,2021-06-15T18:00:00Z,15.7,sediment
soapstone,2021-06-15T19:00:00Z,15.7,sediment
soapstone,2021-06-15T20:00:00Z,15.724,sediment
soapstone,2021-06-15T21:00:00Z,15.629,sediment
soapstone,2021-06-15T22:00:00Z,15.581,sediment
soapstone,2021-06-15T23:00:00Z,15.533,sediment
soapstone,2021-06-16T00:00:00Z,15.485,sediment
soapstone,2021-06-16T01:00:00Z,15.461,sediment
soapstone,2021-06-16T02:00:00Z,15.438,sediment
soapstone,2021-06-16T03:00:00Z,15.438,sediment
soapstone,2021-06-16T04:00:00Z,15.509,sediment
soapstone,2021-06-16T05:00:00Z,15.318,sediment
soapstone,2021-06-16T06:00:00Z,15.175,sediment
soapstone,2021-06-16T07:00:00Z,15.031,sediment
soapstone,2021-06-16T08:00:00Z,14.864,sediment
soapstone,2021-06-16T09:00:00Z,14.816,sediment
soapstone,2021-06-16T10:00:00Z,14.912,sediment
soapstone,2021-06-16T11:00:00Z,15.079,sediment
soapstone,2021-06-16T12:00:00Z,15.366,sediment
soapstone,2021-06-16T13:00:00Z,15.724,sediment
soapstone,2021-06-16T14:00:00Z,15.986,sediment
soapstone,2021-06-16T15:00:00Z,16.368,sediment
soapstone,2021-06-16T16:00:00Z,16.654,sediment
soapstone,2021-06-16T17:00:00Z,16.725,sediment
soapstone,2021-06-16T18:00:00Z,16.701,sediment
soapstone,2021-06-16T19:00:00Z,16.749,sediment
soapstone,2021-06-16T20:00:00Z,16.701,sediment
soapstone,2021-06-16T21:00:00Z,16.582,sediment
soapstone,2021-06-16T22:00:00Z,16.487,sediment
soapstone,2021-06-16T23:00:00Z,16.439,sediment
soapstone,2021-06-17T00:00:00Z,16.344,sediment
soapstone,2021-06-17T01:00:00Z,16.32,sediment
soapstone,2021-06-17T02:00:00Z,16.225,sediment
soapstone,2021-06-17T03:00:00Z,16.249,sediment
soapstone,2021-06-17T04:00:00Z,16.201,sediment
soapstone,2021-06-17T05:00:00Z,16.153,sediment
soapstone,2021-06-17T06:00:00Z,16.129,sediment
soapstone,2021-06-17T07:00:00Z,16.106,sediment
soapstone,2021-06-17T08:00:00Z,16.225,sediment
soapstone,2021-06-17T09:00:00Z,16.344,sediment
soapstone,2021-06-17T10:00:00Z,16.439,sediment
soapstone,2021-06-17T11:00:00Z,16.582,sediment
soapstone,2021-06-17T12:00:00Z,16.892,sediment
soapstone,2021-06-17T13:00:00Z,17.249,sediment
soapstone,2021-06-17T14:00:00Z,17.51,sediment
soapstone,2021-06-17T15:00:00Z,17.867,sediment
soapstone,2021-06-17T16:00:00Z,18.152,sediment
soapstone,2021-06-17T17:00:00Z,18.152,sediment
soapstone,2021-06-17T18:00:00Z,18.105,sediment
soapstone,2021-06-17T19:00:00Z,18.033,sediment
soapstone,2021-06-17T20:00:00Z,17.938,sediment
soapstone,2021-06-17T21:00:00Z,17.819,sediment
soapstone,2021-06-17T22:00:00Z,17.748,sediment
soapstone,2021-06-17T23:00:00Z,17.653,sediment
soapstone,2021-06-18T00:00:00Z,17.582,sediment
soapstone,2021-06-18T01:00:00Z,17.51,sediment
soapstone,2021-06-18T02:00:00Z,17.439,sediment
soapstone,2021-06-18T03:00:00Z,17.391,sediment
soapstone,2021-06-18T04:00:00Z,17.344,sediment
soapstone,2021-06-18T05:00:00Z,17.296,sediment
soapstone,2021-06-18T06:00:00Z,17.272,sediment
soapstone,2021-06-18T07:00:00Z,17.225,sediment
soapstone,2021-06-18T08:00:00Z,17.249,sediment
soapstone,2021-06-18T09:00:00Z,17.32,sediment
soapstone,2021-06-18T10:00:00Z,17.439,sediment
soapstone,2021-06-18T11:00:00Z,17.891,sediment
soapstone,2021-06-18T12:00:00Z,18.247,sediment
soapstone,2021-06-18T13:00:00Z,18.604,sediment
soapstone,2021-06-18T14:00:00Z,18.913,sediment
soapstone,2021-06-18T15:00:00Z,19.27,sediment
soapstone,2021-06-18T16:00:00Z,19.508,sediment
soapstone,2021-06-18T17:00:00Z,19.532,sediment
soapstone,2021-06-18T18:00:00Z,19.627,sediment
soapstone,2021-06-18T19:00:00Z,19.508,sediment
soapstone,2021-06-18T20:00:00Z,19.294,sediment
soapstone,2021-06-18T21:00:00Z,19.199,sediment
soapstone,2021-06-18T22:00:00Z,19.08,sediment
soapstone,2021-06-18T23:00:00Z,18.961,sediment
soapstone,2021-06-19T00:00:00Z,18.818,sediment
soapstone,2021-06-19T01:00:00Z,18.771,sediment
soapstone,2021-06-19T02:00:00Z,18.675,sediment
soapstone,2021-06-19T03:00:00Z,18.58,sediment
soapstone,2021-06-19T04:00:00Z,18.533,sediment
soapstone,2021-06-19T05:00:00Z,18.485,sediment
soapstone,2021-06-19T06:00:00Z,18.414,sediment
soapstone,2021-06-19T07:00:00Z,18.39,sediment
soapstone,2021-06-19T08:00:00Z,18.39,sediment
soapstone,2021-06-19T09:00:00Z,18.461,sediment
soapstone,2021-06-19T10:00:00Z,18.604,sediment
soapstone,2021-06-19T11:00:00Z,19.08,sediment
soapstone,2021-06-19T12:00:00Z,19.46,sediment
soapstone,2021-06-19T13:00:00Z,19.841,sediment
soapstone,2021-06-19T14:00:00Z,20.15,sediment
soapstone,2021-06-19T15:00:00Z,20.46,sediment
