lake,date_time,temp_c,depth
soapstone,2021-08-28T11:00:00Z,15.629,sediment
soapstone,2021-08-28T12:00:00Z,16.677,sediment
soapstone,2021-08-28T13:00:00Z,17.391,sediment
soapstone,2021-08-28T14:00:00Z,18.033,sediment
soapstone,2021-08-28T15:00:00Z,18.366,sediment
soapstone,2021-08-28T16:00:00Z,18.889,sediment
soapstone,2021-08-28T17:00:00Z,19.08,sediment
soapstone,2021-08-28T18:00:00Z,19.103,sediment
soapstone,2021-08-28T19:00:00Z,19.08,sediment
soapstone,2021-08-28T20:00:00Z,19.151,sediment
soapstone,2021-08-28T21:00:00Z,19.032,sediment
soapstone,2021-08-28T22:00:00Z,18.985,sediment
soapstone,2021-08-28T23:00:00Z,18.961,sediment
soapstone,2021-08-29T00:00:00Z,18.889,sediment
soapstone,2021-08-29T01:00:00Z,18.794,sediment
soapstone,2021-08-29T02:00:00Z,18.604,sediment
soapstone,2021-08-29T03:00:00Z,18.271,sediment
soapstone,2021-08-29T04:00:00Z,17.915,sediment
soapstone,2021-08-29T05:00:00Z,17.582,sediment
soapstone,2021-08-29T06:00:00Z,17.344,sediment
soapstone,2021-08-29T07:00:00Z,17.058,sediment
soapstone,2021-08-29T08:00:00Z,16.82,sediment
soapstone,2021-08-29T09:00:00Z,16.582,sediment
soapstone,2021-08-29T10:00:00Z,16.63,sediment
soapstone,2021-08-29T11:00:00Z,16.892,sediment
soapstone,2021-08-29T12:00:00Z,17.344,sediment
soapstone,2021-08-29T13:00:00Z,17.724,sediment
soapstone,2021-08-29T14:00:00Z,18.224,sediment
soapstone,2021-08-29T15:00:00Z,18.628,sediment
soapstone,2021-08-29T16:00:00Z,18.818,sediment
soapstone,2021-08-29T17:00:00Z,19.008,sediment
soapstone,2021-08-29T18:00:00Z,19.032,sediment
soapstone,2021-08-29T19:00:00Z,19.103,sediment
soapstone,2021-08-29T20:00:00Z,19.008,sediment
soapstone,2021-08-29T21:00:00Z,18.985,sediment
soapstone,2021-08-29T22:00:00Z,18.937,sediment
soapstone,2021-08-29T23:00:00Z,18.889,sediment
soapstone,2021-08-30T00:00:00Z,18.652,sediment
soapstone,2021-08-30T01:00:00Z,18.39,sediment
soapstone,2021-08-30T02:00:00Z,18.033,sediment
soapstone,2021-08-30T03:00:00Z,17.701,sediment
soapstone,2021-08-30T04:00:00Z,17.391,sediment
soapstone,2021-08-30T05:00:00Z,16.987,sediment
soapstone,2021-08-30T06:00:00Z,16.606,sediment
soapstone,2021-08-30T07:00:00Z,16.272,sediment
soapstone,2021-08-30T08:00:00Z,15.986,sediment
soapstone,2021-08-30T09:00:00Z,15.915,sediment
soapstone,2021-08-30T10:00:00Z,16.01,sediment
soapstone,2021-08-30T11:00:00Z,16.272,sediment
soapstone,2021-08-30T12:00:00Z,16.606,sediment
