lake,date_time,temp_c,light_intensity_lux,depth
soapstone,2021-10-17T15:00:00Z,8.879,44089.2,1m
soapstone,2021-10-17T16:00:00Z,6.978,3616.7,1m
soapstone,2021-10-17T17:00:00Z,6.471,2152.8,1m
soapstone,2021-10-17T18:00:00Z,3.998,462.9,1m
soapstone,2021-10-17T19:00:00Z,3.893,0,1m
soapstone,2021-10-17T20:00:00Z,4.415,0,1m
soapstone,2021-10-17T21:00:00Z,4.519,0,1m
soapstone,2021-10-17T22:00:00Z,3.472,0,1m
soapstone,2021-10-17T23:00:00Z,3.893,0,1m
soapstone,2021-10-18T00:00:00Z,4.311,0,1m
soapstone,2021-10-18T01:00:00Z,4.311,0,1m
soapstone,2021-10-18T02:00:00Z,3.578,0,1m
soapstone,2021-10-18T03:00:00Z,2.943,0,1m
soapstone,2021-10-18T04:00:00Z,3.049,0,1m
soapstone,2021-10-18T05:00:00Z,2.73,0,1m
soapstone,2021-10-18T06:00:00Z,3.049,0,1m
soapstone,2021-10-18T07:00:00Z,1.221,0,1m
soapstone,2021-10-18T08:00:00Z,1.003,3616.7,1m
soapstone,2021-10-18T09:00:00Z,1.221,1980.6,1m
soapstone,2021-10-18T10:00:00Z,1.548,7233.4,1m
soapstone,2021-10-18T11:00:00Z,3.683,13089,1m
soapstone,2021-10-18T12:00:00Z,7.882,68889.3,1m
soapstone,2021-10-18T13:00:00Z,8.382,71644.9,1m
soapstone,2021-10-18T14:00:00Z,9.571,52355.9,1m
soapstone,2021-10-18T15:00:00Z,7.882,24800.2,1m
soapstone,2021-10-18T16:00:00Z,7.983,31689.1,1m
soapstone,2021-10-18T17:00:00Z,7.179,2927.8,1m
soapstone,2021-10-18T18:00:00Z,6.877,968.8,1m
soapstone,2021-10-18T19:00:00Z,6.573,0,1m
soapstone,2021-10-18T20:00:00Z,6.573,0,1m
soapstone,2021-10-18T21:00:00Z,6.573,0,1m
soapstone,2021-10-18T22:00:00Z,6.37,0,1m
soapstone,2021-10-18T23:00:00Z,5.86,0,1m
soapstone,2021-10-19T00:00:00Z,5.552,0,1m
soapstone,2021-10-19T01:00:00Z,5.037,0,1m
soapstone,2021-10-19T02:00:00Z,5.244,0,1m
soapstone,2021-10-19T03:00:00Z,4.831,0,1m
soapstone,2021-10-19T04:00:00Z,4.831,0,1m
soapstone,2021-10-19T05:00:00Z,4.519,0,1m
soapstone,2021-10-19T06:00:00Z,4.102,0,1m
soapstone,2021-10-19T07:00:00Z,4.415,0,1m
soapstone,2021-10-19T08:00:00Z,4.102,1291.7,1m
soapstone,2021-10-19T09:00:00Z,4.415,3616.7,1m
soapstone,2021-10-19T10:00:00Z,5.347,23422.4,1m
soapstone,2021-10-19T11:00:00Z,5.141,20666.8,1m
soapstone,2021-10-19T12:00:00Z,5.45,22044.6,1m
soapstone,2021-10-19T13:00:00Z,5.552,13089,1m
soapstone,2021-10-19T14:00:00Z,5.86,17911.2,1m
soapstone,2021-10-19T15:00:00Z,5.45,10333.4,1m
soapstone,2021-10-19T16:00:00Z,6.674,33066.9,1m
soapstone,2021-10-19T17:00:00Z,5.552,7577.8,1m
soapstone,2021-10-19T18:00:00Z,5.45,1227.1,1m
soapstone,2021-10-19T19:00:00Z,5.141,0,1m
soapstone,2021-10-19T20:00:00Z,4.934,0,1m
soapstone,2021-10-19T21:00:00Z,4.519,0,1m
soapstone,2021-10-19T22:00:00Z,3.788,0,1m
soapstone,2021-10-19T23:00:00Z,2.088,0,1m
soapstone,2021-10-20T00:00:00Z,0.784,0,1m
soapstone,2021-10-20T01:00:00Z,0.674,0,1m
soapstone,2021-10-20T02:00:00Z,0.674,0,1m
soapstone,2021-10-20T03:00:00Z,0.674,0,1m
soapstone,2021-10-20T04:00:00Z,0.563,0,1m
soapstone,2021-10-20T05:00:00Z,0.453,0,1m
soapstone,2021-10-20T06:00:00Z,0.453,0,1m
soapstone,2021-10-20T07:00:00Z,0.453,0,1m
soapstone,2021-10-20T08:00:00Z,0.453,290.6,1m
soapstone,2021-10-20T09:00:00Z,0.563,2066.7,1m
soapstone,2021-10-20T10:00:00Z,0.674,3788.9,1m
soapstone,2021-10-20T11:00:00Z,1.003,8611.2,1m
soapstone,2021-10-20T12:00:00Z,1.112,8611.2,1m
soapstone,2021-10-20T13:00:00Z,1.221,10333.4,1m
soapstone,2021-10-20T14:00:00Z,1.656,10677.8,1m
soapstone,2021-10-20T15:00:00Z,1.764,11022.3,1m
soapstone,2021-10-20T16:00:00Z,1.439,6200,1m
soapstone,2021-10-20T17:00:00Z,1.439,4650,1m
soapstone,2021-10-20T18:00:00Z,1.003,914.9,1m
soapstone,2021-10-20T19:00:00Z,1.003,0,1m
soapstone,2021-10-20T20:00:00Z,1.003,0,1m
soapstone,2021-10-20T21:00:00Z,1.003,0,1m
soapstone,2021-10-20T22:00:00Z,1.221,0,1m
soapstone,2021-10-20T23:00:00Z,1.112,0,1m
soapstone,2021-10-21T00:00:00Z,1.003,0,1m
soapstone,2021-10-21T01:00:00Z,1.112,0,1m
soapstone,2021-10-21T02:00:00Z,1.112,0,1m
soapstone,2021-10-21T03:00:00Z,1.221,0,1m
soapstone,2021-10-21T04:00:00Z,1.221,0,1m
soapstone,2021-10-21T05:00:00Z,1.112,0,1m
soapstone,2021-10-21T06:00:00Z,1.656,0,1m
soapstone,2021-10-21T07:00:00Z,1.872,0,1m
soapstone,2021-10-21T08:00:00Z,2.41,1001,1m
soapstone,2021-10-21T09:00:00Z,3.155,4305.6,1m
soapstone,2021-10-21T10:00:00Z,3.367,3272.2,1m
soapstone,2021-10-21T11:00:00Z,3.367,9300.1,1m
soapstone,2021-10-21T12:00:00Z,3.578,3788.9,1m
soapstone,2021-10-21T13:00:00Z,3.998,4650,1m
soapstone,2021-10-21T14:00:00Z,3.578,3961.1,1m
soapstone,2021-10-21T15:00:00Z,4.415,1808.3,1m
soapstone,2021-10-21T16:00:00Z,4.623,1216.3,1m
soapstone,2021-10-21T17:00:00Z,4.934,355.2,1m
soapstone,2021-10-21T18:00:00Z,5.141,53.8,1m
soapstone,2021-10-21T19:00:00Z,5.45,0,1m
soapstone,2021-10-21T20:00:00Z,5.655,0,1m
soapstone,2021-10-21T21:00:00Z,5.962,0,1m
soapstone,2021-10-21T22:00:00Z,6.166,0,1m
soapstone,2021-10-21T23:00:00Z,6.37,0,1m
soapstone,2021-10-22T00:00:00Z,6.573,0,1m
soapstone,2021-10-22T01:00:00Z,6.775,0,1m
soapstone,2021-10-22T02:00:00Z,6.877,0,1m
soapstone,2021-10-22T03:00:00Z,6.877,0,1m
soapstone,2021-10-22T04:00:00Z,6.775,0,1m
soapstone,2021-10-22T05:00:00Z,6.674,0,1m
soapstone,2021-10-22T06:00:00Z,6.471,0,1m
soapstone,2021-10-22T07:00:00Z,6.37,0,1m
soapstone,2021-10-22T08:00:00Z,6.37,645.8,1m
soapstone,2021-10-22T09:00:00Z,6.268,764.2,1m
soapstone,2021-10-22T10:00:00Z,6.37,3444.5,1m
soapstone,2021-10-22T11:00:00Z,6.37,3616.7,1m
soapstone,2021-10-22T12:00:00Z,7.079,11022.3,1m
soapstone,2021-10-22T13:00:00Z,7.481,10333.4,1m
soapstone,2021-10-22T14:00:00Z,7.782,7233.4,1m
soapstone,2021-10-22T15:00:00Z,7.682,3444.5,1m
soapstone,2021-10-22T16:00:00Z,7.782,5166.7,1m
soapstone,2021-10-22T17:00:00Z,7.682,1980.6,1m
soapstone,2021-10-22T18:00:00Z,7.481,355.2,1m
soapstone,2021-10-22T19:00:00Z,7.381,0,1m
soapstone,2021-10-22T20:00:00Z,7.179,0,1m
soapstone,2021-10-22T21:00:00Z,7.079,0,1m
soapstone,2021-10-22T22:00:00Z,6.978,0,1m
soapstone,2021-10-22T23:00:00Z,6.877,0,1m
soapstone,2021-10-23T00:00:00Z,6.877,0,1m
soapstone,2021-10-23T01:00:00Z,6.877,0,1m
soapstone,2021-10-23T02:00:00Z,6.674,0,1m
soapstone,2021-10-23T03:00:00Z,6.573,0,1m
soapstone,2021-10-23T04:00:00Z,6.471,0,1m
