unix,utc,pst,temp_c,do_mg_l,do_sat
1634493060,2021-10-17T17:51:00Z,2021-10-17T10:51:00Z,6.596,7.929,80.145996
1634493660,2021-10-17T18:01:00Z,2021-10-17T11:01:00Z,6.237,7.88,78.929969
1634494260,2021-10-17T18:11:00Z,2021-10-17T11:11:00Z,6.179,7.839,78.403636
1634494860,2021-10-17T18:21:00Z,2021-10-17T11:21:00Z,6.237,7.907,79.200415
1634495460,2021-10-17T18:31:00Z,2021-10-17T11:31:00Z,6.354,7.714,77.496969000000007
1634496060,2021-10-17T18:41:00Z,2021-10-17T11:41:00Z,6.325,7.708,77.379773
1634496660,2021-10-17T18:51:00Z,2021-10-17T11:51:00Z,6.402,7.763,78.084144
1634497260,2021-10-17T19:01:00Z,2021-10-17T12:01:00Z,6.558,7.724,77.998997
1634497860,2021-10-17T19:11:00Z,2021-10-17T12:11:00Z,6.616,7.651,77.375024
1634498460,2021-10-17T19:21:00Z,2021-10-17T12:21:00Z,6.693,7.632,77.332861
1634499060,2021-10-17T19:31:00Z,2021-10-17T12:31:00Z,6.693,7.594,76.947818
1634499660,2021-10-17T19:41:00Z,2021-10-17T12:41:00Z,6.809,7.612,77.355726
1634500260,2021-10-17T19:51:00Z,2021-10-17T12:51:00Z,6.886,7.64,77.790626
1634500860,2021-10-17T20:01:00Z,2021-10-17T13:01:00Z,7.088,7.625,78.031956
1634501460,2021-10-17T20:11:00Z,2021-10-17T13:11:00Z,7.183,7.595,77.909739
1634502060,2021-10-17T20:21:00Z,2021-10-17T13:21:00Z,7.308,7.573,77.9267
1634502660,2021-10-17T20:31:00Z,2021-10-17T13:31:00Z,7.355,7.594,78.234333
1634503260,2021-10-17T20:41:00Z,2021-10-17T13:41:00Z,7.441,7.57,78.154132
1634503860,2021-10-17T20:51:00Z,2021-10-17T13:51:00Z,7.47,7.616,78.685741
1634504460,2021-10-17T21:01:00Z,2021-10-17T14:01:00Z,7.632,7.629,79.137526
1634505060,2021-10-17T21:11:00Z,2021-10-17T14:11:00Z,7.698,7.638,79.360482
1634505660,2021-10-17T21:21:00Z,2021-10-17T14:21:00Z,7.764,7.655,79.667063
1634506260,2021-10-17T21:31:00Z,2021-10-17T14:31:00Z,7.812,7.669,79.90748
1634506860,2021-10-17T21:41:00Z,2021-10-17T14:41:00Z,7.925,7.661,80.046997
1634507460,2021-10-17T21:51:00Z,2021-10-17T14:51:00Z,7.906,7.681,80.218385
1634508060,2021-10-17T22:01:00Z,2021-10-17T15:01:00Z,7.944,7.7,80.492176
1634508660,2021-10-17T22:11:00Z,2021-10-17T15:11:00Z,7.972,7.733,80.892921
1634509260,2021-10-17T22:21:00Z,2021-10-17T15:21:00Z,7.982,7.781,81.415084
1634509860,2021-10-17T22:31:00Z,2021-10-17T15:31:00Z,8.02,7.795,81.6379
1634510460,2021-10-17T22:41:00Z,2021-10-17T15:41:00Z,8.048,7.833,82.092409
1634511060,2021-10-17T22:51:00Z,2021-10-17T15:51:00Z,8.067,7.85,82.309023
1634511660,2021-10-17T23:01:00Z,2021-10-17T16:01:00Z,8.02,7.867,82.391964
1634512260,2021-10-17T23:11:00Z,2021-10-17T16:11:00Z,7.991,7.884,82.511089
1634512860,2021-10-17T23:21:00Z,2021-10-17T16:21:00Z,7.982,7.89,82.555586
1634513460,2021-10-17T23:31:00Z,2021-10-17T16:31:00Z,7.925,7.908,82.62781
1634514060,2021-10-17T23:41:00Z,2021-10-17T16:41:00Z,7.925,7.934,82.899474
1634514660,2021-10-17T23:51:00Z,2021-10-17T16:51:00Z,7.821,7.946,82.812099
1634515260,2021-10-18T00:01:00Z,2021-10-17T17:01:00Z,7.764,7.978,83.028586
1634515860,2021-10-18T00:11:00Z,2021-10-17T17:11:00Z,7.736,7.983,83.023123
1634516460,2021-10-18T00:21:00Z,2021-10-17T17:21:00Z,7.698,7.988,82.997059
1634517060,2021-10-18T00:31:00Z,2021-10-17T17:31:00Z,7.613,7.968,82.615149
1634517660,2021-10-18T00:41:00Z,2021-10-17T17:41:00Z,7.441,7.986,82.448996
1634518260,2021-10-18T00:51:00Z,2021-10-17T17:51:00Z,7.422,8.012,82.678354
1634518860,2021-10-18T01:01:00Z,2021-10-17T18:01:00Z,7.394,7.994,82.435168
1634519460,2021-10-18T01:11:00Z,2021-10-17T18:11:00Z,7.241,7.968,81.854412
1634520060,2021-10-18T01:21:00Z,2021-10-17T18:21:00Z,7.231,7.974,81.895612
1634520660,2021-10-18T01:31:00Z,2021-10-17T18:31:00Z,7.068,7.976,81.583146
1634521260,2021-10-18T01:41:00Z,2021-10-17T18:41:00Z,7.04,7.975,81.51576
1634521860,2021-10-18T01:51:00Z,2021-10-17T18:51:00Z,6.953,7.96,81.185251
1634522460,2021-10-18T02:01:00Z,2021-10-17T19:01:00Z,6.761,7.912,80.307408
1634523060,2021-10-18T02:11:00Z,2021-10-17T19:11:00Z,6.402,7.966,80.12602
1634523660,2021-10-18T02:21:00Z,2021-10-17T19:21:00Z,6.227,7.989,80.001441
1634524260,2021-10-18T02:31:00Z,2021-10-17T19:31:00Z,6.159,8.032,80.29312
1634524860,2021-10-18T02:41:00Z,2021-10-17T19:41:00Z,6.257,8.019,80.363071
1634525460,2021-10-18T02:51:00Z,2021-10-17T19:51:00Z,6.198,8.003,80.082596
1634526060,2021-10-18T03:01:00Z,2021-10-17T20:01:00Z,6.091,7.989,79.725158
1634526660,2021-10-18T03:11:00Z,2021-10-17T20:11:00Z,5.905,7.996,79.417283
1634527260,2021-10-18T03:21:00Z,2021-10-17T20:21:00Z,5.826,7.986,79.157888
1634527860,2021-10-18T03:31:00Z,2021-10-17T20:31:00Z,5.817,7.951,78.792815
1634528460,2021-10-18T03:41:00Z,2021-10-17T20:41:00Z,5.797,7.976,79.000104
1634529060,2021-10-18T03:51:00Z,2021-10-17T20:51:00Z,5.797,7.978,79.019914
1634529660,2021-10-18T04:01:00Z,2021-10-17T21:01:00Z,5.826,7.999,79.286745
1634530260,2021-10-18T04:11:00Z,2021-10-17T21:11:00Z,5.826,7.996,79.257009
1634530860,2021-10-18T04:21:00Z,2021-10-17T21:21:00Z,5.768,7.979,78.971146
1634531460,2021-10-18T04:31:00Z,2021-10-17T21:31:00Z,5.63,7.938,78.287766
1634532060,2021-10-18T04:41:00Z,2021-10-17T21:41:00Z,5.511,7.934,78.009303
1634532660,2021-10-18T04:51:00Z,2021-10-17T21:51:00Z,5.294,7.951,77.740236
1634533260,2021-10-18T05:01:00Z,2021-10-17T22:01:00Z,5.274,8.019,78.36459
1634533860,2021-10-18T05:11:00Z,2021-10-17T22:11:00Z,5.185,8.012,78.116144
1634534460,2021-10-18T05:21:00Z,2021-10-17T22:21:00Z,4.946,8.004,77.555773
1634535060,2021-10-18T05:31:00Z,2021-10-17T22:31:00Z,4.766,7.998,77.135214
1634535660,2021-10-18T05:41:00Z,2021-10-17T22:41:00Z,4.776,8.019,77.357919
1634536260,2021-10-18T05:51:00Z,2021-10-17T22:51:00Z,4.766,8,77.154503
1634536860,2021-10-18T06:01:00Z,2021-10-17T23:01:00Z,4.746,7.989,77.008224
1634537460,2021-10-18T06:11:00Z,2021-10-17T23:11:00Z,4.706,7.951,76.561949
1634538060,2021-10-18T06:21:00Z,2021-10-17T23:21:00Z,4.706,7.929,76.350106
1634538660,2021-10-18T06:31:00Z,2021-10-17T23:31:00Z,4.685,7.898,76.0099
1634539260,2021-10-18T06:41:00Z,2021-10-17T23:41:00Z,4.635,7.91,76.025978
1634539860,2021-10-18T06:51:00Z,2021-10-17T23:51:00Z,4.605,7.9,75.870313
1634540460,2021-10-18T07:01:00Z,2021-10-18T00:01:00Z,4.515,7.902,75.710908
1634541060,2021-10-18T07:11:00Z,2021-10-18T00:11:00Z,4.444,7.935,75.885686
1634541660,2021-10-18T07:21:00Z,2021-10-18T00:21:00Z,4.444,7.931,75.847432
1634542260,2021-10-18T07:31:00Z,2021-10-18T00:31:00Z,4.343,7.901,75.360381
1634542860,2021-10-18T07:41:00Z,2021-10-18T00:41:00Z,4.232,7.91,75.226197
1634543460,2021-10-18T07:51:00Z,2021-10-18T00:51:00Z,4.09,7.937,75.200829
1634544060,2021-10-18T08:01:00Z,2021-10-18T01:01:00Z,4.049,7.939,75.138355
1634544660,2021-10-18T08:11:00Z,2021-10-18T01:11:00Z,4.121,7.968,75.556353
1634545260,2021-10-18T08:21:00Z,2021-10-18T01:21:00Z,4.151,7.906,75.027803
1634545860,2021-10-18T08:31:00Z,2021-10-18T01:31:00Z,4.161,7.901,75.000132
1634546460,2021-10-18T08:41:00Z,2021-10-18T01:41:00Z,4.202,7.894,75.014721
1634547060,2021-10-18T08:51:00Z,2021-10-18T01:51:00Z,4.242,7.872,74.884526
1634547660,2021-10-18T09:01:00Z,2021-10-18T02:01:00Z,4.191,7.835,74.432477
1634548260,2021-10-18T09:11:00Z,2021-10-18T02:11:00Z,4.191,7.846,74.536977
1634548860,2021-10-18T09:21:00Z,2021-10-18T02:21:00Z,4.171,7.846,74.497687
1634549460,2021-10-18T09:31:00Z,2021-10-18T02:31:00Z,4.131,7.831,74.276853
1634550060,2021-10-18T09:41:00Z,2021-10-18T02:41:00Z,4.151,7.837,74.372994
1634550660,2021-10-18T09:51:00Z,2021-10-18T02:51:00Z,4.141,7.825,74.239528
1634551260,2021-10-18T10:01:00Z,2021-10-18T03:01:00Z,4.141,7.843,74.410302
1634551860,2021-10-18T10:11:00Z,2021-10-18T03:11:00Z,4.141,7.861,74.581077
1634552460,2021-10-18T10:21:00Z,2021-10-18T03:21:00Z,4.08,7.865,74.498973
1634553060,2021-10-18T10:31:00Z,2021-10-18T03:31:00Z,4.06,7.816,73.995731
1634553660,2021-10-18T10:41:00Z,2021-10-18T03:41:00Z,4.039,7.806,73.860059
1634554260,2021-10-18T10:51:00Z,2021-10-18T03:51:00Z,4.029,7.83,74.067565
1634554860,2021-10-18T11:01:00Z,2021-10-18T04:01:00Z,3.846,7.865,74.038997
1634555460,2021-10-18T11:11:00Z,2021-10-18T04:11:00Z,3.897,7.871,74.195731
1634556060,2021-10-18T11:21:00Z,2021-10-18T04:21:00Z,3.662,7.9,74.005806
1634556660,2021-10-18T11:31:00Z,2021-10-18T04:31:00Z,3.713,7.945,74.528397
1634557260,2021-10-18T11:41:00Z,2021-10-18T04:41:00Z,3.815,7.885,74.166246
1634557860,2021-10-18T11:51:00Z,2021-10-18T04:51:00Z,3.846,7.847,73.869549
1634558460,2021-10-18T12:01:00Z,2021-10-18T05:01:00Z,3.897,7.794,73.469893
1634559060,2021-10-18T12:11:00Z,2021-10-18T05:11:00Z,3.948,7.727,72.936779
1634559660,2021-10-18T12:21:00Z,2021-10-18T05:21:00Z,4.009,7.635,72.184788
1634560260,2021-10-18T12:31:00Z,2021-10-18T05:31:00Z,3.927,7.648,72.150949
1634560860,2021-10-18T12:41:00Z,2021-10-18T05:41:00Z,3.795,7.63,71.729628
1634561460,2021-10-18T12:51:00Z,2021-10-18T05:51:00Z,3.795,7.647,71.889445
1634562060,2021-10-18T13:01:00Z,2021-10-18T06:01:00Z,3.6,7.67,71.732681
1634562660,2021-10-18T13:11:00Z,2021-10-18T06:11:00Z,3.58,7.697,71.94684
1634563260,2021-10-18T13:21:00Z,2021-10-18T06:21:00Z,3.631,7.71,72.16634
1634563860,2021-10-18T13:31:00Z,2021-10-18T06:31:00Z,3.662,7.695,72.085402
1634564460,2021-10-18T13:41:00Z,2021-10-18T06:41:00Z,3.703,7.68,72.0234
1634565060,2021-10-18T13:51:00Z,2021-10-18T06:51:00Z,3.846,7.611,71.647909
1634565660,2021-10-18T14:01:00Z,2021-10-18T07:01:00Z,3.897,7.585,71.499761
1634566260,2021-10-18T14:11:00Z,2021-10-18T07:11:00Z,4.029,7.517,71.106754
1634566860,2021-10-18T14:21:00Z,2021-10-18T07:21:00Z,4.049,7.481,70.803632
1634567460,2021-10-18T14:31:00Z,2021-10-18T07:31:00Z,3.968,7.456,70.416021
1634568060,2021-10-18T14:41:00Z,2021-10-18T07:41:00Z,3.887,7.453,70.236851
1634568660,2021-10-18T14:51:00Z,2021-10-18T07:51:00Z,3.866,7.457,70.235436000000007
1634569260,2021-10-18T15:01:00Z,2021-10-18T08:01:00Z,3.866,7.443,70.103574
1634569860,2021-10-18T15:11:00Z,2021-10-18T08:11:00Z,3.876,7.454,70.225796
1634570460,2021-10-18T15:21:00Z,2021-10-18T08:21:00Z,3.856,7.478,70.414554999999993
1634571060,2021-10-18T15:31:00Z,2021-10-18T08:31:00Z,3.876,7.481,70.480169
1634571660,2021-10-18T15:41:00Z,2021-10-18T08:41:00Z,3.887,7.475,70.444178
1634572260,2021-10-18T15:51:00Z,2021-10-18T08:51:00Z,4.009,7.451,70.445168
1634572860,2021-10-18T16:01:00Z,2021-10-18T09:01:00Z,4.049,7.424,70.264158
1634573460,2021-10-18T16:11:00Z,2021-10-18T09:11:00Z,4.039,7.391,69.933346
1634574060,2021-10-18T16:21:00Z,2021-10-18T09:21:00Z,4.07,7.36,69.697092
1634574660,2021-10-18T16:31:00Z,2021-10-18T09:31:00Z,4.131,7.359,69.799944
1634575260,2021-10-18T16:41:00Z,2021-10-18T09:41:00Z,4.121,7.339,69.591877
1634575860,2021-10-18T16:51:00Z,2021-10-18T09:51:00Z,4.161,7.327,69.551445
1634576460,2021-10-18T17:01:00Z,2021-10-18T10:01:00Z,4.191,7.306,69.406978
1634577060,2021-10-18T17:11:00Z,2021-10-18T10:11:00Z,4.202,7.278,69.161026
1634577660,2021-10-18T17:21:00Z,2021-10-18T10:21:00Z,4.191,7.265,69.017478
1634578260,2021-10-18T17:31:00Z,2021-10-18T10:31:00Z,4.202,7.262,69.008982
1634578860,2021-10-18T17:41:00Z,2021-10-18T10:41:00Z,4.242,7.256,69.02466
1634579460,2021-10-18T17:51:00Z,2021-10-18T10:51:00Z,4.222,7.338,69.767946
1634580060,2021-10-18T18:01:00Z,2021-10-18T11:01:00Z,4.303,7.356,70.08837
1634580660,2021-10-18T18:11:00Z,2021-10-18T11:11:00Z,4.303,7.296,69.516687
1634581260,2021-10-18T18:21:00Z,2021-10-18T11:21:00Z,4.353,7.298,69.627216
1634581860,2021-10-18T18:31:00Z,2021-10-18T11:31:00Z,4.404,7.307,69.806537
1634582460,2021-10-18T18:41:00Z,2021-10-18T11:41:00Z,4.464,7.294,69.792145
1634583060,2021-10-18T18:51:00Z,2021-10-18T11:51:00Z,4.515,7.312,70.05798
1634583660,2021-10-18T19:01:00Z,2021-10-18T12:01:00Z,4.444,7.4,70.76926
1634584260,2021-10-18T19:11:00Z,2021-10-18T12:11:00Z,4.525,7.412,71.034713
1634584860,2021-10-18T19:21:00Z,2021-10-18T12:21:00Z,4.645,7.475,71.863815
1634585460,2021-10-18T19:31:00Z,2021-10-18T12:31:00Z,4.796,7.452,71.925666
1634586060,2021-10-18T19:41:00Z,2021-10-18T12:41:00Z,4.846,7.423,71.739171
1634586660,2021-10-18T19:51:00Z,2021-10-18T12:51:00Z,4.896,7.394,71.551983
1634587260,2021-10-18T20:01:00Z,2021-10-18T13:01:00Z,4.906,7.423,71.85131
1634587860,2021-10-18T20:11:00Z,2021-10-18T13:11:00Z,4.956,7.424,71.954493
1634588460,2021-10-18T20:21:00Z,2021-10-18T13:21:00Z,4.996,7.425,72.039024
1634589060,2021-10-18T20:31:00Z,2021-10-18T13:31:00Z,5.085,7.408,72.040306
1634589660,2021-10-18T20:41:00Z,2021-10-18T13:41:00Z,5.155,7.465,72.726435
1634590260,2021-10-18T20:51:00Z,2021-10-18T13:51:00Z,5.284,7.401,72.343962
1634590860,2021-10-18T21:01:00Z,2021-10-18T14:01:00Z,5.403,7.412,72.674383
1634591460,2021-10-18T21:11:00Z,2021-10-18T14:11:00Z,5.561,7.379,72.645764
1634592060,2021-10-18T21:21:00Z,2021-10-18T14:21:00Z,5.61,7.364,72.589447
1634592660,2021-10-18T21:31:00Z,2021-10-18T14:31:00Z,5.709,7.365,72.784013
1634593260,2021-10-18T21:41:00Z,2021-10-18T14:41:00Z,5.826,7.368,73.032222
1634593860,2021-10-18T21:51:00Z,2021-10-18T14:51:00Z,5.954,7.382,73.410778
1634594460,2021-10-18T22:01:00Z,2021-10-18T15:01:00Z,6.032,7.422,73.955587
1634595060,2021-10-18T22:11:00Z,2021-10-18T15:11:00Z,6.11,7.434,74.222511
1634595660,2021-10-18T22:21:00Z,2021-10-18T15:21:00Z,6.276,7.389,74.085202
1634596260,2021-10-18T22:31:00Z,2021-10-18T15:31:00Z,6.393,7.31,73.510884
1634596860,2021-10-18T22:41:00Z,2021-10-18T15:41:00Z,6.47,7.243,72.979225
1634597460,2021-10-18T22:51:00Z,2021-10-18T15:51:00Z,6.402,7.234,72.763197
1634598060,2021-10-18T23:01:00Z,2021-10-18T16:01:00Z,6.548,7.291,73.607854
1634598660,2021-10-18T23:11:00Z,2021-10-18T16:11:00Z,6.538,7.346,74.144385
1634599260,2021-10-18T23:21:00Z,2021-10-18T16:21:00Z,6.461,7.373,74.27217
1634599860,2021-10-18T23:31:00Z,2021-10-18T16:31:00Z,6.461,7.369,74.231876
1634600460,2021-10-18T23:41:00Z,2021-10-18T16:41:00Z,6.149,7.336,73.316796
1634601060,2021-10-18T23:51:00Z,2021-10-18T16:51:00Z,6.12,7.34,73.302655
1634601660,2021-10-19T00:01:00Z,2021-10-18T17:01:00Z,6.383,7.404,74.437308
1634602260,2021-10-19T00:11:00Z,2021-10-18T17:11:00Z,6.451,7.371,74.233238
1634602860,2021-10-19T00:21:00Z,2021-10-18T17:21:00Z,6.577,7.382,74.581164
1634603460,2021-10-19T00:31:00Z,2021-10-18T17:31:00Z,6.645,7.409,74.982491
1634604060,2021-10-19T00:41:00Z,2021-10-18T17:41:00Z,6.587,7.406,74.842531
1634604660,2021-10-19T00:51:00Z,2021-10-18T17:51:00Z,6.674,7.36,74.541066
1634605260,2021-10-19T01:01:00Z,2021-10-18T18:01:00Z,6.732,7.457,75.633893
1634605860,2021-10-19T01:11:00Z,2021-10-18T18:11:00Z,6.645,7.496,75.862972
1634606460,2021-10-19T01:21:00Z,2021-10-18T18:21:00Z,6.48,7.563,76.222767
1634607060,2021-10-19T01:31:00Z,2021-10-18T18:31:00Z,6.548,7.573,76.454845
1634607660,2021-10-19T01:41:00Z,2021-10-18T18:41:00Z,6.499,7.569,76.319896
1634608260,2021-10-19T01:51:00Z,2021-10-18T18:51:00Z,6.548,7.536,76.081304
1634608860,2021-10-19T02:01:00Z,2021-10-18T19:01:00Z,6.509,7.563,76.278678
1634609460,2021-10-19T02:11:00Z,2021-10-18T19:11:00Z,6.49,7.593,76.544473
1634610060,2021-10-19T02:21:00Z,2021-10-18T19:21:00Z,6.402,7.573,76.173029
1634610660,2021-10-19T02:31:00Z,2021-10-18T19:31:00Z,6.383,7.481,75.21144
1634611260,2021-10-19T02:41:00Z,2021-10-18T19:41:00Z,6.296,7.513,75.366724
1634611860,2021-10-19T02:51:00Z,2021-10-18T19:51:00Z,6.286,7.522,75.437861
1634612460,2021-10-19T03:01:00Z,2021-10-18T20:01:00Z,6.227,7.493,75.034522
1634613060,2021-10-19T03:11:00Z,2021-10-18T20:11:00Z,6.257,7.467,74.831158
1634613660,2021-10-19T03:21:00Z,2021-10-18T20:21:00Z,6.13,7.452,74.440114
1634614260,2021-10-19T03:31:00Z,2021-10-18T20:31:00Z,6.081,7.488,74.706465
