lake,date_time,temp_c,light_intensity_lux,depth
soapstone,2020-07-17T18:00:00Z,24.545,828.8,1m
soapstone,2020-07-17T19:00:00Z,24.545,581.3,1m
soapstone,2020-07-17T20:00:00Z,24.545,290.6,1m
soapstone,2020-07-17T21:00:00Z,24.448,0,1m
soapstone,2020-07-17T22:00:00Z,24.545,0,1m
soapstone,2020-07-17T23:00:00Z,24.448,0,1m
soapstone,2020-07-18T00:00:00Z,24.158,0,1m
soapstone,2020-07-18T01:00:00Z,23.966,0,1m
soapstone,2020-07-18T02:00:00Z,23.677,0,1m
soapstone,2020-07-18T03:00:00Z,23.484,0,1m
soapstone,2020-07-18T04:00:00Z,23.196,0,1m
soapstone,2020-07-18T05:00:00Z,23.004,0,1m
soapstone,2020-07-18T06:00:00Z,22.717,96.9,1m
soapstone,2020-07-18T07:00:00Z,22.621,570.5,1m
soapstone,2020-07-18T08:00:00Z,22.525,1894.5,1m
soapstone,2020-07-18T09:00:00Z,22.429,2066.7,1m
soapstone,2020-07-18T10:00:00Z,23.1,18600.1,1m
soapstone,2020-07-18T11:00:00Z,23.196,13089,1m
soapstone,2020-07-18T12:00:00Z,23.581,8611.2,1m
soapstone,2020-07-18T13:00:00Z,23.966,7233.4,1m
soapstone,2020-07-18T14:00:00Z,24.351,5511.1,1m
soapstone,2020-07-18T15:00:00Z,24.738,4477.8,1m
soapstone,2020-07-18T16:00:00Z,24.835,3272.2,1m
soapstone,2020-07-18T17:00:00Z,24.835,1302.4,1m
soapstone,2020-07-18T18:00:00Z,24.931,904.2,1m
soapstone,2020-07-18T19:00:00Z,24.835,710.4,1m
soapstone,2020-07-18T20:00:00Z,24.931,376.7,1m
soapstone,2020-07-18T21:00:00Z,24.835,0,1m
soapstone,2020-07-18T22:00:00Z,24.835,0,1m
soapstone,2020-07-18T23:00:00Z,24.641,0,1m
soapstone,2020-07-19T00:00:00Z,24.351,0,1m
soapstone,2020-07-19T01:00:00Z,24.158,0,1m
soapstone,2020-07-19T02:00:00Z,23.966,0,1m
soapstone,2020-07-19T03:00:00Z,23.677,0,1m
soapstone,2020-07-19T04:00:00Z,23.484,0,1m
soapstone,2020-07-19T05:00:00Z,23.196,0,1m
soapstone,2020-07-19T06:00:00Z,23.004,96.9,1m
soapstone,2020-07-19T07:00:00Z,22.908,958,1m
soapstone,2020-07-19T08:00:00Z,22.812,1980.6,1m
soapstone,2020-07-19T09:00:00Z,22.812,2152.8,1m
soapstone,2020-07-19T10:00:00Z,23.292,17911.2,1m
soapstone,2020-07-19T11:00:00Z,23.388,11022.3,1m
soapstone,2020-07-19T12:00:00Z,23.773,8611.2,1m
soapstone,2020-07-19T13:00:00Z,24.255,6544.5,1m
soapstone,2020-07-19T14:00:00Z,24.738,5511.1,1m
soapstone,2020-07-19T15:00:00Z,24.931,4822.3,1m
soapstone,2020-07-19T16:00:00Z,25.222,3616.7,1m
soapstone,2020-07-19T17:00:00Z,25.125,1808.3,1m
soapstone,2020-07-19T18:00:00Z,25.125,1011.8,1m
soapstone,2020-07-19T19:00:00Z,25.125,742.7,1m
soapstone,2020-07-19T20:00:00Z,25.125,269.1,1m
soapstone,2020-07-19T21:00:00Z,25.125,0,1m
soapstone,2020-07-19T22:00:00Z,25.125,0,1m
soapstone,2020-07-19T23:00:00Z,24.931,0,1m
soapstone,2020-07-20T00:00:00Z,24.738,0,1m
soapstone,2020-07-20T01:00:00Z,24.448,0,1m
soapstone,2020-07-20T02:00:00Z,24.158,0,1m
soapstone,2020-07-20T03:00:00Z,23.966,0,1m
soapstone,2020-07-20T04:00:00Z,23.677,0,1m
soapstone,2020-07-20T05:00:00Z,23.484,0,1m
soapstone,2020-07-20T06:00:00Z,23.196,86.1,1m
soapstone,2020-07-20T07:00:00Z,23.004,635.1,1m
soapstone,2020-07-20T08:00:00Z,22.908,925.7,1m
soapstone,2020-07-20T09:00:00Z,22.908,1345.5,1m
soapstone,2020-07-20T10:00:00Z,23.484,17911.2,1m
soapstone,2020-07-20T11:00:00Z,23.677,13777.9,1m
soapstone,2020-07-20T12:00:00Z,23.677,3100,1m
soapstone,2020-07-20T13:00:00Z,24.448,7577.8,1m
soapstone,2020-07-20T14:00:00Z,24.931,6200,1m
soapstone,2020-07-20T15:00:00Z,25.222,5166.7,1m
soapstone,2020-07-20T16:00:00Z,25.319,2927.8,1m
soapstone,2020-07-20T17:00:00Z,25.513,1550,1m
soapstone,2020-07-20T18:00:00Z,25.513,1119.5,1m
soapstone,2020-07-20T19:00:00Z,25.416,678.1,1m
soapstone,2020-07-20T20:00:00Z,25.416,516.7,1m
soapstone,2020-07-20T21:00:00Z,25.416,0,1m
soapstone,2020-07-20T22:00:00Z,25.319,0,1m
soapstone,2020-07-20T23:00:00Z,25.125,0,1m
soapstone,2020-07-21T00:00:00Z,24.835,0,1m
soapstone,2020-07-21T01:00:00Z,24.545,0,1m
soapstone,2020-07-21T02:00:00Z,24.351,0,1m
soapstone,2020-07-21T03:00:00Z,24.062,0,1m
soapstone,2020-07-21T04:00:00Z,23.869,0,1m
soapstone,2020-07-21T05:00:00Z,23.581,0,1m
soapstone,2020-07-21T06:00:00Z,23.388,107.6,1m
soapstone,2020-07-21T07:00:00Z,23.196,1001,1m
soapstone,2020-07-21T08:00:00Z,23.1,1980.6,1m
soapstone,2020-07-21T09:00:00Z,23.004,753.5,1m
soapstone,2020-07-21T10:00:00Z,23.388,1377.8,1m
soapstone,2020-07-21T11:00:00Z,23.677,12400.1,1m
soapstone,2020-07-21T12:00:00Z,24.062,9300.1,1m
soapstone,2020-07-21T13:00:00Z,24.351,4650,1m
soapstone,2020-07-21T14:00:00Z,24.931,6544.5,1m
soapstone,2020-07-21T15:00:00Z,25.222,5166.7,1m
soapstone,2020-07-21T16:00:00Z,25.416,3961.1,1m
soapstone,2020-07-21T17:00:00Z,25.416,1894.5,1m
soapstone,2020-07-21T18:00:00Z,25.513,1377.8,1m
soapstone,2020-07-21T19:00:00Z,25.513,925.7,1m
soapstone,2020-07-21T20:00:00Z,25.416,355.2,1m
soapstone,2020-07-21T21:00:00Z,25.416,0,1m
soapstone,2020-07-21T22:00:00Z,25.319,0,1m
soapstone,2020-07-21T23:00:00Z,25.125,0,1m
soapstone,2020-07-22T00:00:00Z,24.931,0,1m
soapstone,2020-07-22T01:00:00Z,24.641,0,1m
soapstone,2020-07-22T02:00:00Z,24.448,0,1m
soapstone,2020-07-22T03:00:00Z,24.255,0,1m
soapstone,2020-07-22T04:00:00Z,23.966,0,1m
soapstone,2020-07-22T05:00:00Z,23.773,0,1m
soapstone,2020-07-22T06:00:00Z,23.581,75.3,1m
soapstone,2020-07-22T07:00:00Z,23.388,1270.1,1m
soapstone,2020-07-22T08:00:00Z,23.388,2325,1m
soapstone,2020-07-22T09:00:00Z,23.388,3444.5,1m
soapstone,2020-07-22T10:00:00Z,23.677,13089,1m
soapstone,2020-07-22T11:00:00Z,23.966,11711.2,1m
soapstone,2020-07-22T12:00:00Z,24.351,10333.4,1m
soapstone,2020-07-22T13:00:00Z,24.835,8266.7,1m
soapstone,2020-07-22T14:00:00Z,25.319,7577.8,1m
soapstone,2020-07-22T15:00:00Z,25.708,5166.7,1m
soapstone,2020-07-22T16:00:00Z,25.513,3272.2,1m
soapstone,2020-07-22T17:00:00Z,25.708,4477.8,1m
soapstone,2020-07-22T18:00:00Z,25.61,1076.4,1m
soapstone,2020-07-22T19:00:00Z,25.61,204.5,1m
soapstone,2020-07-22T20:00:00Z,25.416,96.9,1m
soapstone,2020-07-22T21:00:00Z,25.028,0,1m
soapstone,2020-07-22T22:00:00Z,24.835,0,1m
soapstone,2020-07-22T23:00:00Z,24.545,0,1m
soapstone,2020-07-23T00:00:00Z,24.255,0,1m
soapstone,2020-07-23T01:00:00Z,23.966,0,1m
soapstone,2020-07-23T02:00:00Z,23.773,0,1m
soapstone,2020-07-23T03:00:00Z,23.484,0,1m
soapstone,2020-07-23T04:00:00Z,23.292,0,1m
soapstone,2020-07-23T05:00:00Z,23.004,0,1m
soapstone,2020-07-23T06:00:00Z,22.812,53.8,1m
soapstone,2020-07-23T07:00:00Z,22.621,721.2,1m
soapstone,2020-07-23T08:00:00Z,22.525,1345.5,1m
soapstone,2020-07-23T09:00:00Z,22.429,1722.2,1m
soapstone,2020-07-23T10:00:00Z,23.004,15844.5,1m
soapstone,2020-07-23T11:00:00Z,23.1,14466.8,1m
soapstone,2020-07-23T12:00:00Z,23.196,5166.7,1m
soapstone,2020-07-23T13:00:00Z,23.581,9644.5,1m
soapstone,2020-07-23T14:00:00Z,23.677,3616.7,1m
soapstone,2020-07-23T15:00:00Z,23.677,2066.7,1m
soapstone,2020-07-23T16:00:00Z,24.255,6200,1m
soapstone,2020-07-23T17:00:00Z,24.062,2927.8,1m
soapstone,2020-07-23T18:00:00Z,23.966,1463.9,1m
soapstone,2020-07-23T19:00:00Z,24.158,2497.2,1m
soapstone,2020-07-23T20:00:00Z,23.966,387.5,1m
soapstone,2020-07-23T21:00:00Z,23.677,0,1m
soapstone,2020-07-23T22:00:00Z,23.484,0,1m
soapstone,2020-07-23T23:00:00Z,23.292,0,1m
soapstone,2020-07-24T00:00:00Z,23.004,0,1m
soapstone,2020-07-24T01:00:00Z,22.812,0,1m
soapstone,2020-07-24T02:00:00Z,22.429,0,1m
soapstone,2020-07-24T03:00:00Z,22.238,0,1m
soapstone,2020-07-24T04:00:00Z,21.951,0,1m
soapstone,2020-07-24T05:00:00Z,21.76,0,1m
soapstone,2020-07-24T06:00:00Z,21.473,75.3,1m
soapstone,2020-07-24T07:00:00Z,21.282,570.5,1m
soapstone,2020-07-24T08:00:00Z,21.187,699.7,1m
soapstone,2020-07-24T09:00:00Z,20.996,1280.9,1m
soapstone,2020-07-24T10:00:00Z,21.76,16533.4,1m
soapstone,2020-07-24T11:00:00Z,21.951,14466.8,1m
soapstone,2020-07-24T12:00:00Z,22.238,10677.8,1m
soapstone,2020-07-24T13:00:00Z,22.717,8266.7,1m
soapstone,2020-07-24T14:00:00Z,23.196,6200,1m
soapstone,2020-07-24T15:00:00Z,23.677,4822.3,1m
soapstone,2020-07-24T16:00:00Z,23.869,3788.9,1m
soapstone,2020-07-24T17:00:00Z,23.773,1377.8,1m
soapstone,2020-07-24T18:00:00Z,23.869,1033.3,1m
soapstone,2020-07-24T19:00:00Z,23.773,731.9,1m
soapstone,2020-07-24T20:00:00Z,23.869,376.7,1m
soapstone,2020-07-24T21:00:00Z,23.773,0,1m
soapstone,2020-07-24T22:00:00Z,23.581,0,1m
soapstone,2020-07-24T23:00:00Z,23.388,0,1m
soapstone,2020-07-25T00:00:00Z,23.1,0,1m
soapstone,2020-07-25T01:00:00Z,22.908,0,1m
soapstone,2020-07-25T02:00:00Z,22.621,0,1m
soapstone,2020-07-25T03:00:00Z,22.429,0,1m
soapstone,2020-07-25T04:00:00Z,22.238,0,1m
soapstone,2020-07-25T05:00:00Z,21.951,0,1m
soapstone,2020-07-25T06:00:00Z,21.76,64.6,1m
soapstone,2020-07-25T07:00:00Z,21.569,581.3,1m
soapstone,2020-07-25T08:00:00Z,21.473,1033.3,1m
soapstone,2020-07-25T09:00:00Z,21.378,1184,1m
soapstone,2020-07-25T10:00:00Z,22.046,17911.2,1m
soapstone,2020-07-25T11:00:00Z,22.238,13777.9,1m
soapstone,2020-07-25T12:00:00Z,22.717,10677.8,1m
soapstone,2020-07-25T13:00:00Z,23.196,8266.7,1m
soapstone,2020-07-25T14:00:00Z,23.773,6544.5,1m
soapstone,2020-07-25T15:00:00Z,23.869,1001,1m
soapstone,2020-07-25T16:00:00Z,24.351,3788.9,1m
soapstone,2020-07-25T17:00:00Z,24.255,1280.9,1m
soapstone,2020-07-25T18:00:00Z,24.351,968.8,1m
soapstone,2020-07-25T19:00:00Z,24.351,688.9,1m
soapstone,2020-07-25T20:00:00Z,24.255,279.9,1m
soapstone,2020-07-25T21:00:00Z,24.351,0,1m
soapstone,2020-07-25T22:00:00Z,23.966,0,1m
soapstone,2020-07-25T23:00:00Z,23.773,0,1m
soapstone,2020-07-26T00:00:00Z,23.484,0,1m
soapstone,2020-07-26T01:00:00Z,23.292,0,1m
soapstone,2020-07-26T02:00:00Z,23.004,0,1m
soapstone,2020-07-26T03:00:00Z,22.717,0,1m
soapstone,2020-07-26T04:00:00Z,22.525,0,1m
soapstone,2020-07-26T05:00:00Z,22.238,0,1m
soapstone,2020-07-26T06:00:00Z,22.046,64.6,1m
soapstone,2020-07-26T07:00:00Z,21.855,710.4,1m
soapstone,2020-07-26T08:00:00Z,21.76,1270.1,1m
soapstone,2020-07-26T09:00:00Z,21.664,1722.2,1m
soapstone,2020-07-26T10:00:00Z,22.429,18600.1,1m
soapstone,2020-07-26T11:00:00Z,22.621,13089,1m
soapstone,2020-07-26T12:00:00Z,22.908,10333.4,1m
soapstone,2020-07-26T13:00:00Z,23.581,8266.7,1m
soapstone,2020-07-26T14:00:00Z,24.062,5511.1,1m
soapstone,2020-07-26T15:00:00Z,24.448,4822.3,1m
soapstone,2020-07-26T16:00:00Z,24.738,3961.1,1m
soapstone,2020-07-26T17:00:00Z,24.738,4477.8,1m
soapstone,2020-07-26T18:00:00Z,24.545,430.6,1m
soapstone,2020-07-26T19:00:00Z,24.448,1205.6,1m
soapstone,2020-07-26T20:00:00Z,24.641,236.8,1m
soapstone,2020-07-26T21:00:00Z,24.448,0,1m
soapstone,2020-07-26T22:00:00Z,24.351,0,1m
soapstone,2020-07-26T23:00:00Z,24.158,0,1m
soapstone,2020-07-27T00:00:00Z,23.869,0,1m
soapstone,2020-07-27T01:00:00Z,23.677,0,1m
soapstone,2020-07-27T02:00:00Z,23.484,0,1m
soapstone,2020-07-27T03:00:00Z,23.196,0,1m
soapstone,2020-07-27T04:00:00Z,23.004,0,1m
soapstone,2020-07-27T05:00:00Z,22.812,0,1m
soapstone,2020-07-27T06:00:00Z,22.621,21.5,1m
soapstone,2020-07-27T07:00:00Z,22.525,1248.6,1m
soapstone,2020-07-27T08:00:00Z,22.429,2411.1,1m
soapstone,2020-07-27T09:00:00Z,22.429,1894.5,1m
soapstone,2020-07-27T10:00:00Z,22.621,10333.4,1m
soapstone,2020-07-27T11:00:00Z,22.908,10677.8,1m
soapstone,2020-07-27T12:00:00Z,23.196,731.9,1m
soapstone,2020-07-27T13:00:00Z,23.869,9300.1,1m
soapstone,2020-07-27T14:00:00Z,24.255,8611.2,1m
soapstone,2020-07-27T15:00:00Z,24.158,3444.5,1m
soapstone,2020-07-27T16:00:00Z,24.062,2927.8,1m
soapstone,2020-07-27T17:00:00Z,24.255,3444.5,1m
soapstone,2020-07-27T18:00:00Z,24.158,742.7,1m
soapstone,2020-07-27T19:00:00Z,23.966,10.8,1m
